108/09/02,0.77,0.79,0.77,0.79,30000,23300,0.00,3
108/09/03,0.96,0.98,0.80,0.80,93000,84370,+0.01,13
108/09/04,0.80,0.82,0.80,0.81,119000,96250,+0.01,15
108/09/05,0.86,0.88,0.82,0.82,398000,344430,+0.01,22
108/09/06,0.82,0.82,0.77,0.78,220000,176350,-0.04,15
108/09/09,0.78,0.81,0.78,0.80,463000,367590,+0.02,12
108/09/10,0.70,0.70,0.60,0.64,444000,285150,-0.16,17
108/09/11,0.64,0.65,0.63,0.63,135000,86150,-0.01,10
108/09/12,0.66,0.66,0.62,0.63,95000,60050,0.00,10
108/09/16,0.63,0.63,0.57,0.59,80000,47400,-0.04,9
108/09/17,0.57,0.57,0.55,0.56,18000,10050,-0.03,3
108/09/18,0.57,0.58,0.57,0.57,145000,82950,+0.01,4
108/09/19,0.57,0.57,0.55,0.55,40000,22450,-0.02,3
108/09/20,0.57,0.57,0.57,0.57,40000,22800,+0.02,2
108/09/23,0.58,0.58,0.57,0.57,60000,34500,0.00,2
108/09/24,0.58,0.61,0.58,0.61,50000,29500,+0.04,3
108/09/25,0.58,0.64,0.56,0.56,226000,130580,-0.05,9
108/09/26,0.57,0.60,0.57,0.58,305000,180610,+0.02,11
108/09/27,0.54,0.55,0.52,0.52,199000,104580,-0.06,6
108/10/01,0.53,0.53,0.53,0.53,10000,5300,+0.01,1
108/10/02,0.51,0.52,0.51,0.52,28000,14440,-0.01,3
108/10/03,0.49,0.51,0.49,0.50,239000,119830,-0.02,7
108/10/04,0.48,0.48,0.48,0.48,5000,2400,-0.02,1
108/10/07,0.47,0.47,0.45,0.45,159000,74530,-0.03,3
108/10/08,0.38,0.38,0.38,0.38,25000,9500,-0.07,1
108/10/09,0.37,0.38,0.37,0.38,50000,18750,0.00,2
108/10/14,0.39,0.39,0.37,0.37,55000,21350,-0.01,3
108/10/15,0.33,0.33,0.33,0.33,60000,19800,-0.04,2
108/10/16,0.33,0.33,0.33,0.33,30000,9900,0.00,1
108/10/17,0.35,0.35,0.34,0.35,75000,25950,+0.02,3
108/10/18,0.35,0.35,0.35,0.35,30000,10500,0.00,2
108/10/21,---,---,---,---,0,0,---,0
108/10/22,---,---,---,---,0,0,---,0
108/10/23,0.36,0.36,0.36,0.36,20000,7200,+0.02,1
108/10/24,0.38,0.38,0.38,0.38,20000,7600,+0.02,1
108/10/25,---,---,---,---,0,0,---,0
108/10/28,---,---,---,---,0,0,---,0
108/10/29,---,---,---,---,0,0,---,0
108/10/30,---,---,---,---,0,0,---,0
108/10/31,---,---,---,---,0,0,---,0
108/11/01,---,---,---,---,0,0,---,0
108/11/04,0.31,0.31,0.30,0.30,210000,63100,0.00,2
108/11/05,0.27,0.29,0.27,0.29,205000,55450,-0.01,3
108/11/06,---,---,---,---,0,0,---,0
108/11/07,---,---,---,---,0,0,---,0
108/11/08,---,---,---,---,0,0,---,0
108/11/11,0.18,0.18,0.18,0.18,40000,7200,-0.07,1
108/11/12,---,---,---,---,0,0,---,0
108/11/13,---,---,---,---,0,0,---,0
108/11/14,---,---,---,---,0,0,---,0
108/11/15,---,---,---,---,0,0,---,0
108/11/18,---,---,---,---,0,0,---,0
108/11/19,---,---,---,---,0,0,---,0
108/11/20,---,---,---,---,0,0,---,0
108/11/21,---,---,---,---,0,0,---,0
108/11/22,---,---,---,---,0,0,---,0
108/11/25,---,---,---,---,0,0,---,0
108/11/26,---,---,---,---,0,0,---,0
108/11/27,---,---,---,---,0,0,---,0
108/11/28,---,---,---,---,0,0,---,0
108/11/29,---,---,---,---,0,0,---,0
108/12/02,---,---,---,---,0,0,---,0
108/12/03,---,---,---,---,0,0,---,0
108/12/04,---,---,---,---,0,0,---,0
108/12/05,---,---,---,---,0,0,---,0
108/12/06,---,---,---,---,0,0,---,0
108/12/09,---,---,---,---,0,0,---,0
108/12/10,---,---,---,---,0,0,---,0
108/12/11,---,---,---,---,0,0,---,0
108/12/12,---,---,---,---,0,0,---,0
108/12/13,---,---,---,---,0,0,---,0
108/12/16,---,---,---,---,0,0,---,0
108/12/17,---,---,---,---,0,0,---,0
108/12/18,---,---,---,---,0,0,---,0
108/12/19,---,---,---,---,0,0,---,0
108/12/20,---,---,---,---,0,0,---,0
108/12/23,---,---,---,---,0,0,---,0
108/12/24,---,---,---,---,0,0,---,0
108/12/25,---,---,---,---,0,0,---,0
108/12/26,---,---,---,---,0,0,---,0
108/12/27,---,---,---,---,0,0,---,0
108/12/30,---,---,---,---,0,0,---,0
108/12/31,---,---,---,---,0,0,---,0
109/01/02,---,---,---,---,0,0,---,0
109/01/03,---,---,---,---,0,0,---,0
109/01/06,---,---,---,---,0,0,---,0
109/01/07,---,---,---,---,0,0,---,0
109/01/08,---,---,---,---,0,0,---,0
109/01/09,---,---,---,---,0,0,---,0
109/01/10,---,---,---,---,0,0,---,0
109/01/13,---,---,---,---,0,0,---,0
109/01/14,---,---,---,---,0,0,---,0
109/01/15,---,---,---,---,0,0,---,0
109/01/16,---,---,---,---,0,0,---,0
109/01/17,---,---,---,---,0,0,---,0
109/01/20,---,---,---,---,0,0,---,0
109/01/30,---,---,---,---,0,0,---,0
109/01/31,---,---,---,---,0,0,---,0
109/02/03,---,---,---,---,0,0,---,0
109/02/04,---,---,---,---,0,0,---,0
109/02/05,---,---,---,---,0,0,---,0
109/02/06,---,---,---,---,0,0,---,0
109/02/07,---,---,---,---,0,0,---,0
109/02/10,---,---,---,---,0,0,---,0
109/02/11,---,---,---,---,0,0,---,0
109/02/12,---,---,---,---,0,0,---,0
109/02/13,---,---,---,---,0,0,---,0
109/02/14,---,---,---,---,0,0,---,0
109/02/17,---,---,---,---,0,0,---,0
109/02/18,---,---,---,---,0,0,---,0
109/02/19,---,---,---,---,0,0,---,0
109/02/20,---,---,---,---,0,0,---,0
109/02/21,---,---,---,---,0,0,---,0
109/02/24,---,---,---,---,0,0,---,0
109/02/25,---,---,---,---,0,0,---,0
109/02/26,---,---,---,---,0,0,---,0
