109/01/14,0.72,0.72,0.72,0.72,2000,1440,0.00,1
109/01/15,---,---,---,---,0,0,---,0
109/01/16,---,---,---,---,0,0,---,0
109/01/17,---,---,---,---,0,0,---,0
109/01/20,---,---,---,---,0,0,---,0
109/01/30,---,---,---,---,0,0,---,0
109/01/31,---,---,---,---,0,0,---,0
109/02/03,---,---,---,---,0,0,---,0
109/02/04,---,---,---,---,0,0,---,0
109/02/05,---,---,---,---,0,0,---,0
109/02/06,---,---,---,---,0,0,---,0
109/02/07,---,---,---,---,0,0,---,0
109/02/10,0.33,0.33,0.33,0.33,30000,9900,+0.03,1
109/02/11,0.41,0.41,0.41,0.41,30000,12300,+0.08,1
109/02/12,0.59,0.59,0.59,0.59,5000,2950,+0.18,1
109/02/13,0.73,0.84,0.67,0.68,713000,552160,+0.09,19
109/02/14,0.63,0.66,0.61,0.66,187000,117670,-0.02,9
109/02/17,0.77,0.86,0.69,0.69,544000,398840,+0.03,17
109/02/18,0.71,0.73,0.67,0.67,420000,302650,-0.02,13
109/02/19,---,---,---,---,0,0,---,0
109/02/20,0.64,0.65,0.62,0.62,78000,49970,-0.01,4
109/02/21,0.62,0.62,0.51,0.51,148000,86850,-0.11,8
109/02/24,0.51,0.51,0.51,0.51,5000,2550,0.00,1
109/02/25,0.51,0.51,0.50,0.51,30000,15200,0.00,4
109/02/26,0.52,0.52,0.52,0.52,70000,36400,+0.01,3
109/02/27,0.49,0.49,0.39,0.39,90000,41600,-0.13,3
109/03/02,0.34,0.34,0.34,0.34,25000,8500,-0.05,1
109/03/03,---,---,---,---,0,0,---,0
109/03/04,0.40,0.40,0.40,0.40,7000,2800,-0.03,1
109/03/05,---,---,---,---,0,0,---,0
109/03/06,0.41,0.42,0.41,0.42,31000,12910,-0.01,4
109/03/09,0.36,0.36,0.36,0.36,39000,14040,-0.06,1
109/03/10,0.26,0.26,0.26,0.26,49000,12740,-0.10,2
109/03/11,0.30,0.30,0.29,0.29,90000,26300,+0.03,2
109/03/12,0.26,0.26,0.26,0.26,30000,7800,-0.03,1
109/03/13,0.23,0.23,0.23,0.23,20000,4600,-0.03,2
109/03/16,---,---,---,---,0,0,---,0
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,---,---,---,---,0,0,---,0
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,0.30,0.30,0.30,0.30,30000,9000,+0.08,3
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
