109/02/26,0.98,1.02,0.98,1.02,123000,121500,-0.05,5
109/02/27,1.03,1.12,1.03,1.12,365000,392790,+0.10,12
109/03/02,1.17,1.17,1.10,1.10,208000,233660,-0.02,10
109/03/03,---,---,---,---,0,0,---,0
109/03/04,1.10,1.10,1.10,1.10,5000,5500,+0.01,1
109/03/05,1.02,1.04,1.02,1.04,35000,35800,-0.06,2
109/03/06,1.08,1.09,1.08,1.09,23000,24870,+0.05,2
109/03/09,1.18,1.18,1.18,1.18,8000,9440,+0.09,1
109/03/10,1.30,1.38,1.30,1.38,31000,42700,+0.20,4
109/03/11,1.36,1.36,1.36,1.36,10000,13600,-0.02,1
109/03/12,1.52,1.52,1.39,1.39,45000,65700,+0.03,5
109/03/13,1.71,1.74,1.55,1.55,39000,66030,+0.16,6
109/03/16,---,---,---,---,0,0,---,0
109/03/17,1.84,1.90,1.81,1.88,97000,180890,+0.11,12
109/03/18,1.82,1.88,1.82,1.88,31000,58220,0.00,3
109/03/19,1.88,2.10,1.88,1.99,87000,173700,+0.11,9
109/03/20,1.65,1.65,1.61,1.61,65000,106130,-0.38,4
109/03/23,1.66,1.66,1.66,1.66,4000,6640,+0.05,1
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,1.49,1.49,1.48,1.48,102000,151460,-0.18,2
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,1.98,1.98,1.98,1.98,10000,19800,+0.06,1
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,1.77,1.87,1.77,1.87,11000,19570,-0.08,2
109/05/04,1.31,1.31,1.31,1.31,1000,1310,-0.56,1
109/05/05,1.70,1.70,1.70,1.70,1000,1700,+0.39,1
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,---,---,---,---,0,0,---,0
109/05/15,1.83,1.90,1.83,1.90,2000,3730,+0.14,2
109/05/18,1.75,1.77,1.75,1.77,2000,3520,-0.13,2
109/05/19,---,---,---,---,0,0,---,0
109/05/20,---,---,---,---,0,0,---,0
109/05/21,---,---,---,---,0,0,---,0
109/05/22,---,---,---,---,0,0,---,0
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,---,---,---,---,0,0,---,0
109/05/29,---,---,---,---,0,0,---,0
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,---,---,---,---,0,0,---,0
109/06/04,---,---,---,---,0,0,---,0
109/06/05,---,---,---,---,0,0,---,0
