108/11/26,3.06,3.06,3.06,3.06,9000,27540,-0.25,2
108/11/27,2.98,3.21,2.98,3.17,200000,631940,+0.11,18
108/11/28,3.17,3.28,3.15,3.15,155000,500910,-0.02,22
108/11/29,---,---,---,---,0,0,---,0
108/12/02,---,---,---,---,0,0,---,0
108/12/03,---,---,---,---,0,0,---,0
108/12/04,2.74,2.85,2.74,2.85,78000,216970,+0.11,5
108/12/05,2.90,3.06,2.88,3.02,216000,642990,+0.17,26
108/12/06,3.13,3.15,2.99,3.02,118000,363170,0.00,28
108/12/09,---,---,---,---,0,0,---,0
108/12/10,3.01,3.01,3.01,3.01,15000,45150,-0.01,1
108/12/11,2.97,2.97,2.80,2.80,42000,121040,-0.21,3
108/12/12,2.73,2.75,2.65,2.67,28000,76150,-0.13,5
108/12/13,2.55,2.57,2.03,2.03,18000,44490,-0.64,4
108/12/16,2.02,2.06,2.02,2.06,18000,36680,+0.03,3
108/12/17,1.99,1.99,1.99,1.99,20000,39800,-0.07,1
108/12/18,---,---,---,---,0,0,---,0
108/12/19,---,---,---,---,0,0,---,0
108/12/20,2.04,2.04,2.03,2.03,42000,85600,+0.11,3
108/12/23,2.06,2.06,2.03,2.03,25000,51350,0.00,3
108/12/24,1.87,1.87,1.87,1.87,50000,93500,-0.16,2
108/12/25,1.84,1.86,1.84,1.86,50000,92960,-0.01,2
108/12/26,1.80,1.80,1.76,1.76,7000,12400,-0.10,2
108/12/27,1.76,1.76,1.75,1.76,26000,45640,0.00,5
108/12/30,1.64,1.64,1.55,1.55,57000,88620,-0.21,3
108/12/31,1.64,1.69,1.64,1.69,111000,187080,+0.14,6
109/01/02,1.69,1.76,1.67,1.73,107000,183810,+0.04,10
109/01/03,1.69,1.69,1.69,1.69,4000,6760,-0.04,1
109/01/06,---,---,---,---,0,0,---,0
109/01/07,1.58,1.58,1.58,1.58,37000,58460,+0.01,3
109/01/08,1.58,1.58,1.56,1.56,37000,58330,-0.02,3
109/01/09,---,---,---,---,0,0,---,0
109/01/10,1.39,1.39,1.39,1.39,4000,5560,-0.02,1
109/01/13,1.44,1.44,1.44,1.44,4000,5760,+0.05,1
109/01/14,1.45,1.45,1.45,1.45,150000,217500,+0.01,2
109/01/15,1.42,1.50,1.40,1.50,151000,217400,+0.05,11
109/01/16,1.36,1.36,1.32,1.32,31000,40960,-0.18,2
109/01/17,1.07,1.07,1.07,1.07,27000,28890,-0.25,1
109/01/20,1.00,1.00,1.00,1.00,27000,27000,-0.07,1
109/01/30,---,---,---,---,0,0,---,0
109/01/31,0.38,0.38,0.38,0.38,7000,2660,-0.08,1
109/02/03,0.21,0.21,0.21,0.21,499000,104790,-0.17,3
109/02/04,0.34,0.38,0.33,0.38,1088000,387890,+0.17,9
