109/05/13,---,---,---,---,0,0,---,0
109/05/14,---,---,---,---,0,0,---,0
109/05/15,2.26,2.26,2.26,2.26,10000,22600,-0.03,1
109/05/18,2.24,2.31,2.24,2.31,11000,24710,+0.05,2
109/05/19,---,---,---,---,0,0,---,0
109/05/20,2.26,2.31,2.26,2.30,203000,465780,+0.02,5
109/05/21,2.22,2.22,2.19,2.19,151000,331220,-0.11,3
109/05/22,2.07,2.20,2.07,2.20,52000,107980,+0.01,3
109/05/25,2.20,2.28,2.20,2.23,99000,222910,+0.03,3
109/05/26,2.14,2.16,2.11,2.12,129000,275180,-0.11,6
109/05/27,2.06,2.16,2.06,2.16,85000,181190,+0.04,4
109/05/28,2.11,2.15,2.06,2.15,171000,360650,-0.01,7
109/05/29,2.06,2.10,2.06,2.10,81000,168100,-0.05,6
109/06/01,2.13,2.13,2.12,2.12,52000,110260,+0.02,2
109/06/02,2.11,2.11,2.11,2.11,2000,4220,-0.01,1
109/06/03,1.81,1.81,1.71,1.71,29000,49790,-0.40,3
109/06/04,1.67,1.76,1.63,1.76,43000,72910,+0.05,3
109/06/05,1.76,1.77,1.76,1.77,150000,265360,+0.01,3
109/06/08,1.76,1.77,1.76,1.77,138000,242900,0.00,2
109/06/09,1.89,1.95,1.89,1.94,362000,694720,+0.17,16
109/06/10,1.89,1.97,1.86,1.97,295000,559800,+0.03,12
109/06/11,1.93,2.06,1.91,2.06,221000,434560,+0.09,13
109/06/12,2.30,2.36,2.22,2.24,245000,569220,+0.18,10
109/06/15,2.12,2.15,2.04,2.15,170000,357290,-0.09,12
109/06/16,2.05,2.11,2.05,2.09,53000,110260,-0.06,5
109/06/17,2.04,2.04,1.98,1.98,52000,104360,-0.11,4
109/06/18,---,---,---,---,0,0,---,0
109/06/19,1.80,1.80,1.80,1.80,2000,3600,-0.14,1
109/06/22,1.84,1.84,1.84,1.84,7000,12880,+0.04,2
109/06/23,1.89,1.89,1.89,1.89,27000,51030,+0.05,2
109/06/24,1.90,1.99,1.90,1.99,147000,288900,+0.10,4
109/06/29,1.97,1.98,1.93,1.98,180000,352580,-0.01,8
109/06/30,1.93,1.93,1.90,1.90,60000,115000,-0.08,3
109/07/01,---,---,---,---,0,0,---,0
109/07/02,---,---,---,---,0,0,---,0
109/07/03,1.74,1.79,1.74,1.79,77000,134380,+0.05,2
109/07/06,1.81,1.81,1.81,1.81,193000,349330,+0.02,5
109/07/07,1.75,1.77,1.71,1.77,467000,810950,-0.04,18
109/07/08,1.77,1.83,1.77,1.81,637000,1145610,+0.04,16
109/07/09,1.76,1.79,1.76,1.77,200000,354500,-0.04,7
109/07/10,1.77,1.88,1.77,1.88,430000,800360,+0.11,7
109/07/13,1.84,1.92,1.84,1.92,449000,853300,+0.04,14
109/07/14,1.84,1.95,1.84,1.95,163000,306330,+0.03,11
109/07/15,1.82,1.93,1.82,1.91,524000,966090,-0.04,10
109/07/16,1.80,1.83,1.80,1.81,78000,141060,-0.10,6
109/07/17,1.78,1.78,1.78,1.78,10000,17800,-0.03,1
109/07/20,---,---,---,---,0,0,---,0
109/07/21,1.82,1.87,1.80,1.87,234000,429610,+0.01,9
109/07/22,1.84,1.96,1.84,1.95,385000,723310,+0.08,12
109/07/23,1.96,2.03,1.96,2.03,384000,763760,+0.08,10
109/07/24,2.10,2.21,2.09,2.21,47000,99660,+0.18,4
109/07/27,2.25,2.62,2.25,2.62,396000,956060,+0.41,28
109/07/28,2.59,2.63,2.39,2.56,360000,898610,-0.06,21
109/07/29,2.41,2.42,2.16,2.16,104000,245060,-0.40,19
109/07/30,2.14,2.40,2.14,2.38,340000,774610,+0.22,18
109/07/31,2.43,2.54,2.38,2.48,308000,751040,+0.10,19
109/08/03,2.40,2.44,2.40,2.44,93000,224960,-0.04,6
109/08/04,2.33,2.33,2.32,2.32,58000,134610,-0.12,5
109/08/05,2.20,2.23,2.20,2.23,10000,22150,-0.09,2
109/08/06,2.15,2.33,2.15,2.33,119000,264140,+0.10,5
109/08/07,2.49,2.55,2.46,2.54,472000,1185120,+0.21,25
109/08/10,2.60,2.90,2.60,2.87,385000,1071540,+0.33,39
109/08/11,2.84,2.84,2.69,2.76,216000,594120,-0.11,16
109/08/12,2.70,2.87,2.70,2.82,331000,910070,+0.06,14
109/08/13,2.74,2.82,2.67,2.68,263000,720900,-0.14,9
109/08/14,2.76,2.83,2.75,2.78,122000,340340,+0.10,6
109/08/17,2.76,2.90,2.76,2.90,256000,724440,+0.12,16
109/08/18,3.05,3.15,2.97,3.03,232000,707710,+0.13,27
109/08/19,2.98,3.00,2.98,3.00,11000,32860,-0.03,2
109/08/20,3.11,3.15,3.05,3.05,109000,339690,+0.05,12
109/08/21,2.89,2.94,2.84,2.86,82000,238140,-0.19,9
109/08/24,2.82,2.82,2.57,2.60,61000,161890,-0.26,11
109/08/25,2.64,2.77,2.64,2.74,41000,111970,+0.14,5
109/08/26,2.74,2.74,2.54,2.54,35000,90570,-0.20,6
109/08/27,2.40,2.55,2.40,2.55,80000,198800,+0.01,5
109/08/28,2.46,2.46,2.35,2.38,156000,376940,-0.17,7
109/08/31,2.40,2.40,2.40,2.40,5000,12000,+0.02,1
109/09/01,2.57,2.58,2.49,2.49,105000,269920,+0.09,7
109/09/02,2.50,2.51,2.48,2.48,129000,322990,-0.01,7
109/09/03,2.34,2.34,2.34,2.34,54000,126360,-0.14,3
109/09/04,2.46,2.53,2.46,2.50,115000,287230,+0.16,7
