103/12/11,--,--,--,--,0,0,,0
103/12/12,--,--,--,--,0,0,,0
103/12/15,3.45,3.45,3.45,3.45,2000,6900,X,2
103/12/16,--,--,--,--,0,0,,0
103/12/17,3.52,3.52,3.52,3.52,2000,7040,X,1
103/12/18,--,--,--,--,0,0,,0
103/12/19,--,--,--,--,0,0,,0
103/12/22,--,--,--,--,0,0,,0
103/12/23,--,--,--,--,0,0,,0
103/12/24,--,--,--,--,0,0,,0
103/12/25,--,--,--,--,0,0,,0
103/12/26,--,--,--,--,0,0,,0
103/12/27,--,--,--,--,0,0,,0
103/12/29,--,--,--,--,0,0,,0
103/12/30,--,--,--,--,0,0,,0
103/12/31,3.34,3.34,3.34,3.34,10000,33400,X,1
104/01/05,--,--,--,--,0,0,,0
104/01/06,3.29,3.29,3.29,3.29,5000,16450,X,1
104/01/07,--,--,--,--,0,0,,0
104/01/08,--,--,--,--,0,0,,0
104/01/09,--,--,--,--,0,0,,0
104/01/12,--,--,--,--,0,0,,0
104/01/13,--,--,--,--,0,0,,0
104/01/14,--,--,--,--,0,0,,0
104/01/15,--,--,--,--,0,0,,0
104/01/16,--,--,--,--,0,0,,0
104/01/19,--,--,--,--,0,0,,0
104/01/20,--,--,--,--,0,0,,0
104/01/21,--,--,--,--,0,0,,0
104/01/22,3.66,3.66,3.66,3.66,1000,3660,X,1
104/01/23,--,--,--,--,0,0,,0
104/01/26,3.56,3.57,3.52,3.57,17000,60490,X,3
104/01/27,3.61,3.62,3.59,3.62,6000,21630,0.05,3
104/01/28,3.60,3.60,3.60,3.60,3000,10800,-0.02,1
104/01/29,3.60,3.66,3.60,3.66,2000,7260,0.06,2
104/01/30,3.66,3.66,3.66,3.66,1000,3660,,1
104/02/02,3.62,3.64,3.62,3.64,36000,130980,-0.02,2
104/02/03,3.68,3.70,3.63,3.63,69000,254360,-0.01,3
104/02/04,3.65,3.65,3.65,3.65,32000,116800,0.02,1
104/02/05,3.63,3.63,3.63,3.63,3000,10890,-0.02,1
104/02/06,3.58,3.58,3.58,3.58,3000,10740,-0.05,1
104/02/09,3.58,3.58,3.56,3.56,3000,10700,-0.02,2
104/02/10,3.44,3.44,3.41,3.41,7000,24050,-0.15,7
104/02/11,3.46,3.46,3.46,3.46,29000,100340,0.05,1
104/02/12,3.46,3.46,3.36,3.36,37000,126060,-0.10,4
104/02/13,3.48,3.50,3.48,3.50,2000,6980,0.14,2
104/02/24,3.50,3.50,3.50,3.50,1000,3500,,1
104/02/25,--,--,--,--,0,0,,0
104/02/26,3.49,3.49,3.49,3.49,7000,24430,X,2
104/03/02,3.49,3.49,3.49,3.49,1000,3490,,1
104/03/03,3.54,3.54,3.54,3.54,1000,3540,0.05,1
104/03/04,3.66,3.79,3.66,3.78,173000,647230,0.24,15
104/03/05,3.81,3.81,3.72,3.72,152000,573650,-0.06,5
104/03/06,3.90,4.06,3.90,4.06,87000,347260,0.34,16
104/03/09,3.97,4.06,3.96,4.01,132000,529180,-0.05,12
104/03/10,4.10,4.15,4.07,4.09,177000,729900,0.08,15
104/03/11,3.95,4.14,3.95,4.14,252000,1019170,0.05,13
104/03/12,4.26,4.36,4.20,4.20,142000,609440,0.06,11
104/03/13,--,--,--,--,0,0,,0
104/03/16,4.21,4.27,4.21,4.27,96000,406440,X,5
104/03/17,4.20,4.22,4.10,4.10,104000,436800,-0.17,6
104/03/18,4.14,4.14,4.14,4.14,91000,376740,0.04,3
104/03/19,4.15,4.23,4.13,4.23,211000,882090,0.09,10
104/03/20,4.27,4.27,4.10,4.10,220000,919100,-0.13,11
104/03/23,4.00,4.00,3.90,3.90,11000,43000,-0.20,3
104/03/24,3.90,3.90,3.90,3.90,7000,27300,,1
104/03/25,3.90,3.90,3.90,3.90,5000,19500,,1
104/03/26,3.92,3.92,3.90,3.90,107000,419300,,3
104/03/27,3.91,3.91,3.91,3.91,2000,7820,0.01,1
104/03/30,3.94,4.06,3.94,4.06,99000,395180,0.15,6
104/03/31,4.12,4.12,4.00,4.00,97000,393640,-0.06,2
104/04/01,3.77,3.77,3.77,3.77,8000,30160,-0.23,1
104/04/02,3.77,3.77,3.77,3.77,101000,380770,,2
104/04/07,3.89,3.99,3.89,3.98,56000,220090,0.21,7
104/04/08,4.05,4.05,4.00,4.01,50000,200680,0.03,6
104/04/09,4.05,4.05,4.01,4.04,14000,56630,0.03,3
104/04/10,--,--,--,--,0,0,,0
104/04/13,--,--,--,--,0,0,,0
104/04/14,3.95,4.01,3.95,4.01,81000,323180,X,7
104/04/15,4.02,4.02,3.94,3.94,84000,335610,-0.07,5
104/04/16,3.94,4.01,3.94,4.01,50000,199450,0.07,4
104/04/17,4.01,4.01,3.89,3.91,57000,226570,-0.10,5
104/04/20,3.90,3.90,3.90,3.90,1000,3900,-0.01,1
104/04/21,3.73,3.73,3.71,3.71,19000,70710,-0.19,3
104/04/22,--,--,--,--,0,0,,0
104/04/23,3.78,3.80,3.73,3.75,130000,488630,X,13
104/04/24,3.78,3.78,3.65,3.70,32000,118150,-0.05,9
