107/10/05,1.06,1.06,1.06,1.06,1000,1060,-0.25,1
107/10/08,1.09,1.10,1.09,1.10,3000,3290,+0.04,2
107/10/09,0.96,0.96,0.96,0.96,2000,1920,-0.14,1
107/10/11,---,---,---,---,0,0,---,0
107/10/12,0.82,0.82,0.82,0.82,1000,820,+0.11,1
107/10/15,0.85,0.89,0.85,0.89,21000,18650,+0.07,2
107/10/16,0.93,0.93,0.93,0.93,20000,18600,+0.04,1
107/10/17,0.94,0.94,0.94,0.94,2000,1880,+0.01,1
107/10/18,0.92,0.92,0.92,0.92,2000,1840,-0.02,1
107/10/19,0.89,0.89,0.89,0.89,1000,890,-0.03,1
107/10/22,0.91,0.91,0.91,0.91,1000,910,+0.02,1
107/10/23,---,---,---,---,0,0,---,0
107/10/24,0.86,0.91,0.86,0.91,285000,246950,+0.05,6
107/10/25,0.82,0.89,0.81,0.86,436000,372470,-0.05,10
107/10/26,0.87,0.87,0.79,0.79,151000,123450,-0.07,3
107/10/29,---,---,---,---,0,0,---,0
107/10/30,0.79,0.79,0.79,0.79,200000,158000,0.00,4
107/10/31,0.89,0.89,0.85,0.85,200000,174000,+0.06,2
107/11/01,---,---,---,---,0,0,---,0
107/11/02,---,---,---,---,0,0,---,0
107/11/05,---,---,---,---,0,0,---,0
107/11/06,---,---,---,---,0,0,---,0
107/11/07,---,---,---,---,0,0,---,0
107/11/08,0.98,0.98,0.98,0.98,92000,90160,+0.16,1
107/11/09,1.12,1.12,1.12,1.12,92000,103040,+0.14,1
107/11/12,---,---,---,---,0,0,---,0
107/11/13,---,---,---,---,0,0,---,0
107/11/14,---,---,---,---,0,0,---,0
107/11/15,---,---,---,---,0,0,---,0
107/11/16,1.13,1.13,1.13,1.13,6000,6780,+0.05,1
107/11/19,1.31,1.31,1.28,1.28,79000,103190,+0.15,2
107/11/20,1.39,1.53,1.35,1.53,422000,589400,+0.25,13
107/11/21,1.48,1.51,1.46,1.51,306000,457170,-0.02,4
107/11/22,1.45,1.45,1.45,1.45,11000,15950,-0.06,1
107/11/23,1.47,1.47,1.47,1.47,20000,29400,+0.02,1
107/11/26,---,---,---,---,0,0,---,0
107/11/27,---,---,---,---,0,0,---,0
107/11/28,1.47,1.47,1.47,1.47,20000,29400,+0.04,1
107/11/29,1.48,1.64,1.48,1.64,55000,83800,+0.17,5
107/11/30,1.55,1.55,1.49,1.49,32000,48840,-0.15,4
107/12/03,1.62,1.65,1.60,1.60,236000,379870,+0.11,5
107/12/04,1.59,1.59,1.55,1.56,380000,593420,-0.04,8
107/12/05,1.48,1.57,1.48,1.57,267000,411980,+0.01,5
107/12/06,1.52,1.52,1.42,1.44,562000,811770,-0.13,6
107/12/07,1.55,1.59,1.54,1.57,506000,787400,+0.13,7
107/12/10,1.50,1.66,1.47,1.66,422000,662340,+0.09,11
107/12/11,1.55,1.58,1.52,1.52,345000,537620,-0.14,9
107/12/12,1.57,1.62,1.57,1.58,540000,861430,+0.06,5
107/12/13,1.41,1.41,1.40,1.40,200000,280500,-0.18,3
107/12/14,1.36,1.41,1.36,1.36,254000,348490,-0.04,4
107/12/17,1.40,1.41,1.39,1.41,453000,635710,+0.05,4
107/12/18,---,---,---,---,0,0,---,0
107/12/19,---,---,---,---,0,0,---,0
107/12/20,1.21,1.21,1.13,1.16,254000,305050,-0.11,4
107/12/21,1.10,1.11,1.08,1.08,86000,94580,-0.08,3
107/12/22,1.04,1.08,1.04,1.08,92000,97120,0.00,5
107/12/24,1.15,1.19,1.15,1.18,184000,211930,+0.10,7
107/12/25,1.14,1.15,1.14,1.15,160000,183900,-0.03,2
107/12/26,1.14,1.19,1.14,1.14,122000,139130,-0.01,3
107/12/27,1.13,1.13,1.12,1.12,260000,292690,-0.02,2
107/12/28,1.10,1.10,1.07,1.07,159000,174600,-0.05,2
108/01/02,1.12,1.12,1.12,1.12,10000,11200,+0.05,1
108/01/03,1.11,1.11,1.11,1.11,81000,89910,-0.01,1
108/01/04,1.04,1.04,0.91,0.94,187000,188730,-0.17,4
108/01/07,0.97,0.97,0.97,0.97,100000,97000,+0.03,2
108/01/08,0.94,1.10,0.94,1.10,743000,757590,+0.13,12
108/01/09,1.24,1.36,1.21,1.31,449000,571510,+0.21,9
108/01/10,1.28,1.31,1.28,1.31,1108000,1425480,0.00,12
108/01/11,1.33,1.33,1.27,1.29,515000,663240,-0.02,8
108/01/14,1.27,1.32,1.27,1.29,431000,563540,0.00,7
108/01/15,1.31,1.47,1.31,1.47,159000,219500,+0.18,15
108/01/16,1.34,1.37,1.31,1.35,353000,471770,-0.12,13
108/01/17,1.36,1.36,1.28,1.28,799000,1050750,-0.07,6
108/01/18,1.31,1.36,1.28,1.28,467000,620220,0.00,12
108/01/21,1.24,1.30,1.23,1.30,50000,63410,+0.02,9
108/01/22,1.37,1.43,1.27,1.29,674000,935650,-0.01,8
108/01/23,1.22,1.25,1.20,1.25,545000,660440,-0.04,6
108/01/24,1.30,1.33,1.30,1.33,62000,80990,+0.08,3
108/01/25,1.30,1.33,1.30,1.33,735000,976470,0.00,4
108/01/28,1.31,1.31,1.27,1.27,203000,261810,-0.06,3
108/01/29,1.26,1.26,1.26,1.26,103000,129780,-0.01,1
108/01/30,1.35,1.35,1.35,1.35,1000,1350,+0.09,1
108/02/11,1.43,1.43,1.34,1.34,20000,27700,-0.01,2
108/02/12,1.35,1.35,1.35,1.35,4000,5400,+0.01,1
108/02/13,1.46,1.46,1.46,1.46,10000,14600,+0.11,1
108/02/14,1.53,1.53,1.53,1.53,10000,15300,+0.07,1
108/02/15,1.48,1.48,1.48,1.48,10000,14800,-0.05,1
108/02/18,1.39,1.39,1.39,1.39,10000,13900,-0.09,1
108/02/19,---,---,---,---,0,0,---,0
108/02/20,---,---,---,---,0,0,---,0
108/02/21,---,---,---,---,0,0,---,0
108/02/22,---,---,---,---,0,0,---,0
108/02/25,---,---,---,---,0,0,---,0
108/02/26,---,---,---,---,0,0,---,0
108/02/27,---,---,---,---,0,0,---,0
108/03/04,---,---,---,---,0,0,---,0
108/03/05,---,---,---,---,0,0,---,0
108/03/06,---,---,---,---,0,0,---,0
