108/04/25,1.24,1.24,1.24,1.24,3000,3720,0.00,1
108/04/26,1.19,1.19,1.19,1.19,3000,3570,-0.05,1
108/04/29,---,---,---,---,0,0,---,0
108/04/30,---,---,---,---,0,0,---,0
108/05/02,---,---,---,---,0,0,---,0
108/05/03,---,---,---,---,0,0,---,0
108/05/06,0.92,0.92,0.87,0.87,35000,31750,-0.23,3
108/05/07,0.94,1.01,0.94,1.00,76000,74030,+0.13,5
108/05/08,0.93,0.97,0.91,0.97,93000,87030,-0.03,4
108/05/09,---,---,---,---,0,0,---,0
108/05/10,0.93,0.93,0.93,0.93,3000,2790,0.00,1
108/05/13,---,---,---,---,0,0,---,0
108/05/14,---,---,---,---,0,0,---,0
108/05/15,---,---,---,---,0,0,---,0
108/05/16,0.69,0.69,0.69,0.69,10000,6900,-0.11,1
108/05/17,0.71,0.71,0.63,0.63,30000,20400,-0.06,4
108/05/20,0.67,0.70,0.67,0.70,110000,76700,+0.07,2
108/05/21,0.67,0.68,0.63,0.68,140000,91400,-0.02,13
108/05/22,0.74,0.87,0.74,0.87,240000,180700,+0.19,6
108/05/23,0.77,0.78,0.74,0.77,210000,159900,-0.10,13
108/05/24,---,---,---,---,0,0,---,0
108/05/27,---,---,---,---,0,0,---,0
108/05/28,---,---,---,---,0,0,---,0
108/05/29,---,---,---,---,0,0,---,0
108/05/30,---,---,---,---,0,0,---,0
108/05/31,0.97,0.98,0.92,0.92,210000,204400,+0.03,4
108/06/03,0.88,0.88,0.82,0.82,210000,178900,-0.10,12
108/06/04,---,---,---,---,0,0,---,0
108/06/05,0.84,0.84,0.84,0.84,5000,4200,-0.01,1
108/06/06,0.80,0.80,0.80,0.80,12000,9600,-0.04,1
108/06/10,0.77,0.78,0.77,0.78,22000,17040,-0.02,2
108/06/11,0.79,0.79,0.79,0.79,24000,18960,+0.01,1
108/06/12,---,---,---,---,0,0,---,0
108/06/13,0.74,0.74,0.74,0.74,10000,7400,-0.02,1
108/06/14,---,---,---,---,0,0,---,0
108/06/17,---,---,---,---,0,0,---,0
108/06/18,---,---,---,---,0,0,---,0
108/06/19,0.63,0.63,0.63,0.63,157000,98910,+0.05,2
108/06/20,0.68,0.71,0.68,0.70,157000,110660,+0.07,6
108/06/21,0.81,0.81,0.81,0.81,5000,4050,+0.11,1
108/06/24,0.77,0.77,0.77,0.77,5000,3850,-0.04,1
108/06/25,---,---,---,---,0,0,---,0
108/06/26,---,---,---,---,0,0,---,0
108/06/27,0.80,0.80,0.79,0.79,124000,98960,+0.05,2
108/06/28,0.80,0.86,0.79,0.86,546000,445030,+0.07,17
108/07/01,0.92,0.97,0.86,0.97,947000,844230,+0.11,42
108/07/02,0.93,1.00,0.92,0.92,529000,491330,-0.05,17
