107/11/23,0.97,1.02,0.97,1.02,6000,5870,0.00,2
107/11/26,1.01,1.01,0.98,0.98,41000,40690,-0.04,6
107/11/27,---,---,---,---,0,0,---,0
107/11/28,0.99,1.03,0.99,1.03,86000,86820,+0.03,5
107/11/29,1.04,1.04,1.03,1.04,70000,72700,+0.01,3
107/11/30,1.01,1.01,1.00,1.00,100000,100600,-0.04,8
107/12/03,1.04,1.11,1.04,1.11,132000,140120,+0.11,5
107/12/04,1.07,1.07,1.06,1.07,110000,117600,-0.04,5
107/12/05,0.98,0.98,0.98,0.98,30000,29400,-0.09,3
107/12/06,1.01,1.01,0.86,0.86,74000,68180,-0.12,5
107/12/07,0.89,0.89,0.89,0.89,48000,42720,+0.03,1
107/12/10,0.85,0.85,0.82,0.82,50000,42440,-0.07,2
107/12/11,---,---,---,---,0,0,---,0
107/12/12,0.86,0.88,0.86,0.88,3000,2620,+0.06,2
107/12/13,0.87,0.87,0.87,0.87,1000,870,-0.01,1
107/12/14,0.83,0.92,0.83,0.92,111000,99770,+0.05,6
107/12/17,0.88,0.92,0.86,0.92,151000,132860,0.00,8
107/12/18,0.91,0.92,0.87,0.87,91000,82270,-0.05,4
107/12/19,0.88,0.88,0.84,0.84,77000,65360,-0.03,4
107/12/20,0.82,0.82,0.79,0.79,7000,5680,-0.05,2
107/12/21,0.70,0.72,0.70,0.72,3000,2120,-0.07,2
107/12/22,0.75,0.78,0.75,0.78,3000,2310,+0.06,2
107/12/24,---,---,---,---,0,0,---,0
107/12/25,0.74,0.74,0.74,0.74,10000,7400,-0.04,1
107/12/26,0.64,0.64,0.64,0.64,4000,2560,-0.10,1
107/12/27,---,---,---,---,0,0,---,0
107/12/28,0.69,0.69,0.69,0.69,80000,55200,+0.04,2
108/01/02,0.71,0.71,0.68,0.68,80000,55900,-0.01,2
108/01/03,---,---,---,---,0,0,---,0
108/01/04,---,---,---,---,0,0,---,0
108/01/07,0.62,0.62,0.61,0.61,24000,14830,+0.04,2
108/01/08,0.61,0.70,0.61,0.70,140000,92990,+0.09,5
108/01/09,0.77,0.77,0.77,0.77,140000,107800,+0.07,3
108/01/10,0.72,0.72,0.71,0.71,41000,29210,-0.06,5
108/01/11,---,---,---,---,0,0,---,0
108/01/14,---,---,---,---,0,0,---,0
108/01/15,0.66,0.66,0.66,0.66,50000,33000,+0.02,1
108/01/16,0.66,0.78,0.66,0.78,301000,220260,+0.12,12
108/01/17,0.82,0.86,0.80,0.84,611000,505200,+0.06,27
108/01/18,0.72,0.73,0.72,0.72,296000,213830,-0.12,6
108/01/21,0.79,0.80,0.78,0.78,102000,81370,+0.06,8
108/01/22,0.76,0.76,0.73,0.74,146000,108140,-0.04,8
108/01/23,0.72,0.72,0.71,0.72,21000,15020,-0.02,3
108/01/24,0.75,0.75,0.71,0.71,58000,41820,-0.01,2
108/01/25,0.73,0.77,0.73,0.77,77000,56530,+0.06,5
108/01/28,0.78,0.78,0.76,0.76,37000,28660,-0.01,5
108/01/29,0.68,0.68,0.68,0.68,10000,6800,-0.08,1
108/01/30,---,---,---,---,0,0,---,0
108/02/11,0.68,0.68,0.68,0.68,10000,6800,0.00,1
108/02/12,0.73,0.76,0.73,0.76,184000,136680,+0.08,4
108/02/13,0.75,0.75,0.72,0.74,168000,123080,-0.02,7
108/02/14,0.75,0.78,0.75,0.78,130000,98400,+0.04,2
108/02/15,0.75,0.77,0.73,0.75,410000,306400,-0.03,15
108/02/18,0.76,0.86,0.76,0.84,806000,638500,+0.09,36
108/02/19,0.82,0.86,0.79,0.82,771000,634850,-0.02,34
108/02/20,0.85,0.85,0.81,0.84,525000,434680,+0.02,23
108/02/21,0.87,0.96,0.83,0.92,806000,714760,+0.08,36
108/02/22,0.85,0.87,0.82,0.82,419000,356390,-0.10,19
108/02/25,0.86,0.88,0.83,0.84,347000,296760,+0.02,10
108/02/26,0.80,0.80,0.77,0.77,426000,335840,-0.07,5
108/02/27,0.73,0.80,0.73,0.80,252000,196710,+0.03,7
108/03/04,0.85,0.86,0.82,0.83,136000,116030,+0.03,10
108/03/05,0.80,0.84,0.80,0.84,749000,616040,+0.01,12
108/03/06,0.82,0.87,0.80,0.87,1050000,862940,+0.03,18
108/03/07,0.84,0.88,0.79,0.82,892000,752200,-0.05,19
108/03/08,0.81,0.89,0.81,0.89,333000,283530,+0.07,16
108/03/11,0.86,0.89,0.84,0.84,362000,307740,-0.05,16
108/03/12,0.84,0.85,0.79,0.79,449000,372090,-0.05,17
108/03/13,0.79,0.79,0.78,0.78,48000,37510,-0.01,4
108/03/14,0.74,0.74,0.74,0.74,120000,88800,-0.04,3
108/03/15,---,---,---,---,0,0,---,0
108/03/18,0.72,0.78,0.72,0.78,118000,91020,+0.06,5
108/03/19,0.74,0.74,0.73,0.73,200000,147000,-0.05,2
108/03/20,0.75,0.75,0.73,0.73,100000,74200,0.00,3
108/03/21,---,---,---,---,0,0,---,0
108/03/22,0.69,0.69,0.64,0.64,274000,181780,-0.07,8
108/03/25,0.54,0.57,0.53,0.55,203000,113830,-0.09,7
108/03/26,0.57,0.64,0.57,0.64,37000,21520,+0.09,3
108/03/27,---,---,---,---,0,0,---,0
108/03/28,---,---,---,---,0,0,---,0
108/03/29,---,---,---,---,0,0,---,0
108/04/01,0.61,0.61,0.60,0.60,273000,165300,-0.01,7
108/04/02,0.61,0.62,0.56,0.56,563000,333930,-0.04,12
108/04/03,0.57,0.61,0.57,0.61,340000,200900,+0.05,10
108/04/08,0.60,0.64,0.60,0.64,580000,361000,+0.03,7
108/04/09,0.64,0.71,0.64,0.65,591000,398710,+0.01,12
108/04/10,0.58,0.59,0.58,0.58,491000,287060,-0.07,16
108/04/11,---,---,---,---,0,0,---,0
108/04/12,---,---,---,---,0,0,---,0
108/04/15,---,---,---,---,0,0,---,0
108/04/16,---,---,---,---,0,0,---,0
108/04/17,0.51,0.51,0.51,0.51,200000,102000,+0.02,2
108/04/18,0.48,0.48,0.43,0.43,230000,106800,-0.08,7
108/04/19,---,---,---,---,0,0,---,0
108/04/22,0.45,0.46,0.45,0.46,103000,46450,+0.03,5
108/04/23,0.42,0.42,0.40,0.40,13000,5320,-0.06,2
108/04/24,0.39,0.39,0.38,0.38,97000,37670,-0.02,10
108/04/25,0.35,0.35,0.35,0.35,10000,3500,-0.03,2
108/04/26,---,---,---,---,0,0,---,0
108/04/29,---,---,---,---,0,0,---,0
108/04/30,---,---,---,---,0,0,---,0
108/05/02,---,---,---,---,0,0,---,0
108/05/03,---,---,---,---,0,0,---,0
108/05/06,---,---,---,---,0,0,---,0
108/05/07,---,---,---,---,0,0,---,0
108/05/08,---,---,---,---,0,0,---,0
108/05/09,---,---,---,---,0,0,---,0
108/05/10,---,---,---,---,0,0,---,0
108/05/13,---,---,---,---,0,0,---,0
108/05/14,---,---,---,---,0,0,---,0
108/05/15,---,---,---,---,0,0,---,0
108/05/16,---,---,---,---,0,0,---,0
108/05/17,---,---,---,---,0,0,---,0
108/05/20,---,---,---,---,0,0,---,0
