107/12/14,1.36,1.36,1.36,1.36,5000,6800,-0.16,1
107/12/17,1.38,1.38,1.38,1.38,5000,6900,+0.02,1
107/12/18,---,---,---,---,0,0,---,0
107/12/19,1.46,1.46,1.46,1.46,1000,1460,+0.03,1
107/12/20,1.49,1.53,1.49,1.53,321000,483290,+0.07,6
107/12/21,1.48,1.52,1.43,1.43,594000,892460,-0.10,10
107/12/22,1.41,1.43,1.41,1.43,363000,513950,0.00,6
107/12/24,1.45,1.48,1.45,1.48,341000,498420,+0.05,9
107/12/25,1.47,1.48,1.47,1.48,252000,370460,0.00,4
107/12/26,---,---,---,---,0,0,---,0
107/12/27,1.44,1.44,1.44,1.44,2000,2880,-0.04,1
107/12/28,1.44,1.44,1.44,1.44,10000,14400,0.00,1
108/01/02,1.38,1.38,1.38,1.38,11000,15180,-0.06,2
108/01/03,1.23,1.23,1.23,1.23,3000,3690,-0.15,1
108/01/04,1.19,1.19,1.19,1.19,2000,2380,-0.04,1
108/01/07,1.08,1.08,1.07,1.07,100000,107600,-0.12,10
108/01/08,1.07,1.07,1.04,1.04,104000,108280,-0.03,2
108/01/09,---,---,---,---,0,0,---,0
108/01/10,1.08,1.08,1.01,1.06,30000,31940,-0.02,6
108/01/11,1.06,1.07,1.06,1.07,12000,12820,+0.01,2
108/01/14,1.05,1.05,1.05,1.05,1000,1050,-0.02,1
108/01/15,---,---,---,---,0,0,---,0
108/01/16,1.03,1.03,1.03,1.03,20000,20600,-0.02,3
108/01/17,1.05,1.05,1.05,1.05,13000,13650,+0.02,2
108/01/18,1.01,1.01,1.01,1.01,3000,3030,-0.04,1
108/01/21,0.96,0.96,0.96,0.96,9000,8640,-0.05,1
108/01/22,---,---,---,---,0,0,---,0
108/01/23,---,---,---,---,0,0,---,0
108/01/24,---,---,---,---,0,0,---,0
108/01/25,---,---,---,---,0,0,---,0
108/01/28,---,---,---,---,0,0,---,0
108/01/29,---,---,---,---,0,0,---,0
108/01/30,---,---,---,---,0,0,---,0
108/02/11,---,---,---,---,0,0,---,0
108/02/12,0.70,0.70,0.70,0.70,10000,7000,0.00,1
