107/11/14,1.39,1.45,1.39,1.45,208000,294330,-0.14,15
107/11/15,1.46,1.49,1.43,1.43,73000,106650,-0.02,8
107/11/16,1.38,1.39,1.38,1.38,35000,48500,-0.05,3
107/11/19,1.34,1.34,1.32,1.32,215000,285700,-0.06,3
107/11/20,1.35,1.35,1.28,1.29,51000,66940,-0.03,5
107/11/21,1.31,1.34,1.26,1.26,360000,476170,-0.03,10
107/11/22,1.24,1.25,1.19,1.23,343000,415150,-0.03,7
107/11/23,1.20,1.26,1.20,1.26,240000,294020,+0.03,22
107/11/26,1.19,1.19,1.17,1.19,102000,121170,-0.07,8
107/11/27,---,---,---,---,0,0,---,0
107/11/28,---,---,---,---,0,0,---,0
107/11/29,0.97,0.97,0.97,0.97,52000,50440,-0.04,1
107/11/30,0.95,0.95,0.92,0.92,53000,50320,-0.05,2
107/12/03,0.80,0.81,0.80,0.80,52000,42000,-0.12,4
107/12/04,0.78,0.83,0.78,0.83,52000,40760,+0.03,3
107/12/05,---,---,---,---,0,0,---,0
107/12/06,0.99,1.07,0.99,1.05,83000,83530,+0.12,3
107/12/07,0.98,0.99,0.98,0.99,112000,110270,-0.06,2
107/12/10,1.06,1.06,1.06,1.06,51000,54060,+0.07,1
107/12/11,0.98,0.98,0.98,0.98,10000,9800,-0.08,1
107/12/12,---,---,---,---,0,0,---,0
107/12/13,---,---,---,---,0,0,---,0
107/12/14,0.95,0.95,0.95,0.95,20000,19000,+0.04,2
107/12/17,---,---,---,---,0,0,---,0
107/12/18,---,---,---,---,0,0,---,0
107/12/19,---,---,---,---,0,0,---,0
107/12/20,---,---,---,---,0,0,---,0
107/12/21,1.00,1.00,1.00,1.00,5000,5000,+0.07,1
107/12/22,---,---,---,---,0,0,---,0
107/12/24,---,---,---,---,0,0,---,0
107/12/25,---,---,---,---,0,0,---,0
107/12/26,0.87,0.90,0.87,0.90,27000,23550,+0.06,2
107/12/27,0.84,0.84,0.84,0.84,20000,16800,-0.06,1
107/12/28,---,---,---,---,0,0,---,0
108/01/02,---,---,---,---,0,0,---,0
108/01/03,---,---,---,---,0,0,---,0
108/01/04,0.89,0.89,0.89,0.89,3000,2670,0.00,1
108/01/07,0.84,0.84,0.83,0.83,8000,6690,-0.06,2
108/01/08,---,---,---,---,0,0,---,0
108/01/09,---,---,---,---,0,0,---,0
108/01/10,0.75,0.75,0.75,0.75,20000,15000,-0.05,1
108/01/11,---,---,---,---,0,0,---,0
108/01/14,---,---,---,---,0,0,---,0
108/01/15,---,---,---,---,0,0,---,0
108/01/16,0.66,0.72,0.66,0.72,133000,94030,+0.03,5
108/01/17,0.70,0.70,0.70,0.70,100000,70000,-0.02,1
108/01/18,0.66,0.66,0.66,0.66,70000,46200,-0.04,1
108/01/21,0.57,0.57,0.57,0.57,25000,14250,-0.09,1
108/01/22,0.57,0.57,0.54,0.54,67000,37270,-0.03,3
108/01/23,0.54,0.54,0.51,0.52,72000,37920,-0.02,5
108/01/24,0.50,0.51,0.48,0.48,90000,44300,-0.04,5
108/01/25,0.44,0.44,0.38,0.39,45000,18500,-0.09,4
108/01/28,---,---,---,---,0,0,---,0
108/01/29,---,---,---,---,0,0,---,0
108/01/30,0.38,0.38,0.38,0.38,30000,11400,-0.02,1
108/02/11,---,---,---,---,0,0,---,0
108/02/12,0.22,0.22,0.22,0.22,25000,5500,-0.08,1
108/02/13,0.21,0.21,0.21,0.21,20000,4200,-0.01,1
108/02/14,---,---,---,---,0,0,---,0
108/02/15,---,---,---,---,0,0,---,0
108/02/18,---,---,---,---,0,0,---,0
108/02/19,---,---,---,---,0,0,---,0
108/02/20,0.19,0.19,0.19,0.19,60000,11400,-0.02,1
108/02/21,---,---,---,---,0,0,---,0
108/02/22,---,---,---,---,0,0,---,0
108/02/25,---,---,---,---,0,0,---,0
108/02/26,---,---,---,---,0,0,---,0
108/02/27,---,---,---,---,0,0,---,0
108/03/04,---,---,---,---,0,0,---,0
108/03/05,---,---,---,---,0,0,---,0
108/03/06,---,---,---,---,0,0,---,0
