108/04/18,2.12,2.12,2.06,2.06,24000,49980,+0.02,3
108/04/19,---,---,---,---,0,0,---,0
108/04/22,---,---,---,---,0,0,---,0
108/04/23,1.96,1.96,1.96,1.96,4000,7840,0.00,1
108/04/24,2.00,2.04,2.00,2.04,53000,106200,+0.08,3
108/04/25,1.95,1.99,1.95,1.99,61000,119420,-0.05,6
108/04/26,2.26,2.26,2.14,2.15,21000,45800,+0.16,11
108/04/29,2.17,2.17,2.00,2.03,50000,104750,-0.12,8
108/04/30,1.96,1.96,1.96,1.96,2000,3920,-0.07,1
108/05/02,1.97,1.97,1.95,1.95,5000,9790,-0.01,3
108/05/03,---,---,---,---,0,0,---,0
108/05/06,1.95,1.95,1.95,1.95,2000,3900,0.00,1
108/05/07,1.94,1.94,1.94,1.94,5000,9700,-0.01,1
108/05/08,1.87,1.87,1.87,1.87,5000,9350,-0.07,1
108/05/09,---,---,---,---,0,0,---,0
108/05/10,---,---,---,---,0,0,---,0
108/05/13,---,---,---,---,0,0,---,0
108/05/14,---,---,---,---,0,0,---,0
108/05/15,1.55,1.55,1.55,1.55,100000,155000,+0.02,2
108/05/16,1.53,1.56,1.53,1.56,100000,154500,+0.01,3
108/05/17,1.52,1.52,1.52,1.52,98000,148960,-0.04,1
108/05/20,---,---,---,---,0,0,---,0
108/05/21,1.55,1.55,1.55,1.55,98000,151900,+0.03,1
108/05/22,---,---,---,---,0,0,---,0
108/05/23,---,---,---,---,0,0,---,0
108/05/24,---,---,---,---,0,0,---,0
108/05/27,---,---,---,---,0,0,---,0
108/05/28,---,---,---,---,0,0,---,0
108/05/29,---,---,---,---,0,0,---,0
108/05/30,1.41,1.41,1.41,1.41,2000,2820,+0.02,1
108/05/31,---,---,---,---,0,0,---,0
108/06/03,---,---,---,---,0,0,---,0
108/06/04,---,---,---,---,0,0,---,0
108/06/05,---,---,---,---,0,0,---,0
108/06/06,1.37,1.37,1.37,1.37,2000,2740,0.00,1
108/06/10,---,---,---,---,0,0,---,0
108/06/11,---,---,---,---,0,0,---,0
108/06/12,---,---,---,---,0,0,---,0
108/06/13,1.37,1.37,1.37,1.37,2000,2740,-0.01,1
108/06/14,---,---,---,---,0,0,---,0
108/06/17,1.41,1.41,1.39,1.39,26000,36300,+0.02,4
108/06/18,1.40,1.40,1.35,1.35,53000,72000,-0.04,5
108/06/19,1.36,1.37,1.36,1.36,223000,304380,+0.01,10
108/06/20,1.37,1.44,1.37,1.44,87000,122820,+0.08,10
108/06/21,1.43,1.43,1.42,1.43,271000,385320,-0.01,6
108/06/24,1.40,1.40,1.40,1.40,10000,14000,-0.03,1
108/06/25,1.37,1.37,1.36,1.36,14000,19060,-0.04,5
108/06/26,1.36,1.36,1.36,1.36,1000,1360,0.00,1
108/06/27,1.38,1.38,1.37,1.37,11000,15170,+0.01,2
108/06/28,---,---,---,---,0,0,---,0
108/07/01,1.40,1.40,1.40,1.40,10000,14000,+0.05,1
108/07/02,1.41,1.41,1.41,1.41,10000,14100,+0.01,1
108/07/03,---,---,---,---,0,0,---,0
108/07/04,1.47,1.49,1.47,1.49,46000,68420,+0.10,3
108/07/05,1.54,1.63,1.54,1.59,116000,185520,+0.10,10
108/07/08,1.64,1.67,1.59,1.62,468000,764900,+0.03,32
