108/05/15,2.31,2.31,2.31,2.31,2000,4620,+0.07,1
108/05/16,2.52,2.53,2.52,2.53,39000,98470,+0.22,2
108/05/17,2.46,2.53,2.46,2.53,39000,97340,0.00,2
108/05/20,2.83,2.83,2.82,2.82,12000,33940,+0.29,3
108/05/21,---,---,---,---,0,0,---,0
108/05/22,---,---,---,---,0,0,---,0
108/05/23,---,---,---,---,0,0,---,0
108/05/24,---,---,---,---,0,0,---,0
108/05/27,2.79,2.79,2.79,2.79,10000,27900,+0.01,1
108/05/28,2.82,2.84,2.80,2.84,50000,141000,+0.05,3
108/05/29,2.92,2.93,2.90,2.92,60000,175050,+0.08,8
108/05/30,---,---,---,---,0,0,---,0
108/05/31,---,---,---,---,0,0,---,0
108/06/03,2.67,2.73,2.67,2.73,28000,75760,+0.06,4
108/06/04,2.69,2.73,2.69,2.73,62000,168940,0.00,2
108/06/05,2.63,2.63,2.63,2.63,54000,142020,-0.10,1
108/06/06,2.79,2.85,2.79,2.85,44000,123940,+0.22,5
108/06/10,2.71,2.71,2.58,2.58,36000,95070,-0.27,3
108/06/11,2.51,2.51,2.51,2.51,17000,42670,-0.07,1
108/06/12,---,---,---,---,0,0,---,0
108/06/13,2.43,2.47,2.43,2.47,37000,91190,+0.04,2
108/06/14,2.42,2.42,2.42,2.42,32000,77440,-0.05,1
108/06/17,2.38,2.40,2.35,2.37,28000,66390,-0.05,4
108/06/18,2.41,2.42,2.40,2.41,83000,199930,+0.04,5
108/06/19,2.36,2.39,2.36,2.39,92000,218450,-0.02,3
108/06/20,2.30,2.30,2.30,2.30,67000,154100,-0.09,1
108/06/21,---,---,---,---,0,0,---,0
108/06/24,2.28,2.28,2.28,2.28,78000,177840,-0.04,2
108/06/25,2.26,2.47,2.26,2.47,192000,442030,+0.19,5
108/06/26,2.45,2.45,2.37,2.37,133000,323370,-0.10,3
108/06/27,2.29,2.29,2.29,2.29,24000,54960,-0.08,1
108/06/28,2.20,2.20,2.17,2.17,25000,54850,-0.12,2
108/07/01,2.00,2.00,2.00,2.00,20000,40000,-0.17,1
108/07/02,1.91,1.91,1.85,1.85,94000,177620,-0.15,3
108/07/03,1.76,1.77,1.74,1.77,114000,200220,-0.08,3
108/07/04,1.67,1.69,1.67,1.69,40000,67200,-0.08,2
108/07/05,---,---,---,---,0,0,---,0
108/07/08,---,---,---,---,0,0,---,0
108/07/09,1.61,1.61,1.61,1.61,20000,32200,+0.04,1
108/07/10,1.47,1.47,1.47,1.47,40000,58800,-0.14,1
108/07/11,1.38,1.40,1.38,1.40,129000,178880,-0.07,3
108/07/12,1.26,1.27,1.26,1.27,169000,213630,-0.13,3
108/07/15,1.14,1.15,1.14,1.15,209000,238780,-0.12,4
108/07/16,0.98,1.00,0.98,1.00,210000,207390,-0.15,5
108/07/17,0.98,0.98,0.98,0.98,30000,29400,-0.02,1
108/07/18,0.94,0.98,0.94,0.98,70000,67100,0.00,3
108/07/19,0.95,0.95,0.95,0.95,30000,28500,-0.03,1
108/07/22,---,---,---,---,0,0,---,0
108/07/23,---,---,---,---,0,0,---,0
108/07/24,---,---,---,---,0,0,---,0
108/07/25,---,---,---,---,0,0,---,0
108/07/26,---,---,---,---,0,0,---,0
108/07/29,0.78,0.78,0.78,0.78,30000,23400,-0.02,1
108/07/30,0.82,0.93,0.82,0.93,188000,168900,+0.15,4
108/07/31,0.88,0.89,0.88,0.89,158000,139120,-0.04,3
108/08/01,0.78,0.78,0.78,0.78,400000,312000,-0.11,3
108/08/02,0.88,0.93,0.88,0.92,730000,662840,+0.14,7
108/08/05,0.92,0.95,0.92,0.94,381000,358000,+0.02,4
108/08/06,1.15,1.15,1.07,1.07,760000,817180,+0.13,5
108/08/07,1.00,1.26,1.00,1.26,297000,342280,+0.19,5
108/08/08,1.41,1.41,1.33,1.36,433000,594620,+0.10,12
108/08/12,1.48,1.48,1.45,1.45,158000,232400,+0.09,3
108/08/13,1.33,1.38,1.33,1.38,112000,153960,-0.07,3
108/08/14,1.32,1.32,1.32,1.32,100000,132000,-0.06,2
108/08/15,1.43,1.45,1.43,1.43,187000,268190,+0.11,5
108/08/16,1.42,1.49,1.42,1.49,138000,196310,+0.06,4
108/08/19,1.18,1.18,1.11,1.13,350000,411600,-0.36,7
108/08/20,1.07,1.14,1.07,1.14,7000,7630,+0.01,2
108/08/21,1.08,1.08,1.08,1.08,22000,23760,-0.06,2
108/08/22,1.09,1.09,1.09,1.09,10000,10900,+0.01,1
108/08/23,1.05,1.10,1.05,1.10,20000,21500,+0.01,2
108/08/26,1.24,1.35,1.24,1.35,121000,155970,+0.25,6
108/08/27,1.27,1.29,1.27,1.29,118000,150140,-0.06,4
108/08/28,1.18,1.18,1.11,1.11,34000,38890,-0.18,5
108/08/29,1.09,1.09,1.09,1.09,9000,9810,-0.02,1
108/08/30,1.00,1.00,1.00,1.00,6000,6000,-0.09,1
108/09/02,---,---,---,---,0,0,---,0
108/09/03,---,---,---,---,0,0,---,0
108/09/04,---,---,---,---,0,0,---,0
108/09/05,---,---,---,---,0,0,---,0
108/09/06,0.74,0.74,0.74,0.74,86000,63640,-0.05,1
108/09/09,0.70,0.70,0.69,0.69,235000,163010,-0.05,2
108/09/10,0.66,0.74,0.66,0.73,378000,262420,+0.04,5
108/09/11,0.68,0.70,0.68,0.68,179000,121780,-0.05,3
108/09/12,0.60,0.62,0.60,0.62,182000,110550,-0.06,3
108/09/16,0.68,0.68,0.68,0.68,50000,34000,+0.06,1
108/09/17,---,---,---,---,0,0,---,0
108/09/18,---,---,---,---,0,0,---,0
108/09/19,---,---,---,---,0,0,---,0
108/09/20,---,---,---,---,0,0,---,0
108/09/23,---,---,---,---,0,0,---,0
108/09/24,---,---,---,---,0,0,---,0
108/09/25,0.40,0.40,0.40,0.40,30000,12000,-0.02,1
108/09/26,0.34,0.34,0.34,0.34,30000,10200,-0.06,1
108/09/27,---,---,---,---,0,0,---,0
108/10/01,---,---,---,---,0,0,---,0
108/10/02,---,---,---,---,0,0,---,0
108/10/03,---,---,---,---,0,0,---,0
108/10/04,---,---,---,---,0,0,---,0
108/10/07,---,---,---,---,0,0,---,0
108/10/08,---,---,---,---,0,0,---,0
108/10/09,0.21,0.21,0.21,0.21,40000,8400,+0.01,1
108/10/14,0.09,0.09,0.09,0.09,40000,3600,-0.12,1
108/10/15,---,---,---,---,0,0,---,0
108/10/16,---,---,---,---,0,0,---,0
108/10/17,---,---,---,---,0,0,---,0
108/10/18,---,---,---,---,0,0,---,0
108/10/21,---,---,---,---,0,0,---,0
108/10/22,---,---,---,---,0,0,---,0
108/10/23,---,---,---,---,0,0,---,0
108/10/24,---,---,---,---,0,0,---,0
108/10/25,---,---,---,---,0,0,---,0
108/10/28,---,---,---,---,0,0,---,0
108/10/29,---,---,---,---,0,0,---,0
108/10/30,---,---,---,---,0,0,---,0
108/10/31,---,---,---,---,0,0,---,0
108/11/01,---,---,---,---,0,0,---,0
108/11/04,---,---,---,---,0,0,---,0
108/11/05,---,---,---,---,0,0,---,0
108/11/06,---,---,---,---,0,0,---,0
108/11/07,---,---,---,---,0,0,---,0
108/11/08,---,---,---,---,0,0,---,0
108/11/11,---,---,---,---,0,0,---,0
108/11/12,---,---,---,---,0,0,---,0
