108/02/13,2.17,2.33,2.17,2.33,44000,97480,+0.18,5
108/02/14,2.21,2.32,2.21,2.30,56000,125770,-0.03,7
108/02/15,2.27,2.27,2.23,2.23,12000,27190,-0.07,6
108/02/18,---,---,---,---,0,0,---,0
108/02/19,2.12,2.12,2.12,2.12,7000,14840,+0.05,1
108/02/20,2.04,2.04,2.04,2.04,7000,14280,-0.08,1
108/02/21,2.10,2.27,2.10,2.27,240000,523220,+0.23,7
108/02/22,2.24,2.30,2.16,2.30,298000,659590,+0.03,22
108/02/25,2.37,2.42,2.33,2.42,79000,187880,+0.12,9
108/02/26,---,---,---,---,0,0,---,0
108/02/27,---,---,---,---,0,0,---,0
108/03/04,2.15,2.15,2.15,2.15,47000,101050,0.00,3
108/03/05,2.12,2.12,2.08,2.11,46000,96910,-0.04,6
108/03/06,---,---,---,---,0,0,---,0
108/03/07,2.07,2.07,2.07,2.07,1000,2070,+0.03,1
108/03/08,---,---,---,---,0,0,---,0
108/03/11,---,---,---,---,0,0,---,0
108/03/12,2.05,2.05,2.05,2.05,1000,2050,+0.07,1
108/03/13,2.01,2.01,2.01,2.01,1000,2010,-0.04,1
108/03/14,1.96,2.07,1.96,2.02,321000,645730,+0.01,14
108/03/15,2.09,2.10,1.97,1.97,300000,613380,-0.05,22
108/03/18,---,---,---,---,0,0,---,0
108/03/19,1.94,1.96,1.94,1.96,78000,151900,+0.02,4
108/03/20,2.00,2.08,1.96,2.08,144000,293570,+0.12,9
108/03/21,2.16,2.16,2.07,2.09,155000,329290,+0.01,10
108/03/22,2.02,2.02,2.02,2.02,5000,10100,-0.07,1
108/03/25,2.02,2.03,1.92,1.92,58000,117020,-0.10,4
108/03/26,2.05,2.18,2.01,2.14,290000,613860,+0.22,24
108/03/27,2.17,2.22,2.14,2.22,369000,802310,+0.08,25
108/03/28,2.41,2.55,2.29,2.29,392000,946640,+0.07,36
108/03/29,2.30,2.30,2.17,2.20,191000,426100,-0.09,17
108/04/01,2.27,2.31,2.23,2.23,19000,43030,+0.03,4
108/04/02,2.26,2.30,2.26,2.30,71000,163100,+0.07,3
108/04/03,2.37,2.37,2.28,2.28,71000,166670,-0.02,9
108/04/08,2.27,2.27,2.27,2.27,2000,4540,-0.01,1
108/04/09,2.35,2.37,2.35,2.37,7000,16490,+0.10,2
108/04/10,2.34,2.34,2.34,2.34,2000,4680,-0.03,1
108/04/11,2.16,2.16,2.16,2.16,2000,4320,-0.18,1
108/04/12,2.05,2.05,2.05,2.05,2000,4100,-0.11,1
108/04/15,2.11,2.14,2.11,2.12,59000,124620,+0.07,3
108/04/16,2.07,2.16,2.07,2.08,59000,125720,-0.04,10
108/04/17,2.17,2.17,2.17,2.17,3000,6510,+0.09,1
108/04/18,2.19,2.26,2.18,2.26,6000,13330,+0.09,5
108/04/19,2.16,2.35,2.16,2.32,163000,376700,+0.06,12
108/04/22,2.29,2.31,2.25,2.25,141000,323100,-0.07,13
108/04/23,2.08,2.10,2.08,2.10,2000,4180,-0.15,2
108/04/24,2.12,2.12,2.12,2.12,1000,2120,+0.02,1
108/04/25,---,---,---,---,0,0,---,0
108/04/26,---,---,---,---,0,0,---,0
108/04/29,---,---,---,---,0,0,---,0
108/04/30,---,---,---,---,0,0,---,0
108/05/02,---,---,---,---,0,0,---,0
108/05/03,---,---,---,---,0,0,---,0
108/05/06,---,---,---,---,0,0,---,0
108/05/07,---,---,---,---,0,0,---,0
108/05/08,1.03,1.03,1.03,1.03,15000,15450,-0.12,1
108/05/09,1.04,1.04,1.04,1.04,15000,15600,+0.01,1
108/05/10,---,---,---,---,0,0,---,0
108/05/13,---,---,---,---,0,0,---,0
108/05/14,---,---,---,---,0,0,---,0
108/05/15,0.75,0.75,0.75,0.75,100000,75000,+0.07,1
108/05/16,0.72,0.74,0.72,0.72,100000,72500,-0.03,5
108/05/17,---,---,---,---,0,0,---,0
108/05/20,---,---,---,---,0,0,---,0
108/05/21,---,---,---,---,0,0,---,0
108/05/22,0.63,0.63,0.63,0.63,100000,63000,+0.06,1
108/05/23,0.57,0.57,0.57,0.57,100000,57000,-0.06,3
108/05/24,0.70,0.70,0.70,0.70,100000,70000,+0.13,1
108/05/27,0.65,0.65,0.65,0.65,100000,65000,-0.05,1
108/05/28,---,---,---,---,0,0,---,0
108/05/29,---,---,---,---,0,0,---,0
108/05/30,---,---,---,---,0,0,---,0
108/05/31,---,---,---,---,0,0,---,0
108/06/03,---,---,---,---,0,0,---,0
108/06/04,---,---,---,---,0,0,---,0
108/06/05,---,---,---,---,0,0,---,0
108/06/06,---,---,---,---,0,0,---,0
108/06/10,---,---,---,---,0,0,---,0
108/06/11,---,---,---,---,0,0,---,0
108/06/12,---,---,---,---,0,0,---,0
108/06/13,---,---,---,---,0,0,---,0
108/06/14,0.69,0.69,0.69,0.69,100000,69000,+0.12,1
108/06/17,0.55,0.55,0.55,0.55,100000,55000,-0.14,1
108/06/18,---,---,---,---,0,0,---,0
108/06/19,0.61,0.63,0.61,0.63,434000,271420,+0.05,2
108/06/20,0.62,0.64,0.62,0.64,434000,277560,+0.01,3
108/06/21,---,---,---,---,0,0,---,0
108/06/24,---,---,---,---,0,0,---,0
108/06/25,---,---,---,---,0,0,---,0
108/06/26,---,---,---,---,0,0,---,0
108/06/27,0.64,0.65,0.64,0.65,200000,129000,+0.02,2
108/06/28,0.63,0.63,0.60,0.60,200000,121300,-0.05,4
108/07/01,---,---,---,---,0,0,---,0
108/07/02,0.70,0.70,0.70,0.70,80000,56000,+0.02,1
108/07/03,0.73,0.73,0.72,0.73,203000,147190,+0.03,3
108/07/04,0.72,0.75,0.72,0.75,160000,117600,+0.02,2
108/07/05,---,---,---,---,0,0,---,0
108/07/08,0.72,0.76,0.72,0.76,180000,133600,+0.01,2
108/07/09,0.75,0.75,0.75,0.75,100000,75000,-0.01,1
108/07/10,0.67,0.67,0.67,0.67,200000,134000,-0.08,2
108/07/11,0.69,0.69,0.69,0.69,200000,138000,+0.02,3
108/07/12,0.76,0.77,0.74,0.77,210000,159400,+0.08,12
108/07/15,0.79,0.79,0.75,0.75,260000,201550,-0.02,13
108/07/16,0.73,0.75,0.72,0.73,567000,415590,-0.02,16
108/07/17,0.72,0.72,0.68,0.68,619000,422740,-0.05,17
