107/08/27,1.05,1.08,1.05,1.05,154000,164830,0.00,6
107/08/28,1.08,1.08,1.04,1.04,168000,180410,-0.01,5
107/08/29,0.99,1.06,0.99,1.06,135000,141780,+0.02,4
107/08/30,1.09,1.11,1.09,1.11,253000,278080,+0.05,8
107/08/31,0.99,0.99,0.98,0.99,106000,104930,-0.12,4
107/09/03,0.88,0.88,0.88,0.88,5000,4400,-0.11,1
107/09/04,0.93,0.93,0.93,0.93,250000,232500,+0.05,4
107/09/05,0.89,0.93,0.89,0.93,304000,272720,0.00,4
107/09/06,0.88,0.92,0.88,0.92,174000,157370,-0.01,3
107/09/07,0.95,0.95,0.79,0.79,125000,117950,-0.13,3
107/09/10,---,---,---,---,0,0,---,0
107/09/11,0.91,0.91,0.45,0.47,22000,10580,0.00,4
107/09/12,0.41,0.41,0.37,0.37,11000,4370,-0.10,3
107/09/13,---,---,---,---,0,0,---,0
107/09/14,0.40,0.79,0.40,0.79,288000,137120,+0.42,5
107/09/17,0.56,0.58,0.56,0.58,327000,184590,-0.21,4
107/09/18,0.50,0.56,0.48,0.56,265000,134700,-0.02,7
107/09/19,0.62,0.62,0.61,0.61,9000,5540,+0.05,2
107/09/20,0.57,0.58,0.56,0.57,139000,79180,-0.04,6
107/09/21,0.59,0.75,0.59,0.75,86000,54030,+0.18,6
107/09/25,0.77,0.84,0.77,0.80,160000,129900,+0.05,4
107/09/26,0.62,0.67,0.62,0.67,71000,44520,-0.13,4
107/09/27,0.69,0.69,0.69,0.69,10000,6900,+0.02,1
107/09/28,---,---,---,---,0,0,---,0
107/10/01,0.70,0.70,0.70,0.70,72000,50400,+0.05,2
107/10/02,0.67,0.67,0.67,0.67,72000,48240,-0.03,2
107/10/03,0.56,0.56,0.56,0.56,1000,560,-0.11,1
107/10/04,---,---,---,---,0,0,---,0
107/10/05,---,---,---,---,0,0,---,0
107/10/08,---,---,---,---,0,0,---,0
107/10/09,---,---,---,---,0,0,---,0
107/10/11,---,---,---,---,0,0,---,0
107/10/12,---,---,---,---,0,0,---,0
107/10/15,---,---,---,---,0,0,---,0
107/10/16,---,---,---,---,0,0,---,0
107/10/17,---,---,---,---,0,0,---,0
107/10/18,---,---,---,---,0,0,---,0
107/10/19,0.22,0.22,0.22,0.22,50000,11000,-0.06,1
107/10/22,---,---,---,---,0,0,---,0
107/10/23,---,---,---,---,0,0,---,0
107/10/24,---,---,---,---,0,0,---,0
107/10/25,---,---,---,---,0,0,---,0
107/10/26,---,---,---,---,0,0,---,0
107/10/29,---,---,---,---,0,0,---,0
107/10/30,---,---,---,---,0,0,---,0
107/10/31,0.14,0.14,0.14,0.14,2000,280,+0.05,1
107/11/01,---,---,---,---,0,0,---,0
107/11/02,---,---,---,---,0,0,---,0
107/11/05,---,---,---,---,0,0,---,0
107/11/06,---,---,---,---,0,0,---,0
107/11/07,---,---,---,---,0,0,---,0
107/11/08,---,---,---,---,0,0,---,0
107/11/09,---,---,---,---,0,0,---,0
107/11/12,---,---,---,---,0,0,---,0
107/11/13,---,---,---,---,0,0,---,0
107/11/14,---,---,---,---,0,0,---,0
107/11/15,---,---,---,---,0,0,---,0
107/11/16,---,---,---,---,0,0,---,0
107/11/19,---,---,---,---,0,0,---,0
107/11/20,---,---,---,---,0,0,---,0
107/11/21,0.38,0.41,0.38,0.41,30000,11800,+0.10,3
107/11/22,0.42,0.42,0.42,0.42,20000,8400,+0.01,1
107/11/23,---,---,---,---,0,0,---,0
107/11/26,---,---,---,---,0,0,---,0
107/11/27,0.39,0.39,0.39,0.39,10000,3900,+0.02,1
107/11/28,---,---,---,---,0,0,---,0
107/11/29,---,---,---,---,0,0,---,0
107/11/30,---,---,---,---,0,0,---,0
107/12/03,---,---,---,---,0,0,---,0
107/12/04,0.55,0.56,0.55,0.56,4000,2220,-0.10,2
107/12/05,0.45,0.47,0.45,0.47,12000,5460,-0.09,6
107/12/06,0.47,0.47,0.31,0.31,19000,7470,-0.16,4
107/12/07,0.38,0.38,0.34,0.34,35000,12280,+0.03,3
107/12/10,0.26,0.26,0.25,0.25,282000,70800,-0.09,4
107/12/11,0.24,0.24,0.24,0.24,250000,60000,-0.01,1
107/12/12,---,---,---,---,0,0,---,0
107/12/13,---,---,---,---,0,0,---,0
107/12/14,0.19,0.19,0.19,0.19,2000,380,-0.05,1
107/12/17,---,---,---,---,0,0,---,0
107/12/18,---,---,---,---,0,0,---,0
107/12/19,---,---,---,---,0,0,---,0
107/12/20,---,---,---,---,0,0,---,0
107/12/21,---,---,---,---,0,0,---,0
107/12/22,---,---,---,---,0,0,---,0
107/12/24,---,---,---,---,0,0,---,0
107/12/25,---,---,---,---,0,0,---,0
107/12/26,---,---,---,---,0,0,---,0
107/12/27,---,---,---,---,0,0,---,0
107/12/28,---,---,---,---,0,0,---,0
108/01/02,---,---,---,---,0,0,---,0
108/01/03,---,---,---,---,0,0,---,0
108/01/04,---,---,---,---,0,0,---,0
