108/04/03,1.89,1.89,1.89,1.89,2000,3780,0.00,1
108/04/08,---,---,---,---,0,0,---,0
108/04/09,1.92,1.97,1.92,1.97,57000,109790,+0.08,3
108/04/10,1.90,1.95,1.90,1.95,67000,130400,-0.02,4
108/04/11,1.83,1.83,1.78,1.78,17000,30510,-0.17,2
108/04/12,---,---,---,---,0,0,---,0
108/04/15,---,---,---,---,0,0,---,0
108/04/16,1.75,1.75,1.74,1.74,15000,26200,0.00,2
108/04/17,---,---,---,---,0,0,---,0
108/04/18,1.85,1.86,1.85,1.86,92000,170700,+0.05,3
108/04/19,1.83,1.95,1.83,1.92,108000,204530,+0.06,10
108/04/22,1.91,1.91,1.87,1.87,24000,45440,-0.05,2
108/04/23,---,---,---,---,0,0,---,0
108/04/24,---,---,---,---,0,0,---,0
108/04/25,---,---,---,---,0,0,---,0
108/04/26,---,---,---,---,0,0,---,0
108/04/29,1.66,1.66,1.56,1.56,55000,88100,-0.11,5
108/04/30,---,---,---,---,0,0,---,0
108/05/02,---,---,---,---,0,0,---,0
108/05/03,1.19,1.19,1.19,1.19,30000,35700,-0.02,1
108/05/06,1.05,1.05,1.05,1.05,25000,26250,-0.14,1
108/05/07,---,---,---,---,0,0,---,0
108/05/08,0.91,0.92,0.91,0.92,50000,45750,-0.10,2
108/05/09,---,---,---,---,0,0,---,0
108/05/10,0.81,0.81,0.81,0.81,100000,81000,0.00,1
108/05/13,0.72,0.72,0.67,0.67,160000,112100,-0.14,12
108/05/14,0.64,0.64,0.64,0.64,110000,70400,-0.03,2
108/05/15,0.68,0.68,0.68,0.68,110000,74800,+0.04,3
108/05/16,0.69,0.69,0.69,0.69,30000,20700,+0.01,1
108/05/17,0.61,0.61,0.61,0.61,30000,18300,-0.08,1
108/05/20,---,---,---,---,0,0,---,0
108/05/21,0.55,0.55,0.55,0.55,30000,16500,-0.05,1
108/05/22,0.59,0.62,0.59,0.62,140000,85900,+0.07,3
108/05/23,0.57,0.57,0.56,0.57,110000,62600,-0.05,4
108/05/24,0.65,0.65,0.65,0.65,30000,19500,+0.08,1
108/05/27,---,---,---,---,0,0,---,0
108/05/28,---,---,---,---,0,0,---,0
108/05/29,0.59,0.59,0.59,0.59,30000,17700,-0.04,1
108/05/30,---,---,---,---,0,0,---,0
108/05/31,---,---,---,---,0,0,---,0
108/06/03,---,---,---,---,0,0,---,0
108/06/04,---,---,---,---,0,0,---,0
108/06/05,---,---,---,---,0,0,---,0
108/06/06,---,---,---,---,0,0,---,0
108/06/10,---,---,---,---,0,0,---,0
108/06/11,---,---,---,---,0,0,---,0
108/06/12,---,---,---,---,0,0,---,0
108/06/13,0.61,0.61,0.61,0.61,100000,61000,+0.03,1
108/06/14,0.67,0.71,0.66,0.66,340000,234900,+0.05,10
108/06/17,0.63,0.63,0.62,0.63,200000,125000,-0.03,3
108/06/18,---,---,---,---,0,0,---,0
108/06/19,0.65,0.65,0.65,0.65,40000,26000,+0.02,1
108/06/20,---,---,---,---,0,0,---,0
108/06/21,---,---,---,---,0,0,---,0
108/06/24,0.69,0.69,0.69,0.69,110000,75900,+0.01,2
108/06/25,0.70,0.70,0.69,0.69,110000,76000,0.00,2
108/06/26,---,---,---,---,0,0,---,0
108/06/27,0.71,0.71,0.71,0.71,100000,71000,+0.02,1
108/06/28,0.69,0.69,0.69,0.69,100000,69000,-0.02,1
108/07/01,---,---,---,---,0,0,---,0
108/07/02,---,---,---,---,0,0,---,0
108/07/03,---,---,---,---,0,0,---,0
108/07/04,---,---,---,---,0,0,---,0
108/07/05,---,---,---,---,0,0,---,0
108/07/08,0.85,0.85,0.85,0.85,100000,85000,0.00,1
108/07/09,0.84,0.84,0.84,0.84,100000,84000,-0.01,1
108/07/10,---,---,---,---,0,0,---,0
108/07/11,0.81,0.84,0.81,0.84,218000,179940,+0.07,3
108/07/12,0.88,0.89,0.86,0.87,335000,292270,+0.03,16
108/07/15,0.91,0.91,0.88,0.88,217000,194830,+0.01,9
108/07/16,0.89,0.89,0.86,0.87,366000,318600,-0.01,13
108/07/17,0.86,0.86,0.81,0.81,393000,329280,-0.06,19
