108/05/29,1.93,1.95,1.93,1.95,30000,58400,+0.15,5
108/05/30,---,---,---,---,0,0,---,0
108/05/31,---,---,---,---,0,0,---,0
108/06/03,1.82,1.85,1.82,1.85,20000,36700,+0.05,3
108/06/04,1.86,1.86,1.84,1.84,10000,18560,-0.01,2
108/06/05,1.75,1.78,1.75,1.78,10000,17740,-0.06,2
108/06/06,1.91,1.92,1.91,1.92,42000,80330,+0.14,5
108/06/10,1.78,1.78,1.77,1.77,25000,44380,-0.15,2
108/06/11,---,---,---,---,0,0,---,0
108/06/12,---,---,---,---,0,0,---,0
108/06/13,1.70,1.70,1.69,1.69,10000,16950,-0.01,2
108/06/14,1.72,1.72,1.72,1.72,12000,20640,+0.03,1
108/06/17,1.68,1.68,1.67,1.67,10000,16750,-0.05,2
108/06/18,1.68,1.68,1.68,1.68,15000,25200,+0.01,2
108/06/19,---,---,---,---,0,0,---,0
108/06/20,---,---,---,---,0,0,---,0
108/06/21,1.61,1.64,1.61,1.64,154000,248540,0.00,5
108/06/24,1.61,1.63,1.61,1.63,154000,248340,-0.01,4
108/06/25,1.63,1.72,1.63,1.72,109000,182620,+0.09,3
108/06/26,1.73,1.73,1.72,1.72,109000,187570,0.00,2
108/06/27,---,---,---,---,0,0,---,0
108/06/28,1.57,1.58,1.57,1.58,18000,28370,-0.03,2
108/07/01,1.47,1.47,1.45,1.45,18000,26240,-0.13,2
108/07/02,---,---,---,---,0,0,---,0
108/07/03,1.43,1.44,1.43,1.44,22000,31580,+0.02,2
108/07/04,1.36,1.36,1.36,1.36,22000,29920,-0.08,1
108/07/05,---,---,---,---,0,0,---,0
108/07/08,---,---,---,---,0,0,---,0
108/07/09,---,---,---,---,0,0,---,0
108/07/10,---,---,---,---,0,0,---,0
108/07/11,---,---,---,---,0,0,---,0
108/07/12,---,---,---,---,0,0,---,0
108/07/15,---,---,---,---,0,0,---,0
108/07/16,---,---,---,---,0,0,---,0
108/07/17,---,---,---,---,0,0,---,0
108/07/18,---,---,---,---,0,0,---,0
108/07/19,---,---,---,---,0,0,---,0
108/07/22,---,---,---,---,0,0,---,0
108/07/23,---,---,---,---,0,0,---,0
108/07/24,---,---,---,---,0,0,---,0
108/07/25,---,---,---,---,0,0,---,0
108/07/26,---,---,---,---,0,0,---,0
108/07/29,1.07,1.07,1.07,1.07,12000,12840,+0.06,1
108/07/30,1.03,1.03,1.03,1.03,12000,12360,-0.04,1
108/07/31,---,---,---,---,0,0,---,0
108/08/01,---,---,---,---,0,0,---,0
108/08/02,---,---,---,---,0,0,---,0
108/08/05,1.16,1.16,1.16,1.16,11000,12760,+0.01,3
108/08/06,1.26,1.27,1.26,1.26,11000,13890,+0.10,3
108/08/07,1.23,1.35,1.23,1.35,310000,404700,+0.09,13
108/08/08,1.38,1.45,1.34,1.43,399000,563910,+0.08,13
108/08/12,1.46,1.46,1.40,1.40,229000,331720,-0.03,4
108/08/13,---,---,---,---,0,0,---,0
108/08/14,1.47,1.51,1.47,1.51,35000,52300,+0.11,3
108/08/15,1.63,1.63,1.59,1.59,120000,195000,+0.08,3
108/08/16,1.50,1.50,1.50,1.50,100000,150000,-0.09,2
108/08/19,1.33,1.33,1.31,1.31,35000,46250,-0.19,2
108/08/20,1.33,1.33,1.33,1.33,7000,9310,+0.02,1
108/08/21,1.30,1.30,1.28,1.29,10000,12970,-0.04,3
108/08/22,1.25,1.28,1.25,1.28,2000,2530,-0.01,2
108/08/23,---,---,---,---,0,0,---,0
108/08/26,1.44,1.47,1.44,1.47,21000,30840,+0.15,2
108/08/27,---,---,---,---,0,0,---,0
108/08/28,1.34,1.34,1.32,1.32,24000,32080,-0.08,2
108/08/29,---,---,---,---,0,0,---,0
108/08/30,---,---,---,---,0,0,---,0
108/09/02,---,---,---,---,0,0,---,0
108/09/03,---,---,---,---,0,0,---,0
108/09/04,---,---,---,---,0,0,---,0
108/09/05,---,---,---,---,0,0,---,0
108/09/06,---,---,---,---,0,0,---,0
108/09/09,1.04,1.04,1.04,1.04,30000,31200,-0.06,1
108/09/10,1.03,1.03,1.03,1.03,30000,30900,-0.01,1
108/09/11,---,---,---,---,0,0,---,0
108/09/12,0.99,0.99,0.99,0.99,5000,4950,-0.06,1
108/09/16,1.02,1.02,1.02,1.02,5000,5100,+0.03,1
108/09/17,---,---,---,---,0,0,---,0
108/09/18,---,---,---,---,0,0,---,0
108/09/19,---,---,---,---,0,0,---,0
108/09/20,---,---,---,---,0,0,---,0
108/09/23,---,---,---,---,0,0,---,0
108/09/24,---,---,---,---,0,0,---,0
108/09/25,---,---,---,---,0,0,---,0
108/09/26,---,---,---,---,0,0,---,0
108/09/27,0.83,0.83,0.82,0.82,11000,9110,-0.01,2
108/10/01,---,---,---,---,0,0,---,0
108/10/02,---,---,---,---,0,0,---,0
108/10/03,0.70,0.70,0.70,0.70,9000,6300,0.00,1
108/10/04,---,---,---,---,0,0,---,0
108/10/07,---,---,---,---,0,0,---,0
108/10/08,---,---,---,---,0,0,---,0
108/10/09,0.64,0.64,0.64,0.64,30000,19200,+0.02,1
108/10/14,0.37,0.37,0.37,0.37,4000,1480,-0.27,1
108/10/15,---,---,---,---,0,0,---,0
108/10/16,---,---,---,---,0,0,---,0
108/10/17,---,---,---,---,0,0,---,0
108/10/18,---,---,---,---,0,0,---,0
108/10/21,---,---,---,---,0,0,---,0
108/10/22,---,---,---,---,0,0,---,0
108/10/23,---,---,---,---,0,0,---,0
108/10/24,---,---,---,---,0,0,---,0
108/10/25,---,---,---,---,0,0,---,0
108/10/28,---,---,---,---,0,0,---,0
108/10/29,---,---,---,---,0,0,---,0
108/10/30,---,---,---,---,0,0,---,0
108/10/31,---,---,---,---,0,0,---,0
108/11/01,---,---,---,---,0,0,---,0
108/11/04,---,---,---,---,0,0,---,0
108/11/05,---,---,---,---,0,0,---,0
108/11/06,---,---,---,---,0,0,---,0
108/11/07,---,---,---,---,0,0,---,0
108/11/08,---,---,---,---,0,0,---,0
108/11/11,---,---,---,---,0,0,---,0
108/11/12,---,---,---,---,0,0,---,0
108/11/13,---,---,---,---,0,0,---,0
108/11/14,---,---,---,---,0,0,---,0
108/11/15,---,---,---,---,0,0,---,0
108/11/18,---,---,---,---,0,0,---,0
108/11/19,---,---,---,---,0,0,---,0
108/11/20,---,---,---,---,0,0,---,0
108/11/21,---,---,---,---,0,0,---,0
108/11/22,---,---,---,---,0,0,---,0
108/11/25,---,---,---,---,0,0,---,0
108/11/26,---,---,---,---,0,0,---,0
