107/09/25,0.88,0.88,0.88,0.88,50000,44000,+0.07,1
107/09/26,---,---,---,---,0,0,---,0
107/09/27,0.85,0.85,0.81,0.81,89000,73650,-0.04,2
107/09/28,0.78,0.80,0.78,0.80,104000,81140,-0.01,3
107/10/01,0.77,0.77,0.75,0.75,65000,50030,-0.05,2
107/10/02,0.76,0.76,0.76,0.76,2000,1520,+0.01,1
107/10/03,0.73,0.73,0.73,0.73,200000,146000,-0.03,2
107/10/04,0.76,0.76,0.74,0.74,202000,149520,+0.01,2
107/10/05,---,---,---,---,0,0,---,0
107/10/08,---,---,---,---,0,0,---,0
107/10/09,---,---,---,---,0,0,---,0
107/10/11,0.47,0.47,0.47,0.47,20000,9400,-0.16,1
107/10/12,---,---,---,---,0,0,---,0
107/10/15,---,---,---,---,0,0,---,0
107/10/16,---,---,---,---,0,0,---,0
107/10/17,0.50,0.50,0.50,0.50,20000,10000,+0.02,1
107/10/18,---,---,---,---,0,0,---,0
107/10/19,---,---,---,---,0,0,---,0
107/10/22,---,---,---,---,0,0,---,0
107/10/23,---,---,---,---,0,0,---,0
107/10/24,0.47,0.54,0.47,0.52,140000,68450,+0.06,4
107/10/25,0.42,0.44,0.42,0.44,40000,17100,-0.08,3
107/10/26,0.38,0.38,0.38,0.38,100000,38000,-0.06,1
107/10/29,---,---,---,---,0,0,---,0
107/10/30,---,---,---,---,0,0,---,0
107/10/31,---,---,---,---,0,0,---,0
107/11/01,---,---,---,---,0,0,---,0
107/11/02,0.46,0.46,0.46,0.46,10000,4600,+0.07,1
107/11/05,---,---,---,---,0,0,---,0
107/11/06,0.42,0.42,0.42,0.42,10000,4200,+0.01,1
107/11/07,0.43,0.43,0.43,0.43,5000,2150,+0.01,1
107/11/08,0.47,0.47,0.47,0.47,5000,2350,+0.04,1
107/11/09,---,---,---,---,0,0,---,0
107/11/12,---,---,---,---,0,0,---,0
107/11/13,---,---,---,---,0,0,---,0
107/11/14,---,---,---,---,0,0,---,0
107/11/15,---,---,---,---,0,0,---,0
107/11/16,---,---,---,---,0,0,---,0
107/11/19,---,---,---,---,0,0,---,0
107/11/20,---,---,---,---,0,0,---,0
107/11/21,---,---,---,---,0,0,---,0
107/11/22,---,---,---,---,0,0,---,0
107/11/23,---,---,---,---,0,0,---,0
107/11/26,---,---,---,---,0,0,---,0
107/11/27,---,---,---,---,0,0,---,0
107/11/28,---,---,---,---,0,0,---,0
107/11/29,---,---,---,---,0,0,---,0
107/11/30,---,---,---,---,0,0,---,0
107/12/03,---,---,---,---,0,0,---,0
107/12/04,---,---,---,---,0,0,---,0
107/12/05,0.52,0.52,0.45,0.45,176000,79270,-0.01,4
107/12/06,0.40,0.40,0.35,0.35,71000,26400,-0.10,3
107/12/07,0.39,0.40,0.39,0.40,495000,194040,+0.05,5
107/12/10,0.57,0.57,0.55,0.57,121000,66970,+0.17,3
107/12/11,0.59,0.59,0.54,0.54,50000,28000,-0.03,2
107/12/12,0.61,0.65,0.56,0.57,867000,527820,+0.03,15
107/12/13,0.56,0.69,0.56,0.68,783000,488510,+0.11,24
107/12/14,0.64,0.67,0.59,0.60,931000,591680,-0.08,29
107/12/17,0.58,0.58,0.48,0.48,291000,155930,-0.12,15
107/12/18,0.44,0.44,0.37,0.37,69000,26960,-0.11,7
107/12/19,0.42,0.42,0.42,0.42,10000,4200,+0.05,1
107/12/20,0.40,0.40,0.35,0.35,40000,14500,-0.07,3
107/12/21,0.38,0.38,0.36,0.36,42000,15720,+0.01,4
107/12/22,0.32,0.32,0.31,0.32,114000,35480,-0.04,3
107/12/24,0.30,0.31,0.30,0.31,75000,22750,-0.01,4
107/12/25,0.29,0.32,0.29,0.32,109000,32010,+0.01,8
107/12/26,0.38,0.39,0.30,0.30,182000,59790,-0.02,8
107/12/27,0.33,0.33,0.33,0.33,77000,25410,+0.03,2
107/12/28,0.30,0.30,0.30,0.30,6000,1800,-0.03,3
108/01/02,0.30,0.30,0.30,0.30,6000,1800,0.00,1
108/01/03,---,---,---,---,0,0,---,0
108/01/04,0.22,0.22,0.22,0.22,5000,1100,-0.06,1
108/01/07,---,---,---,---,0,0,---,0
108/01/08,---,---,---,---,0,0,---,0
108/01/09,0.26,0.26,0.26,0.26,85000,22100,+0.05,5
108/01/10,---,---,---,---,0,0,---,0
108/01/11,0.27,0.27,0.27,0.27,80000,21600,+0.02,4
108/01/14,---,---,---,---,0,0,---,0
108/01/15,---,---,---,---,0,0,---,0
108/01/16,0.26,0.26,0.26,0.26,100000,26000,0.00,2
108/01/17,0.24,0.24,0.24,0.24,5000,1200,-0.02,1
108/01/18,---,---,---,---,0,0,---,0
108/01/21,---,---,---,---,0,0,---,0
108/01/22,0.21,0.22,0.21,0.22,60000,13100,-0.01,2
108/01/23,0.23,0.27,0.22,0.26,145000,35850,+0.04,9
108/01/24,0.25,0.25,0.24,0.24,25000,6200,-0.02,2
108/01/25,0.24,0.24,0.24,0.24,50000,12000,0.00,1
108/01/28,---,---,---,---,0,0,---,0
108/01/29,0.21,0.21,0.21,0.21,180000,37800,-0.02,2
108/01/30,0.21,0.21,0.21,0.21,20000,4200,0.00,2
108/02/11,0.22,0.22,0.22,0.22,10000,2200,+0.01,1
108/02/12,---,---,---,---,0,0,---,0
108/02/13,---,---,---,---,0,0,---,0
108/02/14,0.22,0.22,0.22,0.22,150000,33000,0.00,3
108/02/15,0.20,0.20,0.20,0.20,150000,30000,-0.02,1
108/02/18,---,---,---,---,0,0,---,0
108/02/19,0.26,0.27,0.26,0.26,44000,11630,+0.05,6
108/02/20,0.24,0.24,0.22,0.22,104000,22960,-0.04,2
108/02/21,0.22,0.22,0.22,0.22,20000,4400,0.00,1
108/02/22,0.18,0.18,0.18,0.18,10000,1800,-0.04,1
108/02/25,---,---,---,---,0,0,---,0
108/02/26,---,---,---,---,0,0,---,0
108/02/27,---,---,---,---,0,0,---,0
108/03/04,---,---,---,---,0,0,---,0
108/03/05,0.15,0.15,0.15,0.15,20000,3000,-0.01,1
108/03/06,---,---,---,---,0,0,---,0
108/03/07,---,---,---,---,0,0,---,0
108/03/08,---,---,---,---,0,0,---,0
108/03/11,0.16,0.16,0.16,0.16,189000,30240,+0.01,3
108/03/12,0.15,0.15,0.15,0.15,189000,28350,-0.01,1
108/03/13,---,---,---,---,0,0,---,0
108/03/14,---,---,---,---,0,0,---,0
108/03/15,---,---,---,---,0,0,---,0
108/03/18,0.15,0.15,0.15,0.15,1000,150,+0.03,1
108/03/19,---,---,---,---,0,0,---,0
108/03/20,0.16,0.16,0.16,0.16,100000,16000,+0.01,2
108/03/21,---,---,---,---,0,0,---,0
108/03/22,0.22,0.22,0.16,0.16,170000,33200,-0.01,3
108/03/25,0.14,0.14,0.14,0.14,130000,18200,-0.02,1
108/03/26,0.18,0.18,0.18,0.18,40000,7200,+0.04,4
108/03/27,0.16,0.16,0.16,0.16,40000,6400,-0.02,1
108/03/28,---,---,---,---,0,0,---,0
108/03/29,---,---,---,---,0,0,---,0
108/04/01,---,---,---,---,0,0,---,0
108/04/02,0.26,0.30,0.26,0.30,12000,3520,+0.13,3
108/04/03,0.29,0.30,0.27,0.27,15000,4430,-0.03,3
108/04/08,0.31,0.33,0.31,0.33,5000,1570,+0.06,2
108/04/09,0.36,0.36,0.36,0.36,4000,1440,+0.03,1
108/04/10,0.20,0.20,0.20,0.20,5000,1000,-0.16,1
108/04/11,---,---,---,---,0,0,---,0
108/04/12,---,---,---,---,0,0,---,0
108/04/15,---,---,---,---,0,0,---,0
108/04/16,---,---,---,---,0,0,---,0
108/04/17,---,---,---,---,0,0,---,0
108/04/18,0.07,0.07,0.07,0.07,30000,2100,-0.03,1
108/04/19,---,---,---,---,0,0,---,0
108/04/22,---,---,---,---,0,0,---,0
