108/01/08,2.69,2.69,2.69,2.69,25000,67250,-0.30,1
108/01/09,---,---,---,---,0,0,---,0
108/01/10,---,---,---,---,0,0,---,0
108/01/11,1.91,1.91,1.91,1.91,9000,17190,+0.10,1
108/01/14,1.89,1.89,1.83,1.83,9000,16710,-0.08,6
108/01/15,1.74,1.92,1.74,1.92,24000,44100,+0.09,3
108/01/16,1.80,1.81,1.74,1.74,24000,42910,-0.18,13
108/01/17,1.97,1.97,1.97,1.97,9000,17730,+0.23,1
108/01/18,1.74,1.74,1.74,1.74,9000,15660,-0.23,1
108/01/21,1.56,1.61,1.56,1.61,160000,249650,-0.13,7
108/01/22,1.56,1.73,1.56,1.73,169000,290840,+0.12,2
108/01/23,1.49,1.49,1.47,1.47,34000,50160,-0.26,2
108/01/24,---,---,---,---,0,0,---,0
108/01/25,---,---,---,---,0,0,---,0
108/01/28,---,---,---,---,0,0,---,0
108/01/29,1.63,1.63,1.63,1.63,25000,40750,+0.09,1
108/01/30,1.75,1.75,1.74,1.74,25000,43650,+0.11,2
108/02/11,---,---,---,---,0,0,---,0
108/02/12,1.71,1.71,1.71,1.71,1000,1710,-0.03,1
108/02/13,1.93,1.93,1.80,1.80,20000,38470,+0.09,2
108/02/14,1.74,1.74,1.74,1.74,19000,33060,-0.06,1
108/02/15,1.89,1.92,1.73,1.73,249000,471810,-0.01,3
108/02/18,1.71,1.71,1.63,1.63,219000,372970,-0.10,2
108/02/19,---,---,---,---,0,0,---,0
108/02/20,1.45,1.52,1.45,1.52,86000,125820,+0.04,4
108/02/21,1.64,1.69,1.58,1.59,98000,159960,+0.07,4
108/02/22,---,---,---,---,0,0,---,0
108/02/25,---,---,---,---,0,0,---,0
108/02/26,1.42,1.42,1.42,1.42,19000,26980,+0.05,1
108/02/27,1.47,1.47,1.47,1.47,19000,27930,+0.05,1
108/03/04,---,---,---,---,0,0,---,0
108/03/05,---,---,---,---,0,0,---,0
108/03/06,---,---,---,---,0,0,---,0
108/03/07,---,---,---,---,0,0,---,0
108/03/08,1.02,1.02,1.02,1.02,5000,5100,-0.15,1
108/03/11,---,---,---,---,0,0,---,0
108/03/12,---,---,---,---,0,0,---,0
108/03/13,0.90,0.90,0.90,0.90,30000,27000,-0.08,1
108/03/14,0.93,0.93,0.93,0.93,70000,65100,+0.03,2
108/03/15,1.01,1.04,1.01,1.02,90000,93010,+0.09,3
108/03/18,1.08,1.08,1.08,1.08,19000,20520,+0.06,1
108/03/19,1.17,1.17,1.17,1.17,1000,1170,+0.09,1
108/03/20,1.10,1.10,1.10,1.10,3000,3300,-0.07,1
108/03/21,---,---,---,---,0,0,---,0
108/03/22,---,---,---,---,0,0,---,0
108/03/25,---,---,---,---,0,0,---,0
108/03/26,---,---,---,---,0,0,---,0
108/03/27,---,---,---,---,0,0,---,0
108/03/28,1.08,1.30,1.08,1.24,244000,297440,+0.23,10
108/03/29,1.32,1.40,1.08,1.08,337000,453900,-0.16,18
108/04/01,1.15,1.21,1.15,1.16,30000,35200,+0.08,3
108/04/02,1.07,1.09,1.07,1.09,20000,21600,-0.07,2
108/04/03,1.14,1.20,1.14,1.18,73000,86080,+0.09,3
108/04/08,1.33,1.52,1.33,1.39,119000,165600,+0.21,12
108/04/09,1.51,1.52,1.34,1.34,101000,143820,-0.05,11
108/04/10,1.37,1.59,1.32,1.54,170000,244750,+0.20,21
108/04/11,1.57,1.67,1.27,1.41,292000,433740,-0.13,34
108/04/12,1.43,1.43,1.15,1.15,201000,259770,-0.26,23
108/04/15,1.19,1.50,1.19,1.46,265000,383490,+0.31,22
108/04/16,1.60,1.94,1.54,1.91,378000,673710,+0.45,26
