107/10/26,1.67,1.67,1.67,1.67,5000,8350,0.00,1
107/10/29,---,---,---,---,0,0,---,0
107/10/30,---,---,---,---,0,0,---,0
107/10/31,1.72,1.80,1.72,1.80,69000,122440,+0.18,4
107/11/01,1.74,1.91,1.73,1.91,203000,375370,+0.11,12
107/11/02,1.88,1.94,1.87,1.87,139000,263440,-0.04,15
107/11/05,1.90,1.92,1.87,1.90,44000,83770,+0.03,4
107/11/06,1.93,1.96,1.93,1.96,52000,101480,+0.06,6
107/11/07,1.87,1.91,1.83,1.90,329000,615880,-0.06,20
107/11/08,1.98,2.11,1.98,2.06,205000,416010,+0.16,13
107/11/09,2.02,2.02,1.94,1.94,474000,951350,-0.12,22
107/11/12,1.99,1.99,1.99,1.99,4000,7960,+0.05,1
107/11/13,1.71,1.96,1.71,1.96,144000,266540,-0.03,8
107/11/14,2.07,2.07,2.03,2.05,134000,274600,+0.09,14
107/11/15,2.04,2.06,2.04,2.06,55000,112280,+0.01,5
107/11/16,1.92,1.97,1.84,1.84,92000,175530,-0.22,13
107/11/19,1.87,1.88,1.86,1.88,126000,236520,+0.04,7
107/11/20,1.87,1.87,1.87,1.87,48000,89760,-0.01,6
107/11/21,1.84,1.87,1.83,1.83,343000,633630,-0.04,11
107/11/22,1.89,1.91,1.81,1.81,267000,504620,-0.02,24
107/11/23,1.81,1.85,1.78,1.85,413000,745870,+0.04,31
107/11/26,1.87,1.91,1.87,1.90,203000,384170,+0.05,14
107/11/27,1.87,2.30,1.87,2.30,880000,1835430,+0.40,66
107/11/28,2.41,2.41,2.34,2.36,826000,1958680,+0.06,59
107/11/29,2.46,2.46,2.46,2.46,2000,4920,+0.10,1
107/11/30,---,---,---,---,0,0,---,0
107/12/03,---,---,---,---,0,0,---,0
107/12/04,2.48,2.48,2.48,2.48,1000,2480,-0.11,1
107/12/05,2.21,2.34,2.21,2.34,11000,25610,-0.14,3
107/12/06,2.44,2.44,2.19,2.19,80000,180370,-0.15,21
107/12/07,2.29,2.32,2.25,2.32,53000,120980,+0.13,7
107/12/10,2.32,2.32,2.18,2.18,75000,167540,-0.14,21
107/12/11,2.32,2.32,2.32,2.32,8000,18560,+0.14,1
107/12/12,2.44,2.44,2.44,2.44,8000,19520,+0.12,1
107/12/13,---,---,---,---,0,0,---,0
107/12/14,---,---,---,---,0,0,---,0
107/12/17,---,---,---,---,0,0,---,0
107/12/18,---,---,---,---,0,0,---,0
107/12/19,---,---,---,---,0,0,---,0
107/12/20,---,---,---,---,0,0,---,0
107/12/21,---,---,---,---,0,0,---,0
107/12/22,---,---,---,---,0,0,---,0
107/12/24,2.37,2.37,2.37,2.37,57000,135090,-0.36,1
107/12/25,---,---,---,---,0,0,---,0
107/12/26,2.16,2.16,2.16,2.16,1000,2160,-0.21,1
107/12/27,2.25,2.25,2.25,2.25,10000,22500,+0.09,1
107/12/28,2.53,2.54,2.53,2.54,11000,27840,+0.29,2
108/01/02,---,---,---,---,0,0,---,0
108/01/03,---,---,---,---,0,0,---,0
108/01/04,---,---,---,---,0,0,---,0
108/01/07,---,---,---,---,0,0,---,0
108/01/08,---,---,---,---,0,0,---,0
108/01/09,---,---,---,---,0,0,---,0
108/01/10,---,---,---,---,0,0,---,0
108/01/11,---,---,---,---,0,0,---,0
108/01/14,2.00,2.00,2.00,2.00,5000,10000,-0.66,1
108/01/15,---,---,---,---,0,0,---,0
108/01/16,1.65,1.70,1.65,1.70,109000,180240,-0.29,8
108/01/17,1.77,1.78,1.69,1.78,109000,189030,+0.08,7
108/01/18,1.63,1.63,1.63,1.63,7000,11410,-0.15,1
108/01/21,1.75,1.75,1.75,1.75,7000,12250,+0.12,1
108/01/22,---,---,---,---,0,0,---,0
108/01/23,---,---,---,---,0,0,---,0
108/01/24,---,---,---,---,0,0,---,0
108/01/25,---,---,---,---,0,0,---,0
108/01/28,1.56,1.58,1.56,1.58,5000,7860,+0.03,2
108/01/29,1.39,1.39,1.34,1.35,29000,39780,-0.23,8
108/01/30,1.35,1.56,1.35,1.51,12000,18050,+0.16,3
108/02/11,1.60,1.86,1.58,1.81,72000,123520,+0.30,9
108/02/12,1.81,1.81,1.66,1.66,50000,88170,-0.15,5
108/02/13,1.74,1.74,1.74,1.74,2000,3480,+0.08,1
108/02/14,1.83,1.88,1.79,1.80,36000,66320,+0.06,8
108/02/15,1.79,1.79,1.78,1.78,21000,37550,-0.02,2
108/02/18,---,---,---,---,0,0,---,0
108/02/19,---,---,---,---,0,0,---,0
108/02/20,2.03,2.05,2.03,2.05,16000,32600,+0.20,2
108/02/21,1.95,1.95,1.84,1.84,19000,36230,-0.21,7
