107/09/11,0.79,0.87,0.79,0.87,109000,89110,+0.13,10
107/09/12,0.85,0.88,0.78,0.88,336000,284750,+0.01,8
107/09/13,0.86,0.87,0.80,0.80,257000,219540,-0.08,7
107/09/14,0.77,0.82,0.77,0.82,1326000,1052320,+0.02,22
107/09/17,0.77,0.79,0.75,0.79,2033000,1570670,-0.03,21
107/09/18,0.80,0.81,0.74,0.76,2671000,2051500,-0.03,27
107/09/19,0.76,0.79,0.72,0.73,1863000,1422200,-0.03,24
107/09/20,0.73,0.73,0.70,0.73,339000,242770,0.00,6
107/09/21,0.72,0.72,0.71,0.71,10000,7110,-0.02,2
107/09/25,0.76,0.84,0.76,0.82,2277000,1821370,+0.11,34
107/09/26,0.79,0.79,0.73,0.73,2223000,1699030,-0.09,39
107/09/27,0.74,0.74,0.74,0.74,42000,31080,+0.01,2
107/09/28,0.71,0.73,0.71,0.73,85000,61850,-0.01,2
107/10/01,0.78,0.94,0.78,0.92,2366000,2026190,+0.19,56
107/10/02,0.93,1.02,0.92,0.95,2919000,2849390,+0.03,81
107/10/03,0.93,0.96,0.82,0.83,822000,731580,-0.12,48
107/10/04,0.79,0.87,0.69,0.69,690000,574780,-0.14,15
107/10/05,0.72,0.72,0.62,0.62,525000,367150,-0.07,6
107/10/08,0.70,0.70,0.70,0.70,10000,7000,+0.08,1
107/10/09,0.65,0.65,0.65,0.65,20000,13000,-0.05,1
107/10/11,---,---,---,---,0,0,---,0
107/10/12,0.42,0.43,0.42,0.43,609000,256080,0.00,5
107/10/15,0.44,0.47,0.44,0.47,649000,302700,+0.04,6
107/10/16,0.47,0.50,0.45,0.45,120000,57750,-0.02,5
107/10/17,0.51,0.51,0.51,0.51,10000,5100,+0.06,1
107/10/18,---,---,---,---,0,0,---,0
107/10/19,0.52,0.52,0.52,0.52,30000,15600,+0.01,1
107/10/22,---,---,---,---,0,0,---,0
107/10/23,0.53,0.54,0.53,0.54,31000,16440,+0.02,2
107/10/24,0.47,0.47,0.47,0.47,10000,4700,-0.07,1
107/10/25,0.37,0.37,0.33,0.33,39000,13370,-0.14,4
107/10/26,0.35,0.35,0.23,0.23,220000,57100,-0.10,7
107/10/29,0.26,0.26,0.26,0.26,20000,5200,+0.03,1
107/10/30,0.20,0.20,0.17,0.17,60000,11100,-0.09,2
107/10/31,0.17,0.20,0.17,0.20,130000,23500,+0.03,3
107/11/01,---,---,---,---,0,0,---,0
107/11/02,0.35,0.37,0.35,0.37,60000,21400,+0.08,2
107/11/05,0.31,0.31,0.31,0.31,50000,15500,-0.06,1
107/11/06,---,---,---,---,0,0,---,0
107/11/07,0.34,0.34,0.34,0.34,40000,13600,+0.08,1
107/11/08,0.33,0.33,0.33,0.33,60000,19800,-0.01,2
107/11/09,---,---,---,---,0,0,---,0
107/11/12,0.37,0.37,0.37,0.37,81000,29970,+0.04,1
107/11/13,0.32,0.32,0.32,0.32,136000,43520,-0.05,3
107/11/14,---,---,---,---,0,0,---,0
107/11/15,---,---,---,---,0,0,---,0
107/11/16,0.28,0.28,0.28,0.28,50000,14000,-0.01,1
107/11/19,---,---,---,---,0,0,---,0
107/11/20,---,---,---,---,0,0,---,0
107/11/21,---,---,---,---,0,0,---,0
107/11/22,0.30,0.30,0.30,0.30,10000,3000,+0.01,1
107/11/23,0.22,0.22,0.19,0.20,312000,66200,-0.10,6
107/11/26,---,---,---,---,0,0,---,0
107/11/27,0.25,0.25,0.25,0.25,100000,25000,+0.04,1
107/11/28,0.31,0.34,0.31,0.33,306000,97920,+0.08,4
107/11/29,0.36,0.40,0.36,0.40,1029000,384480,+0.07,5
107/11/30,0.38,0.38,0.38,0.38,253000,96140,-0.02,1
107/12/03,0.47,0.54,0.47,0.51,90000,47300,+0.13,5
107/12/04,0.47,0.47,0.45,0.45,209000,96600,-0.06,8
107/12/05,0.43,0.43,0.43,0.43,10000,4300,-0.02,1
107/12/06,0.28,0.28,0.28,0.28,10000,2800,-0.15,1
107/12/07,---,---,---,---,0,0,---,0
107/12/10,---,---,---,---,0,0,---,0
107/12/11,---,---,---,---,0,0,---,0
107/12/12,0.22,0.25,0.22,0.25,152000,34470,+0.08,4
107/12/13,---,---,---,---,0,0,---,0
107/12/14,0.31,0.32,0.31,0.32,2000,630,+0.07,2
107/12/17,---,---,---,---,0,0,---,0
107/12/18,---,---,---,---,0,0,---,0
107/12/19,0.21,0.21,0.21,0.21,200000,42000,-0.02,1
107/12/20,0.16,0.16,0.16,0.16,5000,800,-0.05,1
107/12/21,---,---,---,---,0,0,---,0
107/12/22,---,---,---,---,0,0,---,0
107/12/24,0.18,0.19,0.18,0.19,2000,370,+0.03,2
107/12/25,---,---,---,---,0,0,---,0
107/12/26,---,---,---,---,0,0,---,0
107/12/27,---,---,---,---,0,0,---,0
107/12/28,---,---,---,---,0,0,---,0
108/01/02,---,---,---,---,0,0,---,0
108/01/03,---,---,---,---,0,0,---,0
108/01/04,---,---,---,---,0,0,---,0
108/01/07,0.28,0.31,0.28,0.31,31000,8710,+0.08,2
108/01/08,0.33,0.33,0.33,0.33,20000,6600,+0.02,1
108/01/09,---,---,---,---,0,0,---,0
108/01/10,---,---,---,---,0,0,---,0
108/01/11,---,---,---,---,0,0,---,0
108/01/14,---,---,---,---,0,0,---,0
108/01/15,0.29,0.29,0.29,0.29,10000,2900,-0.01,1
108/01/16,---,---,---,---,0,0,---,0
108/01/17,0.25,0.25,0.25,0.25,40000,10000,-0.02,1
108/01/18,---,---,---,---,0,0,---,0
108/01/21,---,---,---,---,0,0,---,0
108/01/22,---,---,---,---,0,0,---,0
108/01/23,---,---,---,---,0,0,---,0
108/01/24,---,---,---,---,0,0,---,0
108/01/25,---,---,---,---,0,0,---,0
108/01/28,---,---,---,---,0,0,---,0
108/01/29,---,---,---,---,0,0,---,0
108/01/30,---,---,---,---,0,0,---,0
108/02/11,---,---,---,---,0,0,---,0
108/02/12,---,---,---,---,0,0,---,0
108/02/13,0.34,0.34,0.34,0.34,120000,40800,+0.06,1
108/02/14,0.27,0.27,0.27,0.27,10000,2700,-0.07,1
108/02/15,---,---,---,---,0,0,---,0
108/02/18,---,---,---,---,0,0,---,0
108/02/19,---,---,---,---,0,0,---,0
108/02/20,0.44,0.44,0.44,0.44,4000,1760,+0.17,2
108/02/21,---,---,---,---,0,0,---,0
108/02/22,---,---,---,---,0,0,---,0
108/02/25,0.43,0.43,0.43,0.43,102000,43860,+0.03,1
108/02/26,---,---,---,---,0,0,---,0
108/02/27,---,---,---,---,0,0,---,0
108/03/04,---,---,---,---,0,0,---,0
108/03/05,---,---,---,---,0,0,---,0
108/03/06,0.22,0.22,0.22,0.22,1000,220,-0.02,1
108/03/07,---,---,---,---,0,0,---,0
108/03/08,0.15,0.15,0.15,0.15,3000,450,-0.02,1
108/03/11,---,---,---,---,0,0,---,0
108/03/12,---,---,---,---,0,0,---,0
108/03/13,---,---,---,---,0,0,---,0
108/03/14,---,---,---,---,0,0,---,0
108/03/15,---,---,---,---,0,0,---,0
108/03/18,---,---,---,---,0,0,---,0
108/03/19,---,---,---,---,0,0,---,0
108/03/20,---,---,---,---,0,0,---,0
108/03/21,---,---,---,---,0,0,---,0
108/03/22,---,---,---,---,0,0,---,0
108/03/25,---,---,---,---,0,0,---,0
108/03/26,---,---,---,---,0,0,---,0
108/03/27,---,---,---,---,0,0,---,0
108/03/28,---,---,---,---,0,0,---,0
108/03/29,---,---,---,---,0,0,---,0
108/04/01,---,---,---,---,0,0,---,0
108/04/02,---,---,---,---,0,0,---,0
108/04/03,0.01,0.01,0.01,0.01,1000,10,-0.07,1
108/04/08,---,---,---,---,0,0,---,0
