107/09/06,1.13,1.13,1.13,1.13,4000,4520,0.00,1
107/09/07,1.10,1.15,1.10,1.14,14000,15810,+0.01,3
107/09/10,0.99,0.99,0.91,0.94,235000,220950,-0.20,8
107/09/11,0.85,1.01,0.85,1.01,298000,282750,+0.07,6
107/09/12,0.96,0.96,0.89,0.89,135000,126090,-0.12,19
107/09/13,0.88,0.88,0.86,0.86,11000,9660,-0.03,2
107/09/14,0.91,0.93,0.91,0.93,29000,26950,+0.07,4
107/09/17,0.88,0.91,0.88,0.89,23000,20350,-0.04,6
107/09/18,0.85,0.86,0.81,0.81,52000,42840,-0.08,11
107/09/19,0.83,0.83,0.76,0.76,66000,50880,-0.05,9
107/09/20,0.66,0.66,0.61,0.63,81000,50300,-0.13,5
107/09/21,0.65,0.65,0.65,0.65,1000,650,+0.02,1
107/09/25,---,---,---,---,0,0,---,0
107/09/26,---,---,---,---,0,0,---,0
107/09/27,0.56,0.56,0.52,0.56,100000,54000,-0.08,4
107/09/28,---,---,---,---,0,0,---,0
107/10/01,0.54,0.60,0.54,0.59,196000,114300,+0.04,6
107/10/02,0.59,0.61,0.59,0.61,177000,105910,+0.02,4
107/10/03,0.52,0.52,0.52,0.52,70000,36400,-0.09,2
107/10/04,0.52,0.52,0.52,0.52,100000,52000,0.00,1
107/10/05,0.48,0.48,0.33,0.38,301000,127780,-0.14,16
107/10/08,0.37,0.37,0.37,0.37,30000,11100,-0.01,1
107/10/09,---,---,---,---,0,0,---,0
107/10/11,0.34,0.34,0.34,0.34,15000,5100,-0.01,1
107/10/12,0.38,0.38,0.38,0.38,5000,1900,+0.04,1
107/10/15,---,---,---,---,0,0,---,0
107/10/16,---,---,---,---,0,0,---,0
107/10/17,0.42,0.42,0.42,0.42,20000,8400,+0.07,1
107/10/18,---,---,---,---,0,0,---,0
107/10/19,---,---,---,---,0,0,---,0
107/10/22,0.43,0.47,0.43,0.47,120000,52400,+0.09,2
107/10/23,0.46,0.46,0.45,0.45,100000,45300,-0.02,8
107/10/24,0.44,0.44,0.43,0.43,30000,13000,-0.02,3
107/10/25,0.35,0.35,0.29,0.29,80000,27300,-0.14,5
107/10/26,0.30,0.31,0.25,0.25,50000,13600,-0.04,3
107/10/29,0.27,0.27,0.27,0.27,30000,8100,+0.02,1
107/10/30,0.36,0.38,0.35,0.38,52000,18560,+0.11,3
107/10/31,0.36,0.36,0.36,0.36,50000,18000,-0.02,1
107/11/01,0.43,0.50,0.43,0.49,773000,372270,+0.13,14
107/11/02,0.49,0.51,0.46,0.51,345000,167700,+0.02,18
107/11/05,0.55,0.55,0.45,0.45,210000,103800,-0.06,5
107/11/06,0.46,0.46,0.40,0.40,160000,68300,-0.05,4
107/11/07,0.28,0.29,0.27,0.28,356000,100380,-0.12,9
107/11/08,0.27,0.27,0.25,0.25,410000,108200,-0.03,8
107/11/09,0.27,0.27,0.26,0.26,100000,26500,+0.01,2
107/11/12,0.28,0.28,0.25,0.25,250000,64500,-0.01,5
107/11/13,0.19,0.22,0.19,0.22,600000,128000,-0.03,7
107/11/14,0.25,0.25,0.22,0.23,740000,174200,+0.01,8
107/11/15,0.23,0.28,0.22,0.28,735000,185450,+0.05,13
107/11/16,0.27,0.29,0.26,0.28,360000,99600,0.00,5
107/11/19,0.25,0.25,0.23,0.23,360000,87900,-0.05,5
107/11/20,0.21,0.26,0.21,0.25,260000,58000,+0.02,5
107/11/21,0.24,0.24,0.24,0.24,106000,25440,-0.01,2
107/11/22,0.25,0.25,0.22,0.22,240000,56000,-0.02,3
107/11/23,---,---,---,---,0,0,---,0
107/11/26,---,---,---,---,0,0,---,0
107/11/27,0.28,0.33,0.28,0.33,175000,56250,+0.09,6
107/11/28,0.33,0.33,0.33,0.33,10000,3300,0.00,1
107/11/29,0.39,0.39,0.33,0.33,100000,36000,0.00,2
107/11/30,0.38,0.38,0.38,0.38,5000,1900,+0.05,1
107/12/03,0.39,0.42,0.39,0.39,159000,63510,+0.01,8
