108/03/05,1.87,1.87,1.87,1.87,10000,18700,0.00,1
108/03/06,1.91,1.92,1.91,1.92,75000,143500,+0.05,4
108/03/07,1.81,1.83,1.79,1.79,75000,136010,-0.13,6
108/03/08,---,---,---,---,0,0,---,0
108/03/11,1.66,1.66,1.66,1.66,10000,16600,+0.02,1
108/03/12,1.72,1.72,1.72,1.72,69000,118680,+0.06,1
108/03/13,1.63,1.63,1.59,1.59,319000,513970,-0.13,7
108/03/14,1.50,1.50,1.50,1.50,250000,375000,-0.09,1
108/03/15,1.60,1.60,1.53,1.53,34000,53000,+0.03,2
108/03/18,1.54,1.54,1.54,1.54,14000,21560,+0.01,1
108/03/19,1.49,1.49,1.49,1.49,20000,29800,-0.05,3
108/03/20,1.56,1.57,1.54,1.54,23000,35610,+0.05,3
108/03/21,1.57,1.57,1.56,1.56,23000,35910,+0.02,2
108/03/22,---,---,---,---,0,0,---,0
108/03/25,---,---,---,---,0,0,---,0
108/03/26,---,---,---,---,0,0,---,0
108/03/27,---,---,---,---,0,0,---,0
108/03/28,---,---,---,---,0,0,---,0
108/03/29,---,---,---,---,0,0,---,0
108/04/01,1.55,1.64,1.55,1.59,471000,749290,+0.12,11
108/04/02,1.64,1.77,1.59,1.77,609000,998740,+0.18,33
108/04/03,1.84,1.85,1.75,1.78,191000,344520,+0.01,17
108/04/08,1.81,1.81,1.81,1.81,10000,18100,+0.03,1
108/04/09,1.82,1.89,1.82,1.87,164000,304180,+0.06,7
108/04/10,1.76,1.76,1.69,1.72,175000,302010,-0.15,13
108/04/11,1.56,1.59,1.56,1.59,20000,31500,-0.13,2
108/04/12,1.44,1.44,1.44,1.44,14000,20160,-0.15,2
108/04/15,1.50,1.50,1.46,1.46,20000,29600,+0.02,2
108/04/16,1.48,1.48,1.48,1.48,10000,14800,+0.02,1
108/04/17,1.57,1.57,1.55,1.55,40000,62200,+0.07,3
108/04/18,1.57,1.66,1.48,1.48,115000,184040,-0.07,6
108/04/19,1.55,1.58,1.51,1.58,340000,531110,+0.10,12
108/04/22,1.72,1.90,1.68,1.68,631000,1129150,+0.10,14
108/04/23,1.62,1.65,1.54,1.62,305000,477420,-0.06,11
108/04/24,1.70,1.70,1.69,1.69,17000,28820,+0.07,2
108/04/25,1.66,1.80,1.66,1.79,441000,768130,+0.10,20
108/04/26,1.77,1.85,1.71,1.85,742000,1334290,+0.06,45
108/04/29,1.86,1.86,1.52,1.52,313000,535990,-0.33,25
108/04/30,---,---,---,---,0,0,---,0
108/05/02,1.53,1.53,1.53,1.53,30000,45900,-0.02,1
108/05/03,1.56,1.56,1.56,1.56,36000,56160,+0.03,2
108/05/06,1.47,1.47,1.43,1.43,16000,23120,-0.13,2
108/05/07,1.45,1.45,1.45,1.45,6000,8700,+0.02,1
108/05/08,1.48,1.52,1.45,1.45,133000,196760,0.00,3
108/05/09,1.46,1.47,1.35,1.35,133000,190650,-0.10,8
108/05/10,---,---,---,---,0,0,---,0
108/05/13,0.87,0.87,0.87,0.87,4000,3480,-0.32,1
108/05/14,0.95,0.95,0.95,0.95,40000,38000,+0.08,1
108/05/15,---,---,---,---,0,0,---,0
108/05/16,---,---,---,---,0,0,---,0
108/05/17,---,---,---,---,0,0,---,0
108/05/20,---,---,---,---,0,0,---,0
108/05/21,---,---,---,---,0,0,---,0
108/05/22,0.91,0.91,0.91,0.91,100000,91000,+0.08,1
108/05/23,0.75,0.75,0.72,0.75,100000,73600,-0.16,10
108/05/24,---,---,---,---,0,0,---,0
108/05/27,---,---,---,---,0,0,---,0
108/05/28,---,---,---,---,0,0,---,0
108/05/29,---,---,---,---,0,0,---,0
