108/03/06,1.06,1.08,1.06,1.07,6000,6400,-0.11,3
108/03/07,1.04,1.04,0.97,0.97,6000,5890,-0.10,3
108/03/08,0.91,0.91,0.91,0.91,2000,1820,-0.06,1
108/03/11,0.95,0.95,0.95,0.95,4000,3800,+0.04,2
108/03/12,0.96,0.96,0.95,0.95,301000,285960,0.00,4
108/03/13,0.93,0.93,0.93,0.93,300000,279000,-0.02,1
108/03/14,0.88,0.88,0.88,0.88,2000,1760,-0.05,1
108/03/15,0.89,0.99,0.89,0.99,21000,20400,+0.11,4
108/03/18,0.93,0.94,0.93,0.93,23000,21490,-0.06,3
108/03/19,0.92,0.92,0.92,0.92,10000,9200,-0.01,1
108/03/20,0.85,0.85,0.80,0.81,22000,18120,-0.11,3
108/03/21,---,---,---,---,0,0,---,0
108/03/22,0.85,0.85,0.85,0.85,170000,144500,+0.04,2
108/03/25,0.83,0.83,0.81,0.83,180000,146700,-0.02,11
108/03/26,0.80,0.80,0.76,0.76,12000,9520,-0.07,2
108/03/27,---,---,---,---,0,0,---,0
108/03/28,0.71,0.71,0.71,0.71,12000,8520,-0.05,2
108/03/29,0.77,0.81,0.77,0.81,410000,324100,+0.10,5
108/04/01,0.81,0.81,0.75,0.80,443000,345410,-0.01,33
108/04/02,0.90,0.90,0.82,0.83,257000,215570,+0.03,14
108/04/03,0.83,0.84,0.81,0.81,180000,150000,-0.02,3
108/04/08,0.78,0.78,0.74,0.74,65000,48850,-0.07,7
108/04/09,0.72,0.74,0.72,0.74,24000,17560,0.00,3
108/04/10,0.74,0.76,0.74,0.76,21000,15940,+0.02,2
108/04/11,0.78,0.78,0.74,0.74,171000,131640,-0.02,6
108/04/12,0.74,0.74,0.69,0.69,126000,92280,-0.05,5
108/04/15,0.67,0.67,0.66,0.66,20000,13240,-0.03,2
108/04/16,0.66,0.66,0.66,0.66,110000,72600,0.00,3
108/04/17,0.69,0.69,0.69,0.69,15000,10350,+0.03,1
108/04/18,0.77,0.79,0.72,0.72,352000,268240,+0.03,6
108/04/19,0.75,0.75,0.73,0.73,231000,170430,+0.01,16
108/04/22,0.74,0.74,0.74,0.74,15000,11100,+0.01,2
108/04/23,0.71,0.71,0.71,0.71,20000,14200,-0.03,1
108/04/24,0.79,0.84,0.78,0.78,434000,351700,+0.07,8
108/04/25,0.80,0.80,0.74,0.76,414000,314440,-0.02,17
108/04/26,---,---,---,---,0,0,---,0
108/04/29,---,---,---,---,0,0,---,0
108/04/30,0.61,0.61,0.60,0.60,109000,66400,-0.04,2
108/05/02,0.62,0.62,0.62,0.62,10000,6200,+0.02,1
108/05/03,0.62,0.62,0.61,0.61,330000,202500,-0.01,7
108/05/06,0.50,0.50,0.50,0.50,20000,10000,-0.11,1
108/05/07,0.52,0.52,0.52,0.52,4000,2080,+0.02,1
108/05/08,0.45,0.45,0.45,0.45,10000,4500,-0.07,1
108/05/09,---,---,---,---,0,0,---,0
108/05/10,---,---,---,---,0,0,---,0
108/05/13,---,---,---,---,0,0,---,0
108/05/14,0.34,0.34,0.34,0.34,9000,3060,0.00,1
108/05/15,---,---,---,---,0,0,---,0
108/05/16,---,---,---,---,0,0,---,0
108/05/17,0.28,0.28,0.28,0.28,10000,2800,-0.04,1
108/05/20,---,---,---,---,0,0,---,0
108/05/21,---,---,---,---,0,0,---,0
108/05/22,0.34,0.34,0.34,0.34,1000,340,+0.05,1
108/05/23,0.25,0.25,0.25,0.25,110000,27500,-0.09,2
108/05/24,0.32,0.32,0.31,0.31,21000,6520,+0.06,3
108/05/27,---,---,---,---,0,0,---,0
108/05/28,---,---,---,---,0,0,---,0
108/05/29,---,---,---,---,0,0,---,0
108/05/30,---,---,---,---,0,0,---,0
108/05/31,---,---,---,---,0,0,---,0
108/06/03,---,---,---,---,0,0,---,0
108/06/04,---,---,---,---,0,0,---,0
108/06/05,---,---,---,---,0,0,---,0
108/06/06,0.26,0.26,0.26,0.26,10000,2600,0.00,1
108/06/10,0.28,0.28,0.28,0.28,1000,280,+0.02,1
108/06/11,0.31,0.31,0.31,0.31,10000,3100,+0.03,1
108/06/12,---,---,---,---,0,0,---,0
108/06/13,---,---,---,---,0,0,---,0
108/06/14,---,---,---,---,0,0,---,0
108/06/17,---,---,---,---,0,0,---,0
108/06/18,---,---,---,---,0,0,---,0
108/06/19,---,---,---,---,0,0,---,0
108/06/20,0.28,0.28,0.28,0.28,100000,28000,+0.02,1
108/06/21,0.32,0.32,0.32,0.32,10000,3200,+0.04,1
108/06/24,---,---,---,---,0,0,---,0
108/06/25,---,---,---,---,0,0,---,0
108/06/26,---,---,---,---,0,0,---,0
108/06/27,---,---,---,---,0,0,---,0
108/06/28,---,---,---,---,0,0,---,0
108/07/01,---,---,---,---,0,0,---,0
108/07/02,---,---,---,---,0,0,---,0
108/07/03,---,---,---,---,0,0,---,0
108/07/04,---,---,---,---,0,0,---,0
108/07/05,0.18,0.18,0.18,0.18,15000,2700,-0.03,1
108/07/08,---,---,---,---,0,0,---,0
108/07/09,---,---,---,---,0,0,---,0
108/07/10,---,---,---,---,0,0,---,0
108/07/11,---,---,---,---,0,0,---,0
108/07/12,0.16,0.16,0.16,0.16,15000,2400,+0.01,1
108/07/15,0.19,0.19,0.19,0.19,1000,190,+0.03,1
108/07/16,---,---,---,---,0,0,---,0
108/07/17,---,---,---,---,0,0,---,0
108/07/18,0.15,0.15,0.15,0.15,20000,3000,-0.03,1
108/07/19,---,---,---,---,0,0,---,0
108/07/22,0.17,0.17,0.17,0.17,1000,170,+0.01,1
108/07/23,0.22,0.23,0.22,0.23,21000,4820,+0.06,5
108/07/24,0.22,0.22,0.22,0.22,40000,8800,-0.01,2
108/07/25,---,---,---,---,0,0,---,0
108/07/26,---,---,---,---,0,0,---,0
108/07/29,0.13,0.13,0.13,0.13,80000,10400,-0.03,2
108/07/30,0.09,0.09,0.09,0.09,20000,1800,-0.04,1
108/07/31,---,---,---,---,0,0,---,0
108/08/01,---,---,---,---,0,0,---,0
108/08/02,---,---,---,---,0,0,---,0
108/08/05,---,---,---,---,0,0,---,0
108/08/06,---,---,---,---,0,0,---,0
108/08/07,0.03,0.03,0.03,0.03,30000,900,-0.01,1
108/08/08,---,---,---,---,0,0,---,0
108/08/12,---,---,---,---,0,0,---,0
108/08/13,---,---,---,---,0,0,---,0
108/08/14,---,---,---,---,0,0,---,0
108/08/15,---,---,---,---,0,0,---,0
108/08/16,---,---,---,---,0,0,---,0
108/08/19,---,---,---,---,0,0,---,0
108/08/20,---,---,---,---,0,0,---,0
108/08/21,---,---,---,---,0,0,---,0
108/08/22,---,---,---,---,0,0,---,0
108/08/23,---,---,---,---,0,0,---,0
108/08/26,---,---,---,---,0,0,---,0
108/08/27,---,---,---,---,0,0,---,0
108/08/28,---,---,---,---,0,0,---,0
108/08/29,---,---,---,---,0,0,---,0
108/08/30,---,---,---,---,0,0,---,0
108/09/02,---,---,---,---,0,0,---,0
108/09/03,---,---,---,---,0,0,---,0
