107/10/18,0.98,0.98,0.98,0.98,2000,1960,0.00,1
107/10/19,0.86,0.86,0.86,0.86,2000,1720,-0.12,1
107/10/22,---,---,---,---,0,0,---,0
107/10/23,0.81,0.81,0.81,0.81,16000,12960,-0.03,1
107/10/24,0.65,0.65,0.65,0.65,16000,10400,-0.16,1
107/10/25,0.53,0.53,0.53,0.53,3000,1590,-0.12,1
107/10/26,0.50,0.50,0.50,0.50,7000,3500,-0.03,1
107/10/29,0.50,0.52,0.50,0.52,263000,133560,+0.02,3
107/10/30,0.49,0.49,0.45,0.46,12000,5580,-0.06,3
107/10/31,0.53,0.66,0.53,0.66,273000,147970,+0.20,8
107/11/01,0.75,0.78,0.75,0.78,747000,571290,+0.12,7
107/11/02,0.77,0.85,0.74,0.74,1575000,1220640,-0.04,33
107/11/05,0.72,0.78,0.70,0.78,1188000,871260,+0.04,22
107/11/06,0.73,0.73,0.64,0.64,473000,330820,-0.14,12
107/11/07,0.64,0.79,0.62,0.79,280000,200190,+0.15,9
107/11/08,0.85,0.85,0.75,0.75,220000,180600,-0.04,14
107/11/09,---,---,---,---,0,0,---,0
107/11/12,---,---,---,---,0,0,---,0
107/11/13,0.63,0.63,0.63,0.63,80000,50400,0.00,3
107/11/14,0.69,0.69,0.65,0.65,240000,161600,+0.02,3
107/11/15,0.65,0.65,0.65,0.65,200000,130000,0.00,2
107/11/16,0.68,0.76,0.66,0.69,618000,437920,+0.04,10
107/11/19,0.70,0.80,0.70,0.79,290000,222070,+0.10,14
107/11/20,0.75,1.01,0.75,0.89,979000,871050,+0.10,32
107/11/21,0.91,0.93,0.88,0.89,612000,553290,0.00,33
107/11/22,0.90,0.90,0.82,0.83,430000,363320,-0.06,15
107/11/23,0.75,0.75,0.69,0.69,105000,73650,-0.14,5
107/11/26,0.73,0.77,0.72,0.77,101000,74470,+0.08,6
107/11/27,0.77,0.84,0.77,0.84,145000,118550,+0.07,4
107/11/28,0.86,0.91,0.85,0.91,237000,208070,+0.07,8
107/11/29,0.96,0.96,0.92,0.92,112000,107040,+0.01,2
107/11/30,0.88,0.91,0.88,0.90,205000,183500,-0.02,3
107/12/03,1.00,1.20,0.99,1.19,274000,296310,+0.29,17
107/12/04,1.26,1.45,1.18,1.27,410000,564120,+0.08,19
107/12/05,1.11,1.21,1.11,1.14,375000,433100,-0.13,15
107/12/06,1.29,1.37,0.95,1.04,852000,887410,-0.10,25
107/12/07,1.14,1.20,1.11,1.16,1637000,1898210,+0.12,46
107/12/10,1.07,1.08,0.97,0.98,1187000,1220520,-0.18,30
107/12/11,0.99,1.01,0.99,1.00,53000,52500,+0.02,4
107/12/12,1.04,1.12,1.04,1.09,787000,852250,+0.09,25
