107/09/05,0.73,0.73,0.72,0.72,40000,29100,0.00,2
107/09/06,---,---,---,---,0,0,---,0
107/09/07,0.68,0.68,0.68,0.68,44000,29920,+0.06,1
107/09/10,0.65,0.65,0.65,0.65,44000,28600,-0.03,3
107/09/11,---,---,---,---,0,0,---,0
107/09/12,0.55,0.55,0.55,0.55,12000,6600,-0.06,1
107/09/13,0.57,0.57,0.57,0.57,100000,57000,+0.02,1
107/09/14,0.58,0.58,0.58,0.58,214000,124120,+0.01,2
107/09/17,0.59,0.59,0.55,0.55,405000,231390,-0.03,7
107/09/18,0.52,0.53,0.52,0.52,308000,161650,-0.03,3
107/09/19,0.54,0.54,0.54,0.54,151000,81540,+0.02,2
107/09/20,0.56,0.56,0.56,0.56,67000,37520,+0.02,1
107/09/21,0.53,0.53,0.52,0.52,87000,45910,-0.04,3
107/09/25,0.52,0.59,0.52,0.59,160000,85300,+0.07,2
107/09/26,---,---,---,---,0,0,---,0
107/09/27,---,---,---,---,0,0,---,0
107/09/28,0.53,0.53,0.53,0.53,30000,15900,-0.01,1
107/10/01,---,---,---,---,0,0,---,0
107/10/02,---,---,---,---,0,0,---,0
107/10/03,---,---,---,---,0,0,---,0
107/10/04,0.45,0.49,0.45,0.49,468000,210640,+0.02,4
107/10/05,0.47,0.48,0.39,0.41,888000,417780,-0.08,7
107/10/08,0.37,0.38,0.35,0.35,405000,147750,-0.06,12
107/10/09,0.32,0.32,0.32,0.32,20000,6400,-0.03,1
107/10/11,0.19,0.19,0.19,0.19,30000,5700,-0.13,1
107/10/12,---,---,---,---,0,0,---,0
107/10/15,---,---,---,---,0,0,---,0
107/10/16,0.28,0.28,0.28,0.28,20000,5600,+0.02,1
107/10/17,---,---,---,---,0,0,---,0
107/10/18,---,---,---,---,0,0,---,0
107/10/19,---,---,---,---,0,0,---,0
107/10/22,---,---,---,---,0,0,---,0
107/10/23,---,---,---,---,0,0,---,0
107/10/24,0.24,0.24,0.24,0.24,100000,24000,0.00,1
