107/10/15,1.56,1.56,1.56,1.56,4000,6240,+0.04,2
107/10/16,1.59,1.62,1.59,1.60,260000,414900,+0.04,7
107/10/17,1.59,1.59,1.52,1.52,264000,416990,-0.08,7
107/10/18,1.27,1.30,1.27,1.30,75000,95530,-0.22,4
107/10/19,1.03,1.03,0.93,0.98,449000,430050,-0.32,17
107/10/22,0.92,1.15,0.91,1.13,1184000,1257220,+0.15,34
107/10/23,1.04,1.10,1.04,1.08,963000,1046270,-0.05,20
107/10/24,1.09,1.22,1.08,1.19,494000,567310,+0.11,12
107/10/25,1.04,1.15,1.02,1.07,589000,640690,-0.12,14
107/10/26,1.08,1.13,1.08,1.13,124000,135030,+0.06,3
107/10/29,1.11,1.11,1.09,1.10,104000,113850,-0.03,7
107/10/30,1.07,1.10,1.06,1.10,210000,228200,0.00,9
107/10/31,1.14,1.33,1.14,1.31,685000,845990,+0.21,16
107/11/01,1.38,1.58,1.36,1.49,756000,1080640,+0.18,23
107/11/02,1.60,1.67,1.56,1.67,463000,741770,+0.18,13
107/11/05,1.51,1.67,1.51,1.62,171000,265950,-0.05,9
107/11/06,1.69,1.71,1.47,1.47,49000,76150,-0.15,4
107/11/07,1.52,1.58,1.52,1.58,134000,210370,+0.11,8
107/11/08,1.66,1.66,1.66,1.66,118000,195880,+0.08,3
107/11/09,---,---,---,---,0,0,---,0
107/11/12,---,---,---,---,0,0,---,0
107/11/13,---,---,---,---,0,0,---,0
107/11/14,1.46,1.46,1.46,1.46,1000,1460,-0.20,1
107/11/15,---,---,---,---,0,0,---,0
107/11/16,---,---,---,---,0,0,---,0
107/11/19,1.47,1.49,1.47,1.49,18000,26690,+0.03,4
107/11/20,1.46,1.48,1.46,1.48,18000,26340,-0.01,2
107/11/21,---,---,---,---,0,0,---,0
107/11/22,1.53,1.53,1.53,1.53,3000,4590,+0.05,1
107/11/23,1.43,1.43,1.43,1.43,3000,4290,-0.10,1
107/11/26,---,---,---,---,0,0,---,0
107/11/27,1.36,1.39,1.36,1.39,17000,23370,-0.04,4
107/11/28,1.42,1.57,1.42,1.57,63000,93620,+0.18,8
107/11/29,1.70,1.88,1.70,1.80,70000,122000,+0.23,7
107/11/30,1.68,1.68,1.68,1.68,21000,35280,-0.12,2
107/12/03,1.93,2.12,1.93,2.07,30000,61200,+0.39,3
107/12/04,2.07,2.07,2.07,2.07,20000,41400,0.00,1
107/12/05,---,---,---,---,0,0,---,0
107/12/06,1.49,1.49,1.49,1.49,34000,50660,-0.58,1
107/12/07,1.64,1.64,1.55,1.55,68000,111340,+0.06,4
107/12/10,1.51,1.55,1.51,1.55,32000,48400,0.00,2
107/12/11,1.66,1.66,1.66,1.66,6000,9960,+0.11,2
107/12/12,1.71,1.71,1.60,1.60,104000,166840,-0.06,2
107/12/13,1.63,1.64,1.63,1.64,80000,130430,+0.04,3
107/12/14,1.63,1.65,1.63,1.65,90000,146900,+0.01,3
107/12/17,1.64,1.64,1.51,1.51,12000,19420,-0.14,2
107/12/18,1.38,1.38,1.31,1.31,6000,8070,-0.20,2
107/12/19,---,---,---,---,0,0,---,0
107/12/20,1.30,1.30,1.25,1.25,7000,8860,-0.02,3
107/12/21,---,---,---,---,0,0,---,0
107/12/22,---,---,---,---,0,0,---,0
107/12/24,1.24,1.34,1.24,1.34,66000,83120,+0.06,3
107/12/25,1.31,1.31,1.31,1.31,16000,20960,-0.03,1
107/12/26,1.30,1.34,1.30,1.34,11000,14660,+0.03,2
107/12/27,---,---,---,---,0,0,---,0
107/12/28,1.35,1.35,1.35,1.35,149000,201150,+0.01,2
108/01/02,1.44,1.44,1.44,1.44,9000,12960,+0.09,1
108/01/03,---,---,---,---,0,0,---,0
108/01/04,---,---,---,---,0,0,---,0
108/01/07,---,---,---,---,0,0,---,0
