107/11/19,1.16,1.20,1.16,1.20,2000,2360,-0.05,2
107/11/20,1.20,1.20,1.20,1.20,2000,2400,0.00,1
107/11/21,---,---,---,---,0,0,---,0
107/11/22,---,---,---,---,0,0,---,0
107/11/23,---,---,---,---,0,0,---,0
107/11/26,1.31,1.31,1.31,1.31,5000,6550,+0.12,1
107/11/27,1.28,1.59,1.28,1.59,88000,130220,+0.28,7
107/11/28,1.59,1.93,1.59,1.85,117000,197180,+0.26,11
107/11/29,1.86,1.89,1.85,1.85,64000,119440,0.00,5
107/11/30,1.88,1.98,1.87,1.98,8000,15130,+0.13,3
107/12/03,2.17,2.40,2.14,2.14,46000,104260,+0.16,5
107/12/04,1.99,1.99,1.96,1.99,13000,25780,-0.15,4
107/12/05,1.77,1.77,1.73,1.73,8000,13960,-0.26,2
107/12/06,1.72,1.72,1.72,1.72,5000,8600,-0.01,1
107/12/07,1.50,1.50,1.50,1.50,5000,7500,-0.22,1
107/12/10,---,---,---,---,0,0,---,0
107/12/11,1.39,1.39,1.39,1.39,5000,6950,+0.07,1
107/12/12,1.44,1.48,1.44,1.48,10000,14600,+0.09,2
107/12/13,1.41,1.41,1.41,1.41,10000,14100,-0.07,1
107/12/14,1.35,1.35,1.22,1.22,34000,43200,-0.19,4
107/12/17,1.33,1.36,1.33,1.35,54000,73120,+0.13,3
107/12/18,1.37,1.39,1.37,1.39,30000,41300,+0.04,2
107/12/19,1.26,1.26,1.26,1.26,10000,12600,-0.13,1
107/12/20,1.15,1.15,1.15,1.15,20000,23000,-0.11,1
107/12/21,0.95,0.95,0.94,0.94,20000,18900,-0.21,2
107/12/22,---,---,---,---,0,0,---,0
107/12/24,---,---,---,---,0,0,---,0
107/12/25,0.80,0.83,0.80,0.83,140000,115000,-0.15,3
107/12/26,0.87,0.87,0.77,0.77,110000,85700,-0.06,2
107/12/27,0.84,0.84,0.84,0.84,10000,8400,+0.07,1
107/12/28,---,---,---,---,0,0,---,0
108/01/02,---,---,---,---,0,0,---,0
108/01/03,---,---,---,---,0,0,---,0
108/01/04,0.59,0.59,0.59,0.59,85000,50150,+0.01,1
108/01/07,0.70,0.70,0.69,0.69,85000,59250,+0.10,4
108/01/08,---,---,---,---,0,0,---,0
108/01/09,---,---,---,---,0,0,---,0
108/01/10,---,---,---,---,0,0,---,0
108/01/11,0.95,0.95,0.95,0.95,4000,3800,+0.06,1
108/01/14,---,---,---,---,0,0,---,0
108/01/15,---,---,---,---,0,0,---,0
108/01/16,---,---,---,---,0,0,---,0
108/01/17,---,---,---,---,0,0,---,0
108/01/18,---,---,---,---,0,0,---,0
108/01/21,---,---,---,---,0,0,---,0
108/01/22,---,---,---,---,0,0,---,0
108/01/23,---,---,---,---,0,0,---,0
108/01/24,---,---,---,---,0,0,---,0
108/01/25,---,---,---,---,0,0,---,0
108/01/28,---,---,---,---,0,0,---,0
108/01/29,---,---,---,---,0,0,---,0
108/01/30,0.74,0.74,0.74,0.74,4000,2960,+0.01,1
108/02/11,---,---,---,---,0,0,---,0
108/02/12,---,---,---,---,0,0,---,0
108/02/13,1.22,1.28,1.22,1.28,30000,37150,+0.27,3
108/02/14,1.28,1.45,1.28,1.45,136000,188110,+0.17,12
108/02/15,1.28,1.39,1.28,1.37,263000,352840,-0.08,16
108/02/18,1.50,1.51,1.44,1.44,188000,277970,+0.07,13
108/02/19,1.35,1.35,1.32,1.32,10000,13350,-0.12,2
108/02/20,1.38,1.38,1.37,1.37,31000,42670,+0.05,3
108/02/21,1.25,1.25,1.21,1.22,61000,75350,-0.15,5
108/02/22,1.22,1.30,1.22,1.27,12000,15250,+0.05,4
108/02/25,1.08,1.08,1.08,1.08,22000,23760,-0.19,1
108/02/26,1.20,1.30,1.20,1.27,74000,90700,+0.19,5
108/02/27,1.03,1.03,1.03,1.03,100000,103000,-0.24,1
108/03/04,---,---,---,---,0,0,---,0
108/03/05,0.94,0.94,0.94,0.94,15000,14100,-0.06,1
108/03/06,0.98,0.99,0.97,0.97,54000,53130,+0.03,4
108/03/07,0.91,0.91,0.75,0.75,49000,42390,-0.22,3
108/03/08,---,---,---,---,0,0,---,0
108/03/11,---,---,---,---,0,0,---,0
108/03/12,---,---,---,---,0,0,---,0
108/03/13,---,---,---,---,0,0,---,0
108/03/14,---,---,---,---,0,0,---,0
108/03/15,0.66,0.66,0.66,0.66,10000,6600,+0.05,1
108/03/18,---,---,---,---,0,0,---,0
108/03/19,---,---,---,---,0,0,---,0
108/03/20,---,---,---,---,0,0,---,0
108/03/21,---,---,---,---,0,0,---,0
108/03/22,0.69,0.70,0.69,0.70,200000,139000,+0.02,2
108/03/25,0.52,0.54,0.52,0.54,210000,109800,-0.16,7
108/03/26,---,---,---,---,0,0,---,0
108/03/27,0.50,0.50,0.50,0.50,10000,5000,-0.04,1
108/03/28,---,---,---,---,0,0,---,0
108/03/29,0.53,0.53,0.53,0.53,200000,106000,+0.01,1
108/04/01,0.60,0.61,0.59,0.59,200000,119800,+0.06,7
108/04/02,0.79,0.79,0.79,0.79,1000,790,+0.20,1
108/04/03,---,---,---,---,0,0,---,0
108/04/08,---,---,---,---,0,0,---,0
108/04/09,0.94,0.97,0.94,0.97,2000,1910,+0.13,2
108/04/10,---,---,---,---,0,0,---,0
108/04/11,0.90,0.90,0.90,0.90,200000,180000,+0.01,1
108/04/12,0.67,0.69,0.66,0.66,200000,135900,-0.24,6
108/04/15,0.69,0.69,0.69,0.69,200000,138000,+0.03,1
108/04/16,0.76,0.78,0.74,0.76,200000,151800,+0.07,9
