107/08/21,---,---,---,---,0,0,---,0
107/08/22,---,---,---,---,0,0,---,0
107/08/23,---,---,---,---,0,0,---,0
107/08/24,1.47,1.55,1.47,1.55,342000,518980,+0.11,5
107/08/27,1.52,1.52,1.48,1.48,342000,507760,-0.07,2
107/08/28,1.42,1.43,1.42,1.43,225000,320620,-0.05,2
107/08/29,1.37,1.45,1.37,1.45,378000,528630,+0.02,5
107/08/30,1.24,1.24,1.18,1.18,193000,236690,-0.27,6
107/08/31,1.29,1.33,1.29,1.32,501000,659140,+0.14,8
107/09/03,1.38,1.68,1.38,1.67,1206000,1768000,+0.35,25
107/09/04,1.60,1.81,1.60,1.63,1219000,2059410,-0.04,25
107/09/05,1.61,1.69,1.56,1.66,862000,1365410,+0.03,10
107/09/06,1.64,1.70,1.49,1.51,97000,161000,-0.15,8
107/09/07,1.42,1.86,1.42,1.84,868000,1395100,+0.33,30
107/09/10,2.04,2.28,2.01,2.28,463000,954260,+0.44,21
107/09/11,2.22,2.33,2.00,2.08,500000,1113340,-0.20,22
107/09/12,2.17,2.41,2.15,2.35,795000,1800790,+0.27,24
107/09/13,2.30,2.57,2.23,2.52,816000,1892440,+0.17,37
107/09/14,2.36,2.44,2.05,2.05,659000,1536500,-0.47,24
107/09/17,2.04,2.16,1.97,2.16,241000,484870,+0.11,9
107/09/18,2.25,2.38,2.24,2.34,840000,1968070,+0.18,21
107/09/19,2.21,2.35,2.16,2.32,1107000,2446850,-0.02,19
107/09/20,2.19,2.19,2.15,2.17,21000,45480,-0.15,4
107/09/21,1.81,1.81,1.74,1.74,901000,1617430,-0.43,15
107/09/25,1.68,1.68,1.40,1.40,31000,47640,-0.34,5
107/09/26,1.88,1.97,1.86,1.86,31000,58750,+0.46,5
107/09/27,2.01,2.19,2.01,2.19,28000,59830,+0.33,4
107/09/28,2.06,2.11,1.84,1.94,185000,381110,-0.25,14
107/10/01,1.96,1.98,1.91,1.91,166000,320260,-0.03,5
107/10/02,1.91,1.94,1.88,1.93,151000,290710,+0.02,7
107/10/03,1.95,2.25,1.93,2.22,398000,822540,+0.29,28
107/10/04,2.25,2.32,2.24,2.32,181000,408430,+0.10,5
107/10/05,2.50,2.83,2.50,2.83,345000,916480,+0.51,24
107/10/08,2.97,3.34,2.79,3.29,376000,1131990,+0.46,24
107/10/09,3.25,3.44,2.97,2.97,119000,391240,-0.32,18
107/10/11,3.41,3.49,3.25,3.37,163000,544260,+0.40,18
107/10/12,3.30,3.30,3.11,3.19,21000,66340,-0.18,4
107/10/15,3.09,3.10,3.01,3.01,110000,338000,-0.18,6
107/10/16,2.83,2.95,2.74,2.95,91000,255750,-0.06,5
107/10/17,2.88,2.88,2.88,2.88,20000,57600,-0.07,1
107/10/18,2.85,2.86,2.85,2.86,109000,311140,-0.02,2
107/10/19,3.14,3.24,3.12,3.24,171000,546360,+0.38,20
107/10/22,3.48,3.48,3.00,3.00,117000,380390,-0.24,6
107/10/23,3.10,3.21,3.10,3.21,256000,814020,+0.21,26
107/10/24,3.21,3.38,3.17,3.26,357000,1169880,+0.05,38
107/10/25,3.95,4.05,3.89,4.02,192000,757160,+0.76,19
107/10/26,3.90,4.43,3.90,4.43,183000,753660,+0.41,17
107/10/29,4.28,4.33,3.87,3.87,176000,741930,-0.56,17
