107/07/26,0.77,0.77,0.77,0.77,7000,5390,0.00,2
107/07/27,---,---,---,---,0,0,---,0
107/07/30,0.76,0.76,0.75,0.75,39000,29550,-0.02,2
107/07/31,0.76,0.76,0.75,0.75,23000,17270,0.00,2
107/08/01,0.75,0.76,0.74,0.74,101000,75890,-0.01,11
107/08/02,0.74,0.75,0.74,0.74,373000,279220,0.00,16
107/08/03,0.75,0.80,0.74,0.80,2178000,1679390,+0.06,97
107/08/06,0.80,0.83,0.78,0.81,2202000,1776080,+0.01,92
107/08/07,0.80,0.80,0.79,0.79,1009000,803350,-0.02,9
107/08/08,0.80,0.80,0.78,0.78,95000,75660,-0.01,4
107/08/09,0.78,0.78,0.77,0.77,8000,6170,-0.01,2
107/08/10,0.75,0.75,0.75,0.75,8000,6000,-0.02,2
107/08/13,0.75,0.75,0.75,0.75,5000,3750,0.00,1
107/08/14,---,---,---,---,0,0,---,0
107/08/15,---,---,---,---,0,0,---,0
107/08/16,---,---,---,---,0,0,---,0
107/08/17,0.68,0.68,0.68,0.68,5000,3400,0.00,1
107/08/20,0.68,0.68,0.68,0.68,5000,3400,0.00,1
107/08/21,---,---,---,---,0,0,---,0
107/08/22,---,---,---,---,0,0,---,0
107/08/23,---,---,---,---,0,0,---,0
107/08/24,---,---,---,---,0,0,---,0
107/08/27,0.64,0.64,0.63,0.63,16000,10140,-0.01,2
107/08/28,0.64,0.65,0.64,0.65,66000,42300,+0.02,3
107/08/29,0.66,0.66,0.66,0.66,50000,33000,+0.01,1
107/08/30,0.67,0.67,0.67,0.67,90000,60300,+0.01,1
107/08/31,0.67,0.69,0.67,0.69,110000,74100,+0.02,2
107/09/03,0.71,0.71,0.71,0.71,10000,7100,+0.02,1
107/09/04,0.69,0.70,0.69,0.69,65000,44900,-0.02,3
107/09/05,0.69,0.70,0.69,0.70,55000,38000,+0.01,2
107/09/06,---,---,---,---,0,0,---,0
107/09/07,---,---,---,---,0,0,---,0
107/09/10,0.69,0.71,0.69,0.71,70000,49300,0.00,3
107/09/11,0.73,0.73,0.72,0.72,171000,123620,+0.01,4
107/09/12,0.72,0.72,0.70,0.71,116000,82630,-0.01,3
107/09/13,0.73,0.73,0.71,0.71,25000,18000,0.00,5
107/09/14,0.72,0.73,0.72,0.73,383000,277990,+0.02,11
107/09/17,0.73,0.80,0.71,0.79,951000,711270,+0.06,36
107/09/18,0.81,0.82,0.71,0.72,679000,517750,-0.07,27
107/09/19,0.75,0.75,0.71,0.75,337000,250160,+0.03,13
107/09/20,0.74,0.75,0.72,0.72,188000,138630,-0.03,8
107/09/21,0.75,0.75,0.72,0.72,139000,102580,0.00,7
107/09/25,0.74,0.75,0.71,0.72,276000,202820,0.00,13
107/09/26,0.72,0.73,0.70,0.73,262000,186350,+0.01,11
107/09/27,0.71,0.71,0.70,0.70,145000,102850,-0.03,7
107/09/28,0.69,0.69,0.69,0.69,60000,41400,-0.01,6
107/10/01,0.64,0.64,0.64,0.64,56000,35840,-0.05,2
107/10/02,---,---,---,---,0,0,---,0
107/10/03,0.63,0.63,0.61,0.62,57000,35570,-0.02,5
107/10/04,0.61,0.61,0.61,0.61,150000,91500,-0.01,1
107/10/05,0.57,0.57,0.57,0.57,10000,5700,-0.04,1
107/10/08,---,---,---,---,0,0,---,0
107/10/09,0.51,0.51,0.51,0.51,3000,1530,-0.03,1
107/10/11,0.42,0.42,0.42,0.42,5000,2100,-0.09,1
107/10/12,---,---,---,---,0,0,---,0
107/10/15,---,---,---,---,0,0,---,0
107/10/16,0.36,0.36,0.36,0.36,3000,1080,-0.03,1
107/10/17,---,---,---,---,0,0,---,0
107/10/18,0.40,0.40,0.40,0.40,20000,8000,+0.03,1
107/10/19,0.38,0.39,0.38,0.39,35000,13450,-0.01,2
107/10/22,0.40,0.40,0.39,0.39,15000,5920,0.00,3
107/10/23,---,---,---,---,0,0,---,0
107/10/24,0.40,0.42,0.40,0.42,67000,27000,+0.02,3
107/10/25,0.38,0.38,0.38,0.38,7000,2660,-0.04,1
107/10/26,0.35,0.35,0.35,0.35,5000,1750,-0.03,1
107/10/29,---,---,---,---,0,0,---,0
107/10/30,---,---,---,---,0,0,---,0
107/10/31,0.22,0.22,0.22,0.22,50000,11000,-0.01,1
107/11/01,0.22,0.27,0.22,0.26,1732000,419120,+0.04,45
107/11/02,0.24,0.27,0.24,0.24,1232000,306170,-0.02,36
107/11/05,0.24,0.24,0.24,0.24,150000,36000,0.00,5
107/11/06,0.24,0.24,0.24,0.24,70000,16800,0.00,2
107/11/07,0.26,0.26,0.26,0.26,20000,5200,+0.02,1
107/11/08,0.29,0.29,0.27,0.27,220000,62200,+0.01,6
107/11/09,---,---,---,---,0,0,---,0
107/11/12,---,---,---,---,0,0,---,0
107/11/13,0.21,0.21,0.21,0.21,130000,27300,-0.04,1
107/11/14,---,---,---,---,0,0,---,0
107/11/15,---,---,---,---,0,0,---,0
107/11/16,0.23,0.23,0.23,0.23,5000,1150,-0.01,1
107/11/19,---,---,---,---,0,0,---,0
107/11/20,---,---,---,---,0,0,---,0
107/11/21,0.21,0.21,0.21,0.21,30000,6300,-0.01,1
107/11/22,---,---,---,---,0,0,---,0
107/11/23,---,---,---,---,0,0,---,0
107/11/26,---,---,---,---,0,0,---,0
107/11/27,---,---,---,---,0,0,---,0
107/11/28,0.21,0.21,0.21,0.21,50000,10500,-0.01,1
107/11/29,---,---,---,---,0,0,---,0
107/11/30,---,---,---,---,0,0,---,0
107/12/03,0.24,0.24,0.24,0.24,50000,12000,+0.01,1
107/12/04,---,---,---,---,0,0,---,0
107/12/05,---,---,---,---,0,0,---,0
107/12/06,---,---,---,---,0,0,---,0
107/12/07,---,---,---,---,0,0,---,0
107/12/10,---,---,---,---,0,0,---,0
107/12/11,---,---,---,---,0,0,---,0
107/12/12,---,---,---,---,0,0,---,0
107/12/13,---,---,---,---,0,0,---,0
107/12/14,---,---,---,---,0,0,---,0
107/12/17,---,---,---,---,0,0,---,0
107/12/18,---,---,---,---,0,0,---,0
107/12/19,---,---,---,---,0,0,---,0
107/12/20,---,---,---,---,0,0,---,0
107/12/21,---,---,---,---,0,0,---,0
107/12/22,---,---,---,---,0,0,---,0
107/12/24,---,---,---,---,0,0,---,0
107/12/25,---,---,---,---,0,0,---,0
107/12/26,---,---,---,---,0,0,---,0
107/12/27,---,---,---,---,0,0,---,0
107/12/28,---,---,---,---,0,0,---,0
108/01/02,---,---,---,---,0,0,---,0
108/01/03,---,---,---,---,0,0,---,0
108/01/04,---,---,---,---,0,0,---,0
108/01/07,---,---,---,---,0,0,---,0
108/01/08,---,---,---,---,0,0,---,0
108/01/09,---,---,---,---,0,0,---,0
108/01/10,---,---,---,---,0,0,---,0
108/01/11,---,---,---,---,0,0,---,0
108/01/14,---,---,---,---,0,0,---,0
108/01/15,---,---,---,---,0,0,---,0
108/01/16,---,---,---,---,0,0,---,0
108/01/17,0.26,0.27,0.24,0.26,396000,102060,-0.01,40
108/01/18,---,---,---,---,0,0,---,0
108/01/21,0.19,0.26,0.19,0.26,546000,114240,0.00,2
108/01/22,---,---,---,---,0,0,---,0
108/01/23,---,---,---,---,0,0,---,0
