107/10/29,1.40,1.40,1.40,1.40,36000,50400,-0.11,2
107/10/30,1.39,1.44,1.39,1.44,87000,125130,+0.04,5
107/10/31,1.45,1.45,1.40,1.40,49000,68650,-0.04,4
107/11/01,1.31,1.31,1.31,1.31,5000,6550,-0.09,1
107/11/02,1.23,1.26,1.23,1.24,349000,437690,-0.07,8
107/11/05,1.24,1.25,1.23,1.23,348000,434820,-0.01,7
107/11/06,1.23,1.36,1.23,1.36,625000,813790,+0.13,50
107/11/07,1.32,1.33,1.29,1.29,616000,807010,-0.07,17
107/11/08,1.20,1.20,1.14,1.14,72000,85160,-0.15,9
107/11/09,1.11,1.16,1.08,1.16,605000,682600,+0.02,45
107/11/12,1.13,1.14,1.09,1.09,670000,738510,-0.07,14
107/11/13,1.17,1.17,1.10,1.10,309000,355270,+0.01,34
107/11/14,1.11,1.12,1.04,1.04,443000,476870,-0.06,11
107/11/15,1.10,1.14,1.10,1.14,365000,409920,+0.10,35
107/11/16,1.06,1.12,1.06,1.12,442000,483270,-0.02,12
107/11/19,1.10,1.13,1.10,1.13,187000,207200,+0.01,6
107/11/20,1.14,1.14,1.13,1.13,28000,31870,0.00,2
107/11/21,1.15,1.15,1.15,1.15,15000,17250,+0.02,1
107/11/22,1.10,1.10,1.10,1.10,15000,16500,-0.05,1
107/11/23,1.08,1.08,1.08,1.08,127000,137160,-0.02,4
107/11/26,1.05,1.07,1.05,1.07,127000,135630,-0.01,3
107/11/27,---,---,---,---,0,0,---,0
107/11/28,1.01,1.01,1.01,1.01,119000,120190,+0.02,3
107/11/29,0.99,1.04,0.99,1.04,251000,253660,+0.03,7
107/11/30,1.06,1.09,1.03,1.03,269000,284950,-0.01,7
107/12/03,0.93,0.95,0.93,0.93,137000,128780,-0.10,4
107/12/04,---,---,---,---,0,0,---,0
107/12/05,1.00,1.00,0.98,0.98,155000,153500,+0.03,9
107/12/06,0.85,0.86,0.84,0.86,160000,136610,-0.12,4
107/12/07,0.94,0.94,0.92,0.92,65000,60900,+0.06,4
107/12/10,0.92,0.92,0.92,0.92,65000,59800,0.00,4
107/12/11,0.90,0.90,0.90,0.90,27000,24300,-0.02,1
107/12/12,0.86,0.86,0.86,0.86,27000,23220,-0.04,1
107/12/13,---,---,---,---,0,0,---,0
107/12/14,0.80,0.82,0.80,0.82,110000,89100,+0.02,3
107/12/17,0.77,0.77,0.77,0.77,110000,84700,-0.05,1
107/12/18,0.80,0.80,0.80,0.80,200000,160000,+0.03,3
107/12/19,0.79,0.91,0.79,0.91,275000,231000,+0.11,5
107/12/20,0.84,0.84,0.84,0.84,276000,231840,-0.07,5
107/12/21,0.84,0.84,0.84,0.84,55000,46200,0.00,1
107/12/22,0.83,0.83,0.83,0.83,55000,45650,-0.01,1
107/12/24,---,---,---,---,0,0,---,0
107/12/25,---,---,---,---,0,0,---,0
107/12/26,0.70,0.74,0.69,0.71,297000,209020,-0.08,12
107/12/27,0.64,0.64,0.61,0.61,298000,186070,-0.10,15
107/12/28,0.59,0.60,0.56,0.60,490000,283580,-0.01,15
108/01/02,0.55,0.55,0.51,0.52,401000,208140,-0.08,14
108/01/03,0.53,0.53,0.50,0.53,610000,315430,+0.01,18
108/01/04,0.57,0.57,0.52,0.52,440000,228900,-0.01,2
108/01/07,0.51,0.56,0.51,0.56,148000,79800,+0.04,9
108/01/08,0.50,0.50,0.47,0.47,13000,6470,-0.09,2
108/01/09,0.50,0.55,0.50,0.55,323000,168920,+0.08,10
108/01/10,0.50,0.52,0.47,0.52,575000,274460,-0.03,5
108/01/11,0.47,0.47,0.47,0.47,55000,25850,-0.05,2
108/01/14,0.48,0.48,0.48,0.48,116000,55680,+0.01,1
108/01/15,0.48,0.48,0.48,0.48,210000,100800,0.00,3
108/01/16,0.45,0.45,0.44,0.44,99000,44500,-0.04,2
108/01/17,---,---,---,---,0,0,---,0
108/01/18,---,---,---,---,0,0,---,0
108/01/21,0.38,0.38,0.38,0.38,58000,22040,0.00,1
108/01/22,0.37,0.38,0.37,0.38,174000,65540,0.00,3
108/01/23,0.35,0.35,0.30,0.30,121000,40760,-0.08,3
108/01/24,0.29,0.29,0.29,0.29,1000,290,-0.01,1
108/01/25,---,---,---,---,0,0,---,0
108/01/28,---,---,---,---,0,0,---,0
108/01/29,---,---,---,---,0,0,---,0
108/01/30,---,---,---,---,0,0,---,0
108/02/11,---,---,---,---,0,0,---,0
108/02/12,---,---,---,---,0,0,---,0
108/02/13,---,---,---,---,0,0,---,0
108/02/14,---,---,---,---,0,0,---,0
108/02/15,---,---,---,---,0,0,---,0
108/02/18,---,---,---,---,0,0,---,0
108/02/19,---,---,---,---,0,0,---,0
108/02/20,---,---,---,---,0,0,---,0
108/02/21,---,---,---,---,0,0,---,0
108/02/22,---,---,---,---,0,0,---,0
108/02/25,---,---,---,---,0,0,---,0
108/02/26,---,---,---,---,0,0,---,0
108/02/27,---,---,---,---,0,0,---,0
108/03/04,---,---,---,---,0,0,---,0
108/03/05,---,---,---,---,0,0,---,0
108/03/06,---,---,---,---,0,0,---,0
108/03/07,---,---,---,---,0,0,---,0
108/03/08,---,---,---,---,0,0,---,0
108/03/11,---,---,---,---,0,0,---,0
108/03/12,---,---,---,---,0,0,---,0
108/03/13,---,---,---,---,0,0,---,0
108/03/14,---,---,---,---,0,0,---,0
108/03/15,---,---,---,---,0,0,---,0
108/03/18,---,---,---,---,0,0,---,0
108/03/19,---,---,---,---,0,0,---,0
108/03/20,---,---,---,---,0,0,---,0
108/03/21,---,---,---,---,0,0,---,0
108/03/22,---,---,---,---,0,0,---,0
108/03/25,---,---,---,---,0,0,---,0
108/03/26,---,---,---,---,0,0,---,0
108/03/27,---,---,---,---,0,0,---,0
108/03/28,---,---,---,---,0,0,---,0
108/03/29,---,---,---,---,0,0,---,0
108/04/01,---,---,---,---,0,0,---,0
108/04/02,---,---,---,---,0,0,---,0
108/04/03,---,---,---,---,0,0,---,0
108/04/08,---,---,---,---,0,0,---,0
108/04/09,---,---,---,---,0,0,---,0
108/04/10,---,---,---,---,0,0,---,0
108/04/11,---,---,---,---,0,0,---,0
108/04/12,---,---,---,---,0,0,---,0
108/04/15,---,---,---,---,0,0,---,0
108/04/16,---,---,---,---,0,0,---,0
108/04/17,---,---,---,---,0,0,---,0
108/04/18,---,---,---,---,0,0,---,0
108/04/19,---,---,---,---,0,0,---,0
108/04/22,---,---,---,---,0,0,---,0
108/04/23,---,---,---,---,0,0,---,0
108/04/24,---,---,---,---,0,0,---,0
108/04/25,---,---,---,---,0,0,---,0
