108/04/09,1.90,1.90,1.90,1.90,4000,7600,0.00,1
108/04/10,1.89,1.89,1.89,1.89,4000,7560,-0.01,1
108/04/11,1.60,1.60,1.54,1.54,17000,26630,-0.35,3
108/04/12,1.54,1.62,1.54,1.57,32000,50160,+0.03,5
108/04/15,1.51,1.68,1.51,1.60,471000,766670,+0.03,16
108/04/16,1.45,1.47,1.39,1.42,675000,961120,-0.18,14
108/04/17,1.52,1.52,1.52,1.52,228000,346560,+0.10,1
108/04/18,---,---,---,---,0,0,---,0
108/04/19,1.43,1.43,1.43,1.43,100000,143000,0.00,1
108/04/22,1.32,1.32,1.32,1.32,20000,26400,-0.11,1
108/04/23,1.38,1.46,1.38,1.46,639000,901450,+0.14,8
108/04/24,1.41,1.45,1.41,1.45,639000,906840,-0.01,9
108/04/25,---,---,---,---,0,0,---,0
108/04/26,---,---,---,---,0,0,---,0
108/04/29,1.36,1.36,1.28,1.28,230000,307000,-0.02,6
108/04/30,1.23,1.28,1.23,1.26,522000,655060,-0.02,7
108/05/02,1.23,1.27,1.23,1.26,542000,678470,0.00,6
108/05/03,1.29,1.37,1.29,1.37,595000,787850,+0.11,8
108/05/06,1.25,1.32,1.24,1.27,505000,643900,-0.10,13
108/05/07,1.28,1.32,1.28,1.32,315000,406800,+0.05,4
108/05/08,1.26,1.28,1.25,1.28,378000,477630,-0.04,5
108/05/09,1.26,1.26,1.16,1.16,364000,440540,-0.12,5
108/05/10,1.17,1.17,1.13,1.13,300000,345000,-0.03,2
108/05/13,1.15,1.15,1.09,1.10,462000,515560,-0.03,5
108/05/14,0.83,0.90,0.83,0.88,692000,608920,-0.22,9
108/05/15,0.96,1.05,0.96,1.05,960000,965500,+0.17,13
108/05/16,0.98,1.04,0.98,1.01,820000,828130,-0.04,8
108/05/17,0.99,1.06,0.95,0.95,530000,544400,-0.06,6
108/05/20,0.85,0.89,0.81,0.83,540000,460200,-0.12,5
108/05/21,0.82,0.86,0.82,0.84,770000,647200,+0.01,7
108/05/22,0.88,0.90,0.86,0.86,660000,581200,+0.02,5
108/05/23,0.68,0.68,0.66,0.66,480000,321200,-0.20,5
108/05/24,0.64,0.67,0.64,0.67,530000,349100,+0.01,5
108/05/27,0.62,0.64,0.62,0.62,500000,315400,-0.05,4
108/05/28,0.56,0.58,0.56,0.57,480000,273900,-0.05,5
108/05/29,0.50,0.50,0.50,0.50,525000,262500,-0.07,6
108/05/30,0.49,0.55,0.49,0.53,675000,359750,+0.03,7
108/05/31,0.52,0.57,0.52,0.57,880000,476190,+0.04,11
108/06/03,0.51,0.56,0.51,0.56,520000,280640,-0.01,4
108/06/04,0.55,0.55,0.55,0.55,10000,5500,-0.01,1
108/06/05,---,---,---,---,0,0,---,0
108/06/06,---,---,---,---,0,0,---,0
108/06/10,---,---,---,---,0,0,---,0
108/06/11,0.57,0.57,0.57,0.57,40000,22800,+0.05,2
108/06/12,---,---,---,---,0,0,---,0
108/06/13,---,---,---,---,0,0,---,0
108/06/14,0.56,0.56,0.56,0.56,36000,20160,+0.01,1
108/06/17,0.53,0.53,0.53,0.53,46000,24380,-0.03,2
108/06/18,---,---,---,---,0,0,---,0
108/06/19,---,---,---,---,0,0,---,0
108/06/20,0.57,0.60,0.57,0.60,365000,208910,+0.07,6
108/06/21,0.62,0.63,0.60,0.61,926000,561490,+0.01,15
108/06/24,0.53,0.54,0.53,0.53,533000,283490,-0.08,4
108/06/25,0.54,0.54,0.52,0.52,150000,80000,-0.01,2
108/06/26,0.50,0.50,0.50,0.50,50000,25000,-0.02,1
108/06/27,0.54,0.55,0.54,0.55,228000,125120,+0.05,3
108/06/28,0.60,0.64,0.59,0.61,772000,478200,+0.06,20
108/07/01,0.61,0.75,0.59,0.73,626000,385120,+0.12,10
108/07/02,0.70,0.72,0.70,0.72,536000,381330,-0.01,6
108/07/03,0.75,0.75,0.69,0.69,209000,147810,-0.03,3
108/07/04,0.69,0.69,0.69,0.69,110000,75900,0.00,1
108/07/05,---,---,---,---,0,0,---,0
108/07/08,---,---,---,---,0,0,---,0
108/07/09,---,---,---,---,0,0,---,0
108/07/10,---,---,---,---,0,0,---,0
108/07/11,---,---,---,---,0,0,---,0
108/07/12,---,---,---,---,0,0,---,0
108/07/15,---,---,---,---,0,0,---,0
108/07/16,---,---,---,---,0,0,---,0
108/07/17,---,---,---,---,0,0,---,0
108/07/18,0.56,0.56,0.56,0.56,10000,5600,-0.04,1
108/07/19,---,---,---,---,0,0,---,0
108/07/22,---,---,---,---,0,0,---,0
108/07/23,---,---,---,---,0,0,---,0
108/07/24,0.67,0.68,0.67,0.68,363000,245310,+0.08,6
108/07/25,0.71,0.71,0.67,0.68,475000,321980,0.00,17
108/07/26,0.64,0.64,0.64,0.64,100000,64000,-0.04,2
108/07/29,0.61,0.64,0.60,0.64,403000,244920,0.00,4
108/07/30,---,---,---,---,0,0,---,0
108/07/31,0.57,0.57,0.57,0.57,27000,15390,0.00,2
108/08/01,---,---,---,---,0,0,---,0
108/08/02,0.43,0.43,0.43,0.43,198000,85140,-0.12,1
108/08/05,---,---,---,---,0,0,---,0
