108/03/04,1.90,2.03,1.89,2.02,265000,519800,0.00,14
108/03/05,2.03,2.04,1.97,2.00,255000,513050,-0.02,22
108/03/06,1.89,1.96,1.89,1.95,218000,420560,-0.05,10
108/03/07,1.88,1.88,1.73,1.74,240000,441290,-0.21,15
108/03/08,1.68,1.68,1.68,1.68,1000,1680,-0.06,1
108/03/11,---,---,---,---,0,0,---,0
108/03/12,1.74,1.79,1.72,1.77,310000,544600,+0.07,20
108/03/13,1.77,1.79,1.73,1.73,323000,564970,-0.04,21
108/03/14,1.59,1.59,1.56,1.56,300000,474000,-0.17,8
108/03/15,1.54,1.62,1.54,1.59,600000,955000,+0.03,5
108/03/18,1.57,1.61,1.52,1.53,950000,1497500,-0.06,9
108/03/19,1.59,1.63,1.54,1.63,795000,1280570,+0.10,25
108/03/20,1.58,1.59,1.54,1.54,515000,801520,-0.09,12
108/03/21,1.56,1.70,1.56,1.70,1080000,1751750,+0.16,19
108/03/22,1.70,1.78,1.60,1.61,1363000,2329440,-0.09,35
108/03/25,1.51,1.56,1.49,1.50,1046000,1607990,-0.11,21
108/03/26,1.55,1.56,1.53,1.53,565000,878650,+0.03,3
108/03/27,1.52,1.53,1.51,1.53,311000,472130,0.00,8
108/03/28,1.56,1.60,1.54,1.55,747000,1165510,+0.02,35
108/03/29,1.56,1.61,1.56,1.61,1005000,1599250,+0.06,9
108/04/01,1.65,1.81,1.65,1.71,842000,1444730,+0.10,19
108/04/02,1.67,1.67,1.64,1.64,889000,1472550,-0.07,30
108/04/03,1.68,1.88,1.68,1.84,972000,1715520,+0.20,20
108/04/08,1.90,1.94,1.82,1.82,500000,939110,-0.02,18
108/04/09,1.74,1.79,1.74,1.75,506000,895790,-0.07,16
108/04/10,1.75,1.75,1.70,1.71,540000,940100,-0.04,4
108/04/11,1.73,1.73,1.61,1.61,621000,1054630,-0.10,18
108/04/12,1.58,1.65,1.55,1.55,1091000,1758340,-0.06,11
108/04/15,1.55,1.64,1.54,1.63,501000,816400,+0.08,10
108/04/16,1.60,1.67,1.58,1.67,127000,204860,+0.04,4
108/04/17,1.68,1.81,1.65,1.74,155000,267100,+0.07,16
108/04/18,1.67,1.78,1.59,1.73,381000,659170,-0.01,15
108/04/19,1.79,2.11,1.79,1.90,809000,1553320,+0.17,38
108/04/22,1.86,1.92,1.81,1.81,440000,825980,-0.09,25
108/04/23,1.88,1.88,1.79,1.79,235000,425160,-0.02,7
108/04/24,1.74,1.93,1.74,1.90,660000,1241080,+0.11,26
108/04/25,1.93,1.99,1.83,1.84,714000,1359760,-0.06,33
108/04/26,1.82,1.82,1.68,1.70,507000,873580,-0.14,24
108/04/29,1.69,1.71,1.51,1.51,547000,919770,-0.19,8
108/04/30,1.38,1.45,1.38,1.42,455000,644050,-0.09,8
108/05/02,1.47,1.54,1.39,1.41,592000,850970,-0.01,13
108/05/03,1.46,1.49,1.46,1.46,630000,931150,+0.05,18
108/05/06,1.35,1.42,1.33,1.33,575000,797750,-0.13,17
108/05/07,1.38,1.38,1.34,1.36,680000,926200,+0.03,20
108/05/08,1.27,1.34,1.26,1.31,710000,932200,-0.05,23
108/05/09,1.21,1.24,1.16,1.17,600000,731200,-0.14,17
