107/04/09,1.05,1.07,1.05,1.07,7000,7450,0.00,2
107/04/10,0.86,0.88,0.86,0.88,10000,8660,-0.19,3
107/04/11,---,---,---,---,0,0,---,0
107/04/12,0.79,0.79,0.79,0.79,2000,1580,0.00,1
107/04/13,---,---,---,---,0,0,---,0
107/04/16,---,---,---,---,0,0,---,0
107/04/17,---,---,---,---,0,0,---,0
107/04/18,---,---,---,---,0,0,---,0
107/04/19,---,---,---,---,0,0,---,0
107/04/20,---,---,---,---,0,0,---,0
107/04/23,---,---,---,---,0,0,---,0
107/04/24,---,---,---,---,0,0,---,0
107/04/25,0.50,0.52,0.50,0.52,155000,80500,-0.08,2
107/04/26,0.55,0.55,0.55,0.55,160000,88000,+0.03,2
107/04/27,---,---,---,---,0,0,---,0
107/04/30,---,---,---,---,0,0,---,0
107/05/02,---,---,---,---,0,0,---,0
107/05/03,---,---,---,---,0,0,---,0
107/05/04,---,---,---,---,0,0,---,0
107/05/07,---,---,---,---,0,0,---,0
107/05/08,---,---,---,---,0,0,---,0
107/05/09,---,---,---,---,0,0,---,0
107/05/10,---,---,---,---,0,0,---,0
107/05/11,---,---,---,---,0,0,---,0
107/05/14,---,---,---,---,0,0,---,0
107/05/15,---,---,---,---,0,0,---,0
107/05/16,---,---,---,---,0,0,---,0
107/05/17,---,---,---,---,0,0,---,0
107/05/18,---,---,---,---,0,0,---,0
107/05/21,---,---,---,---,0,0,---,0
107/05/22,0.34,0.34,0.32,0.32,40000,13200,-0.06,2
107/05/23,0.29,0.29,0.20,0.20,355000,90300,-0.12,14
107/05/24,0.18,0.30,0.17,0.30,406000,97900,+0.10,16
107/05/25,0.39,0.43,0.39,0.41,143000,57500,+0.11,10
107/05/28,0.43,0.43,0.43,0.43,40000,17200,+0.02,1
107/05/29,---,---,---,---,0,0,---,0
107/05/30,---,---,---,---,0,0,---,0
107/05/31,---,---,---,---,0,0,---,0
107/06/01,---,---,---,---,0,0,---,0
107/06/04,---,---,---,---,0,0,---,0
107/06/05,---,---,---,---,0,0,---,0
107/06/06,---,---,---,---,0,0,---,0
107/06/07,---,---,---,---,0,0,---,0
107/06/08,---,---,---,---,0,0,---,0
107/06/11,---,---,---,---,0,0,---,0
107/06/12,0.50,0.50,0.49,0.49,70000,34500,0.00,2
107/06/13,0.62,0.62,0.62,0.62,1000,620,+0.13,1
107/06/14,0.64,0.64,0.62,0.62,15000,9340,0.00,2
107/06/15,0.62,0.62,0.62,0.62,100000,62000,0.00,1
107/06/19,0.62,0.62,0.52,0.52,119000,69280,-0.10,5
107/06/20,---,---,---,---,0,0,---,0
107/06/21,---,---,---,---,0,0,---,0
107/06/22,---,---,---,---,0,0,---,0
107/06/25,---,---,---,---,0,0,---,0
107/06/26,---,---,---,---,0,0,---,0
107/06/27,0.45,0.45,0.45,0.45,400000,180000,0.00,4
107/06/28,0.44,0.44,0.44,0.44,12000,5280,-0.01,1
107/06/29,0.53,0.53,0.53,0.53,100000,53000,+0.09,1
107/07/02,0.57,0.57,0.54,0.54,100000,54300,+0.01,2
107/07/03,0.56,0.57,0.56,0.57,109000,62030,+0.03,2
107/07/04,0.52,0.52,0.45,0.45,209000,101680,-0.12,3
107/07/05,0.43,0.43,0.43,0.43,50000,21500,-0.02,2
107/07/06,---,---,---,---,0,0,---,0
107/07/09,0.43,0.43,0.43,0.43,47000,20210,+0.01,1
107/07/10,0.44,0.44,0.42,0.43,502000,215590,0.00,7
107/07/11,0.43,0.43,0.43,0.43,800000,344000,0.00,5
107/07/12,0.42,0.43,0.42,0.43,1316000,558880,0.00,8
107/07/13,0.44,0.44,0.43,0.43,116000,50880,0.00,2
107/07/16,---,---,---,---,0,0,---,0
107/07/17,0.44,0.44,0.44,0.44,40000,17600,0.00,1
107/07/18,0.43,0.43,0.43,0.43,200000,86000,-0.01,1
107/07/19,0.46,0.46,0.44,0.44,135000,59800,+0.01,4
107/07/20,0.42,0.42,0.42,0.42,400000,168000,-0.02,1
107/07/23,---,---,---,---,0,0,---,0
107/07/24,0.41,0.41,0.41,0.41,400000,164000,0.00,20
107/07/25,---,---,---,---,0,0,---,0
107/07/26,0.41,0.41,0.41,0.41,100000,41000,0.00,5
107/07/27,---,---,---,---,0,0,---,0
107/07/30,0.40,0.40,0.39,0.39,600000,235000,-0.02,7
107/07/31,0.40,0.40,0.40,0.40,100000,40000,+0.01,1
107/08/01,---,---,---,---,0,0,---,0
107/08/02,---,---,---,---,0,0,---,0
107/08/03,---,---,---,---,0,0,---,0
107/08/06,---,---,---,---,0,0,---,0
107/08/07,---,---,---,---,0,0,---,0
107/08/08,---,---,---,---,0,0,---,0
107/08/09,---,---,---,---,0,0,---,0
107/08/10,---,---,---,---,0,0,---,0
107/08/13,---,---,---,---,0,0,---,0
107/08/14,---,---,---,---,0,0,---,0
107/08/15,---,---,---,---,0,0,---,0
107/08/16,0.34,0.35,0.34,0.35,260000,89800,+0.01,12
107/08/17,0.36,0.37,0.36,0.37,260000,94100,+0.02,4
107/08/20,---,---,---,---,0,0,---,0
107/08/21,---,---,---,---,0,0,---,0
107/08/22,---,---,---,---,0,0,---,0
107/08/23,---,---,---,---,0,0,---,0
107/08/24,0.34,0.34,0.34,0.34,88000,29920,-0.02,1
107/08/27,0.33,0.34,0.33,0.34,587000,195700,0.00,6
107/08/28,0.35,0.35,0.35,0.35,499000,174650,+0.01,1
107/08/29,---,---,---,---,0,0,---,0
107/08/30,---,---,---,---,0,0,---,0
107/08/31,---,---,---,---,0,0,---,0
107/09/03,---,---,---,---,0,0,---,0
107/09/04,---,---,---,---,0,0,---,0
107/09/05,0.40,0.40,0.40,0.40,50000,20000,+0.02,1
107/09/06,---,---,---,---,0,0,---,0
107/09/07,---,---,---,---,0,0,---,0
107/09/10,---,---,---,---,0,0,---,0
107/09/11,---,---,---,---,0,0,---,0
107/09/12,---,---,---,---,0,0,---,0
107/09/13,---,---,---,---,0,0,---,0
107/09/14,0.30,0.30,0.30,0.30,20000,6000,+0.01,1
107/09/17,---,---,---,---,0,0,---,0
107/09/18,---,---,---,---,0,0,---,0
107/09/19,0.28,0.28,0.28,0.28,20000,5600,-0.01,1
107/09/20,0.25,0.25,0.25,0.25,198000,49500,-0.03,1
107/09/21,0.25,0.26,0.25,0.26,40000,10200,+0.01,2
107/09/25,0.25,0.26,0.25,0.26,30000,7700,0.00,2
107/09/26,---,---,---,---,0,0,---,0
107/09/27,---,---,---,---,0,0,---,0
107/09/28,---,---,---,---,0,0,---,0
107/10/01,---,---,---,---,0,0,---,0
107/10/02,---,---,---,---,0,0,---,0
107/10/03,---,---,---,---,0,0,---,0
107/10/04,---,---,---,---,0,0,---,0
107/10/05,---,---,---,---,0,0,---,0
107/10/08,0.20,0.20,0.20,0.20,20000,4000,-0.02,2
107/10/09,0.19,0.19,0.17,0.17,80000,14200,-0.03,4
107/10/11,0.11,0.11,0.11,0.11,40000,4400,-0.06,3
107/10/12,0.12,0.12,0.12,0.12,40000,4800,+0.01,1
107/10/15,0.19,0.19,0.19,0.19,40000,7600,+0.07,2
107/10/16,0.20,0.20,0.19,0.19,80000,15600,0.00,4
107/10/17,---,---,---,---,0,0,---,0
107/10/18,0.19,0.19,0.18,0.18,160000,29600,-0.01,8
107/10/19,---,---,---,---,0,0,---,0
107/10/22,---,---,---,---,0,0,---,0
107/10/23,---,---,---,---,0,0,---,0
107/10/24,---,---,---,---,0,0,---,0
107/10/25,---,---,---,---,0,0,---,0
107/10/26,---,---,---,---,0,0,---,0
107/10/29,---,---,---,---,0,0,---,0
107/10/30,---,---,---,---,0,0,---,0
107/10/31,---,---,---,---,0,0,---,0
107/11/01,---,---,---,---,0,0,---,0
107/11/02,---,---,---,---,0,0,---,0
107/11/05,---,---,---,---,0,0,---,0
107/11/06,---,---,---,---,0,0,---,0
107/11/07,0.11,0.12,0.11,0.12,200000,23000,0.00,6
107/11/08,---,---,---,---,0,0,---,0
107/11/09,---,---,---,---,0,0,---,0
107/11/12,0.09,0.09,0.09,0.09,50000,4500,-0.02,1
107/11/13,---,---,---,---,0,0,---,0
107/11/14,---,---,---,---,0,0,---,0
107/11/15,---,---,---,---,0,0,---,0
107/11/16,---,---,---,---,0,0,---,0
107/11/19,---,---,---,---,0,0,---,0
107/11/20,---,---,---,---,0,0,---,0
107/11/21,0.09,0.09,0.09,0.09,200000,18000,0.00,2
107/11/22,---,---,---,---,0,0,---,0
107/11/23,0.08,0.08,0.08,0.08,70000,5600,-0.01,2
107/11/26,0.09,0.10,0.09,0.10,80000,7600,+0.02,3
107/11/27,---,---,---,---,0,0,---,0
107/11/28,0.08,0.08,0.08,0.08,200000,16000,-0.02,6
107/11/29,---,---,---,---,0,0,---,0
107/11/30,---,---,---,---,0,0,---,0
107/12/03,---,---,---,---,0,0,---,0
107/12/04,0.07,0.07,0.06,0.06,320000,20800,-0.01,10
107/12/05,---,---,---,---,0,0,---,0
107/12/06,---,---,---,---,0,0,---,0
107/12/07,---,---,---,---,0,0,---,0
107/12/10,---,---,---,---,0,0,---,0
107/12/11,---,---,---,---,0,0,---,0
107/12/12,---,---,---,---,0,0,---,0
107/12/13,0.03,0.03,0.03,0.03,10000,300,-0.01,1
107/12/14,---,---,---,---,0,0,---,0
107/12/17,---,---,---,---,0,0,---,0
107/12/18,---,---,---,---,0,0,---,0
107/12/19,---,---,---,---,0,0,---,0
107/12/20,0.01,0.01,0.01,0.01,50000,500,-0.01,1
107/12/21,---,---,---,---,0,0,---,0
107/12/22,---,---,---,---,0,0,---,0
107/12/24,---,---,---,---,0,0,---,0
107/12/25,---,---,---,---,0,0,---,0
107/12/26,---,---,---,---,0,0,---,0
107/12/27,---,---,---,---,0,0,---,0
107/12/28,---,---,---,---,0,0,---,0
108/01/02,---,---,---,---,0,0,---,0
108/01/03,---,---,---,---,0,0,---,0
108/01/04,---,---,---,---,0,0,---,0
