107/10/15,1.35,1.35,1.32,1.32,30000,40200,0.00,2
107/10/16,---,---,---,---,0,0,---,0
107/10/17,---,---,---,---,0,0,---,0
107/10/18,1.32,1.36,1.32,1.33,465000,618200,+0.08,6
107/10/19,1.28,1.41,1.23,1.41,769000,994460,+0.08,15
107/10/22,1.38,1.42,1.37,1.39,440000,609380,-0.02,21
107/10/23,1.33,1.34,1.31,1.31,88000,115930,-0.08,8
107/10/24,1.18,1.20,1.18,1.20,48000,57520,-0.11,3
107/10/25,1.11,1.14,1.11,1.14,29000,32760,-0.06,2
107/10/26,---,---,---,---,0,0,---,0
107/10/29,---,---,---,---,0,0,---,0
107/10/30,---,---,---,---,0,0,---,0
107/10/31,---,---,---,---,0,0,---,0
107/11/01,1.13,1.13,1.11,1.11,106000,119400,+0.01,5
107/11/02,1.12,1.18,1.12,1.15,398000,462030,+0.04,14
107/11/05,1.15,1.15,1.10,1.11,311000,348400,-0.04,14
107/11/06,1.11,1.11,1.11,1.11,1000,1110,0.00,1
107/11/07,1.10,1.12,1.09,1.12,300000,331000,+0.01,7
107/11/08,1.20,1.25,1.20,1.25,300000,372340,+0.13,4
107/11/09,---,---,---,---,0,0,---,0
107/11/12,1.20,1.20,1.20,1.20,50000,60000,+0.01,1
107/11/13,1.09,1.10,1.06,1.10,140000,151900,-0.10,4
107/11/14,1.22,1.29,1.22,1.29,772000,982240,+0.19,14
107/11/15,1.33,1.33,1.28,1.28,687000,897500,-0.01,33
107/11/16,1.29,1.32,1.27,1.32,233000,302110,+0.04,10
107/11/19,1.31,1.31,1.31,1.31,30000,39300,-0.01,1
107/11/20,1.27,1.33,1.27,1.33,409000,527630,+0.02,12
107/11/21,1.29,1.32,1.23,1.23,430000,541740,-0.10,24
107/11/22,1.22,1.22,1.17,1.17,51000,60720,-0.06,2
107/11/23,1.12,1.12,1.09,1.09,75000,82300,-0.08,3
107/11/26,---,---,---,---,0,0,---,0
107/11/27,1.18,1.18,1.18,1.18,100000,118000,+0.05,1
107/11/28,1.16,1.18,1.15,1.18,150000,173600,0.00,6
107/11/29,1.24,1.24,1.19,1.19,63000,77070,+0.01,7
107/11/30,1.22,1.22,1.19,1.20,73000,87270,+0.01,4
107/12/03,1.17,1.17,1.07,1.07,120000,139100,-0.13,3
107/12/04,---,---,---,---,0,0,---,0
107/12/05,1.07,1.07,1.07,1.07,20000,21400,0.00,1
107/12/06,---,---,---,---,0,0,---,0
107/12/07,1.02,1.09,1.02,1.04,437000,452580,+0.01,7
107/12/10,1.02,1.07,1.01,1.07,701000,724330,+0.03,14
107/12/11,1.05,1.06,1.02,1.05,564000,586400,-0.02,19
107/12/12,1.04,1.06,1.03,1.04,438000,457860,-0.01,9
107/12/13,1.04,1.06,1.04,1.06,493000,520300,+0.02,12
107/12/14,1.01,1.01,1.01,1.01,285000,287850,-0.05,1
107/12/17,---,---,---,---,0,0,---,0
107/12/18,0.97,0.97,0.94,0.97,18000,17430,-0.02,5
107/12/19,---,---,---,---,0,0,---,0
107/12/20,---,---,---,---,0,0,---,0
107/12/21,---,---,---,---,0,0,---,0
107/12/22,---,---,---,---,0,0,---,0
107/12/24,---,---,---,---,0,0,---,0
107/12/25,---,---,---,---,0,0,---,0
107/12/26,0.88,0.88,0.87,0.87,8000,6990,-0.08,3
107/12/27,---,---,---,---,0,0,---,0
107/12/28,0.88,0.88,0.87,0.87,7000,6140,-0.01,2
108/01/02,---,---,---,---,0,0,---,0
108/01/03,---,---,---,---,0,0,---,0
108/01/04,---,---,---,---,0,0,---,0
108/01/07,---,---,---,---,0,0,---,0
108/01/08,---,---,---,---,0,0,---,0
108/01/09,---,---,---,---,0,0,---,0
108/01/10,1.03,1.07,1.03,1.07,244000,256310,+0.14,8
108/01/11,1.03,1.61,0.97,1.05,273000,283180,-0.02,22
108/01/14,---,---,---,---,0,0,---,0
108/01/15,1.01,1.01,1.01,1.01,10000,10100,-0.01,1
108/01/16,0.99,1.02,0.97,1.02,616000,620270,+0.01,20
108/01/17,1.06,1.08,1.01,1.01,621000,648700,-0.01,58
108/01/18,0.99,0.99,0.99,0.99,1000,990,-0.02,1
108/01/21,1.03,1.03,1.03,1.03,100000,103000,+0.04,1
108/01/22,1.03,1.03,1.01,1.01,105000,106150,-0.02,2
108/01/23,---,---,---,---,0,0,---,0
108/01/24,---,---,---,---,0,0,---,0
108/01/25,---,---,---,---,0,0,---,0
108/01/28,0.92,0.93,0.92,0.93,20000,18500,-0.01,2
108/01/29,---,---,---,---,0,0,---,0
108/01/30,0.91,0.91,0.91,0.91,2000,1820,0.00,1
108/02/11,0.95,1.04,0.95,1.04,26000,26050,+0.13,2
108/02/12,1.03,1.06,1.03,1.06,111000,114660,+0.02,2
108/02/13,1.05,1.05,1.05,1.05,100000,105000,-0.01,1
108/02/14,1.09,1.09,1.07,1.07,20000,21600,+0.02,2
108/02/15,1.03,1.03,1.03,1.03,10000,10300,-0.04,1
108/02/18,0.84,0.84,0.84,0.84,10000,8400,-0.19,1
108/02/19,---,---,---,---,0,0,---,0
108/02/20,0.82,0.82,0.82,0.82,10000,8200,0.00,1
108/02/21,0.80,0.80,0.80,0.80,20000,16000,-0.02,1
108/02/22,0.74,0.74,0.74,0.74,10000,7400,-0.06,1
108/02/25,---,---,---,---,0,0,---,0
108/02/26,---,---,---,---,0,0,---,0
108/02/27,---,---,---,---,0,0,---,0
108/03/04,---,---,---,---,0,0,---,0
108/03/05,0.69,0.69,0.69,0.69,5000,3450,-0.03,1
108/03/06,0.68,0.68,0.68,0.68,100000,68000,-0.01,2
108/03/07,0.68,0.68,0.68,0.68,100000,68000,0.00,1
108/03/08,---,---,---,---,0,0,---,0
108/03/11,0.65,0.65,0.62,0.62,81000,52500,-0.02,3
108/03/12,0.63,0.63,0.62,0.62,76000,47420,0.00,8
108/03/13,---,---,---,---,0,0,---,0
108/03/14,---,---,---,---,0,0,---,0
108/03/15,---,---,---,---,0,0,---,0
108/03/18,---,---,---,---,0,0,---,0
108/03/19,---,---,---,---,0,0,---,0
108/03/20,---,---,---,---,0,0,---,0
108/03/21,---,---,---,---,0,0,---,0
108/03/22,---,---,---,---,0,0,---,0
108/03/25,---,---,---,---,0,0,---,0
108/03/26,---,---,---,---,0,0,---,0
108/03/27,---,---,---,---,0,0,---,0
108/03/28,---,---,---,---,0,0,---,0
108/03/29,---,---,---,---,0,0,---,0
108/04/01,---,---,---,---,0,0,---,0
108/04/02,---,---,---,---,0,0,---,0
108/04/03,0.39,0.39,0.39,0.39,100000,39000,-0.06,1
108/04/08,0.39,0.41,0.38,0.38,100000,38400,-0.01,7
108/04/09,---,---,---,---,0,0,---,0
108/04/10,---,---,---,---,0,0,---,0
108/04/11,---,---,---,---,0,0,---,0
