108/02/15,1.50,1.50,1.50,1.50,10000,15000,-0.08,1
108/02/18,---,---,---,---,0,0,---,0
108/02/19,---,---,---,---,0,0,---,0
108/02/20,---,---,---,---,0,0,---,0
108/02/21,---,---,---,---,0,0,---,0
108/02/22,---,---,---,---,0,0,---,0
108/02/25,1.59,1.59,1.59,1.59,40000,63600,+0.05,1
108/02/26,1.45,1.46,1.45,1.46,90000,130900,-0.13,2
108/02/27,1.62,1.62,1.62,1.62,10000,16200,+0.16,1
108/03/04,1.55,1.58,1.55,1.58,5000,7810,-0.04,2
108/03/05,1.64,1.64,1.64,1.64,40000,65600,+0.06,1
108/03/06,1.60,1.60,1.56,1.57,25000,39280,-0.07,4
108/03/07,---,---,---,---,0,0,---,0
108/03/08,1.78,1.78,1.78,1.78,2000,3560,+0.01,1
108/03/11,1.69,1.69,1.69,1.69,2000,3380,-0.09,1
108/03/12,1.67,1.78,1.67,1.78,13000,21960,+0.09,3
108/03/13,1.74,1.82,1.74,1.82,31000,55380,+0.04,3
108/03/14,1.74,1.87,1.74,1.87,20000,36100,+0.05,2
108/03/15,1.81,1.81,1.72,1.72,100000,173500,-0.15,4
108/03/18,1.66,1.72,1.66,1.72,70000,116800,0.00,2
108/03/19,1.66,1.66,1.64,1.64,15000,24800,-0.08,2
108/03/20,1.53,1.60,1.53,1.60,16000,25180,-0.04,2
108/03/21,1.55,1.63,1.55,1.63,32000,50620,+0.03,4
108/03/22,1.59,1.59,1.59,1.59,11000,17490,-0.04,1
108/03/25,---,---,---,---,0,0,---,0
108/03/26,---,---,---,---,0,0,---,0
108/03/27,1.72,1.72,1.72,1.72,20000,34400,+0.02,1
108/03/28,1.67,1.67,1.67,1.67,20000,33400,-0.05,1
108/03/29,---,---,---,---,0,0,---,0
108/04/01,1.47,1.47,1.34,1.34,36000,51460,-0.28,6
108/04/02,1.32,1.32,1.27,1.32,41000,54070,-0.02,4
108/04/03,1.36,1.36,1.29,1.31,26000,34810,-0.01,4
108/04/08,1.23,1.23,1.21,1.21,26000,31660,-0.10,3
108/04/09,1.10,1.10,1.10,1.10,5000,5500,-0.11,1
108/04/10,1.14,1.14,1.14,1.14,8000,9120,+0.04,2
108/04/11,1.14,1.14,1.14,1.14,5000,5700,0.00,1
108/04/12,1.29,1.29,1.29,1.29,105000,135450,+0.15,2
108/04/15,1.22,1.22,1.22,1.22,100000,122000,-0.07,1
108/04/16,1.13,1.13,1.13,1.13,5000,5650,-0.09,1
108/04/17,---,---,---,---,0,0,---,0
108/04/18,0.93,1.05,0.93,1.05,67000,69450,-0.03,3
108/04/19,0.95,1.00,0.95,0.96,65000,62030,-0.09,4
108/04/22,0.87,0.94,0.87,0.94,14000,12620,-0.02,3
108/04/23,1.00,1.00,0.94,0.94,19000,18290,0.00,3
108/04/24,0.93,0.95,0.91,0.95,25000,23310,+0.01,4
108/04/25,0.98,0.98,0.98,0.98,12000,11760,+0.03,1
108/04/26,---,---,---,---,0,0,---,0
108/04/29,---,---,---,---,0,0,---,0
108/04/30,1.06,1.06,1.04,1.04,17000,17920,-0.03,2
108/05/02,1.03,1.03,0.99,0.99,25000,25430,-0.05,3
108/05/03,0.89,0.93,0.89,0.93,14000,12780,-0.06,2
108/05/06,0.97,0.97,0.97,0.97,6000,5820,+0.04,1
108/05/07,---,---,---,---,0,0,---,0
108/05/08,---,---,---,---,0,0,---,0
108/05/09,---,---,---,---,0,0,---,0
108/05/10,---,---,---,---,0,0,---,0
108/05/13,---,---,---,---,0,0,---,0
108/05/14,---,---,---,---,0,0,---,0
108/05/15,---,---,---,---,0,0,---,0
108/05/16,1.01,1.01,1.01,1.01,20000,20200,+0.09,1
108/05/17,0.99,0.99,0.99,0.99,20000,19800,-0.02,1
108/05/20,1.16,1.16,1.16,1.16,10000,11600,+0.17,2
108/05/21,---,---,---,---,0,0,---,0
108/05/22,---,---,---,---,0,0,---,0
108/05/23,---,---,---,---,0,0,---,0
108/05/24,---,---,---,---,0,0,---,0
108/05/27,1.10,1.10,1.10,1.10,40000,44000,0.00,2
108/05/28,1.10,1.12,1.10,1.12,40000,44400,+0.02,2
108/05/29,1.16,1.16,1.15,1.16,65000,75200,+0.04,6
108/05/30,1.09,1.09,1.09,1.09,20000,21800,-0.07,1
108/05/31,---,---,---,---,0,0,---,0
108/06/03,0.99,1.02,0.99,1.02,79000,79690,+0.03,4
108/06/04,0.97,0.97,0.97,0.97,59000,57230,-0.05,1
108/06/05,---,---,---,---,0,0,---,0
108/06/06,1.03,1.07,1.03,1.07,25000,25950,+0.06,2
108/06/10,---,---,---,---,0,0,---,0
108/06/11,---,---,---,---,0,0,---,0
108/06/12,0.75,0.75,0.75,0.75,50000,37500,-0.10,2
108/06/13,0.80,0.80,0.79,0.79,10000,7950,+0.04,2
108/06/14,---,---,---,---,0,0,---,0
108/06/17,0.76,0.76,0.75,0.75,10000,7550,-0.06,2
108/06/18,0.75,0.75,0.75,0.75,10000,7500,0.00,2
108/06/19,---,---,---,---,0,0,---,0
108/06/20,---,---,---,---,0,0,---,0
108/06/21,0.65,0.65,0.65,0.65,184000,119600,-0.04,2
108/06/24,0.63,0.63,0.63,0.63,184000,115920,-0.02,2
108/06/25,0.65,0.68,0.65,0.68,220000,144800,+0.05,5
108/06/26,0.71,0.72,0.71,0.72,200000,143000,+0.04,2
108/06/27,0.61,0.61,0.57,0.57,220000,130200,-0.15,5
108/06/28,---,---,---,---,0,0,---,0
108/07/01,---,---,---,---,0,0,---,0
108/07/02,---,---,---,---,0,0,---,0
108/07/03,---,---,---,---,0,0,---,0
108/07/04,---,---,---,---,0,0,---,0
108/07/05,---,---,---,---,0,0,---,0
108/07/08,---,---,---,---,0,0,---,0
108/07/09,---,---,---,---,0,0,---,0
108/07/10,---,---,---,---,0,0,---,0
108/07/11,---,---,---,---,0,0,---,0
108/07/12,---,---,---,---,0,0,---,0
108/07/15,---,---,---,---,0,0,---,0
108/07/16,---,---,---,---,0,0,---,0
108/07/17,---,---,---,---,0,0,---,0
108/07/18,---,---,---,---,0,0,---,0
108/07/19,---,---,---,---,0,0,---,0
108/07/22,---,---,---,---,0,0,---,0
108/07/23,---,---,---,---,0,0,---,0
108/07/24,---,---,---,---,0,0,---,0
108/07/25,---,---,---,---,0,0,---,0
108/07/26,---,---,---,---,0,0,---,0
108/07/29,---,---,---,---,0,0,---,0
108/07/30,---,---,---,---,0,0,---,0
108/07/31,---,---,---,---,0,0,---,0
108/08/01,---,---,---,---,0,0,---,0
108/08/02,---,---,---,---,0,0,---,0
108/08/05,---,---,---,---,0,0,---,0
108/08/06,---,---,---,---,0,0,---,0
108/08/07,---,---,---,---,0,0,---,0
108/08/08,---,---,---,---,0,0,---,0
108/08/12,---,---,---,---,0,0,---,0
