108/04/19,1.60,1.63,1.60,1.63,12000,19500,0.00,3
108/04/22,1.66,1.69,1.62,1.62,33000,54790,-0.01,7
108/04/23,1.56,1.56,1.48,1.50,17000,25420,-0.12,3
108/04/24,1.52,1.52,1.43,1.51,57000,85150,+0.01,6
108/04/25,1.44,1.44,1.36,1.36,56000,78140,-0.15,6
108/04/26,1.28,1.41,1.28,1.36,1074000,1439430,0.00,35
108/04/29,1.23,1.23,1.04,1.05,1140000,1294110,-0.31,30
108/04/30,0.97,1.05,0.97,1.05,117000,116490,0.00,5
108/05/02,1.04,1.07,1.04,1.05,66000,69440,0.00,4
108/05/03,1.06,1.21,1.06,1.18,230000,267920,+0.13,10
108/05/06,1.05,1.07,0.99,1.06,429000,448480,-0.12,24
108/05/07,1.11,1.13,1.11,1.13,200000,223900,+0.07,15
108/05/08,0.99,0.99,0.96,0.98,7000,6800,-0.15,3
108/05/09,0.98,0.98,0.84,0.84,36000,34520,-0.14,3
108/05/10,0.84,0.84,0.84,0.84,1000,840,0.00,1
108/05/13,---,---,---,---,0,0,---,0
108/05/14,0.78,0.82,0.78,0.82,358000,287420,-0.02,27
108/05/15,0.82,0.86,0.80,0.81,320000,262420,-0.01,28
108/05/16,0.84,0.88,0.76,0.76,483000,406350,-0.05,33
108/05/17,0.81,0.81,0.61,0.61,179000,118560,-0.15,16
108/05/20,0.59,0.59,0.51,0.53,157000,84630,-0.08,9
108/05/21,0.59,0.59,0.59,0.59,2000,1180,+0.06,2
108/05/22,0.60,0.60,0.60,0.60,2000,1200,+0.01,1
108/05/23,0.51,0.51,0.51,0.51,70000,35700,-0.09,3
108/05/24,---,---,---,---,0,0,---,0
108/05/27,---,---,---,---,0,0,---,0
108/05/28,0.43,0.43,0.43,0.43,5000,2150,0.00,1
108/05/29,---,---,---,---,0,0,---,0
108/05/30,0.45,0.45,0.45,0.45,5000,2250,+0.01,1
108/05/31,---,---,---,---,0,0,---,0
108/06/03,---,---,---,---,0,0,---,0
108/06/04,---,---,---,---,0,0,---,0
108/06/05,0.43,0.43,0.43,0.43,250000,107500,+0.02,1
108/06/06,0.44,0.47,0.43,0.45,391000,173950,+0.02,9
108/06/10,0.48,0.48,0.47,0.47,30000,14350,+0.02,3
108/06/11,---,---,---,---,0,0,---,0
108/06/12,0.44,0.44,0.44,0.44,360000,158400,0.00,2
108/06/13,0.48,0.48,0.47,0.47,360000,171500,+0.03,7
108/06/14,0.44,0.44,0.44,0.44,10000,4400,-0.03,1
108/06/17,---,---,---,---,0,0,---,0
108/06/18,---,---,---,---,0,0,---,0
108/06/19,0.43,0.45,0.42,0.45,600000,253030,+0.03,13
108/06/20,0.46,0.48,0.45,0.48,500000,229450,+0.03,3
108/06/21,---,---,---,---,0,0,---,0
108/06/24,---,---,---,---,0,0,---,0
108/06/25,0.40,0.42,0.40,0.42,101000,40420,-0.01,2
108/06/26,---,---,---,---,0,0,---,0
108/06/27,0.41,0.41,0.40,0.40,70000,28200,0.00,4
108/06/28,---,---,---,---,0,0,---,0
108/07/01,0.43,0.43,0.43,0.43,1000,430,+0.03,1
108/07/02,0.55,0.59,0.55,0.59,16000,9400,+0.16,2
108/07/03,0.70,0.82,0.70,0.75,101000,74940,+0.16,14
108/07/04,0.84,0.84,0.73,0.75,287000,212780,0.00,13
108/07/05,0.75,0.75,0.73,0.74,22000,16360,-0.01,3
108/07/08,0.65,0.66,0.65,0.66,51000,33160,-0.08,2
108/07/09,0.62,0.62,0.55,0.55,360000,203100,-0.11,10
108/07/10,0.56,0.57,0.56,0.57,296000,166160,+0.02,3
108/07/11,0.58,0.58,0.54,0.57,458000,253910,0.00,8
108/07/12,0.54,0.55,0.54,0.54,132000,71380,-0.03,4
108/07/15,0.55,0.58,0.50,0.58,310000,155510,+0.04,5
108/07/16,0.63,0.63,0.61,0.61,14000,8640,+0.03,4
108/07/17,---,---,---,---,0,0,---,0
108/07/18,0.59,0.59,0.58,0.58,42000,24760,+0.03,2
108/07/19,0.56,0.56,0.56,0.56,2000,1120,-0.02,1
108/07/22,0.57,0.63,0.57,0.63,640000,374670,+0.07,7
108/07/23,0.66,0.66,0.60,0.60,641000,398270,-0.03,24
108/07/24,0.58,0.59,0.58,0.59,11000,6390,-0.01,2
108/07/25,0.62,0.67,0.62,0.63,471000,306480,+0.04,10
108/07/26,0.59,0.60,0.57,0.60,448000,262860,-0.03,17
108/07/29,0.59,0.59,0.59,0.59,110000,64900,-0.01,2
108/07/30,0.59,0.65,0.56,0.56,340000,208100,-0.03,9
108/07/31,0.56,0.57,0.49,0.49,267000,139630,-0.07,7
108/08/01,0.49,0.49,0.49,0.49,50000,24500,0.00,1
108/08/02,---,---,---,---,0,0,---,0
108/08/05,0.38,0.38,0.35,0.35,35000,12950,-0.07,3
108/08/06,0.25,0.29,0.25,0.29,219000,58750,-0.06,7
108/08/07,0.31,0.31,0.28,0.28,230000,67500,-0.01,3
108/08/08,0.28,0.28,0.27,0.28,121000,32880,0.00,6
108/08/12,---,---,---,---,0,0,---,0
108/08/13,---,---,---,---,0,0,---,0
108/08/14,0.24,0.24,0.23,0.23,11000,2550,0.00,2
108/08/15,---,---,---,---,0,0,---,0
108/08/16,---,---,---,---,0,0,---,0
108/08/19,0.24,0.24,0.24,0.24,5000,1200,0.00,1
108/08/20,0.22,0.22,0.22,0.22,10000,2200,-0.02,1
108/08/21,---,---,---,---,0,0,---,0
108/08/22,---,---,---,---,0,0,---,0
108/08/23,0.31,0.37,0.31,0.37,11000,3570,+0.13,3
108/08/26,0.36,0.36,0.31,0.31,6000,2110,-0.06,2
108/08/27,---,---,---,---,0,0,---,0
108/08/28,---,---,---,---,0,0,---,0
108/08/29,0.27,0.27,0.26,0.26,5000,1330,-0.01,2
108/08/30,---,---,---,---,0,0,---,0
108/09/02,0.24,0.27,0.24,0.27,95000,25500,+0.01,3
108/09/03,0.26,0.26,0.24,0.24,50000,12400,-0.03,2
108/09/04,0.24,0.24,0.24,0.24,20000,4800,0.00,1
108/09/05,0.23,0.30,0.23,0.30,105000,24500,+0.06,2
108/09/06,---,---,---,---,0,0,---,0
108/09/09,---,---,---,---,0,0,---,0
108/09/10,---,---,---,---,0,0,---,0
108/09/11,0.22,0.22,0.22,0.22,10000,2200,+0.03,1
108/09/12,---,---,---,---,0,0,---,0
108/09/16,---,---,---,---,0,0,---,0
108/09/17,---,---,---,---,0,0,---,0
108/09/18,0.18,0.18,0.17,0.17,10000,1750,-0.01,2
108/09/19,---,---,---,---,0,0,---,0
108/09/20,0.15,0.15,0.15,0.15,5000,750,0.00,1
108/09/23,0.15,0.15,0.15,0.15,5000,750,0.00,1
108/09/24,---,---,---,---,0,0,---,0
108/09/25,---,---,---,---,0,0,---,0
108/09/26,0.08,0.08,0.08,0.08,10000,800,-0.02,1
108/09/27,0.05,0.05,0.05,0.05,60000,3000,-0.03,1
108/10/01,---,---,---,---,0,0,---,0
108/10/02,---,---,---,---,0,0,---,0
108/10/03,---,---,---,---,0,0,---,0
108/10/04,---,---,---,---,0,0,---,0
108/10/07,---,---,---,---,0,0,---,0
108/10/08,---,---,---,---,0,0,---,0
108/10/09,---,---,---,---,0,0,---,0
108/10/14,---,---,---,---,0,0,---,0
108/10/15,---,---,---,---,0,0,---,0
108/10/16,---,---,---,---,0,0,---,0
