108/01/25,1.16,1.16,1.09,1.09,60000,68900,-0.23,2
108/01/28,1.09,1.13,1.09,1.13,166000,184040,+0.04,6
108/01/29,1.15,1.18,1.15,1.17,224000,263330,+0.04,12
108/01/30,1.11,1.11,1.10,1.11,63000,69830,-0.06,8
108/02/11,1.06,1.06,0.98,0.98,211000,210280,-0.13,6
108/02/12,0.98,0.99,0.85,0.85,204000,188470,-0.13,7
108/02/13,0.83,0.93,0.83,0.93,122000,110260,+0.08,4
108/02/14,0.88,1.00,0.88,1.00,717000,704780,+0.07,13
108/02/15,0.95,0.95,0.92,0.95,787000,733170,-0.05,20
108/02/18,---,---,---,---,0,0,---,0
108/02/19,---,---,---,---,0,0,---,0
108/02/20,---,---,---,---,0,0,---,0
108/02/21,0.87,0.87,0.85,0.85,20000,17200,-0.03,2
108/02/22,---,---,---,---,0,0,---,0
108/02/25,0.73,0.73,0.73,0.73,45000,32850,-0.13,1
108/02/26,0.70,0.70,0.70,0.70,5000,3500,-0.03,1
108/02/27,0.80,0.80,0.80,0.80,10000,8000,+0.10,1
108/03/04,---,---,---,---,0,0,---,0
108/03/05,---,---,---,---,0,0,---,0
108/03/06,---,---,---,---,0,0,---,0
108/03/07,0.80,0.83,0.80,0.83,614000,503200,+0.05,4
108/03/08,0.93,0.94,0.91,0.92,690000,635520,+0.09,18
108/03/11,0.85,0.85,0.83,0.83,146000,122100,-0.09,2
108/03/12,---,---,---,---,0,0,---,0
108/03/13,---,---,---,---,0,0,---,0
108/03/14,---,---,---,---,0,0,---,0
108/03/15,0.61,0.61,0.58,0.58,56000,33380,-0.14,5
108/03/18,0.50,0.53,0.50,0.53,52000,26380,-0.05,5
108/03/19,0.53,0.53,0.49,0.49,28000,13830,-0.04,4
108/03/20,---,---,---,---,0,0,---,0
108/03/21,---,---,---,---,0,0,---,0
108/03/22,0.46,0.46,0.44,0.44,71000,31260,-0.06,2
108/03/25,0.50,0.50,0.50,0.50,1000,500,+0.06,1
108/03/26,0.47,0.47,0.47,0.47,1000,470,-0.03,1
108/03/27,---,---,---,---,0,0,---,0
108/03/28,0.41,0.41,0.41,0.41,1000,410,-0.03,1
108/03/29,---,---,---,---,0,0,---,0
108/04/01,0.36,0.37,0.36,0.37,2000,730,-0.02,2
