108/04/09,0.61,0.61,0.61,0.61,10000,6100,0.00,1
108/04/10,---,---,---,---,0,0,---,0
108/04/11,0.59,0.59,0.55,0.55,12000,6680,-0.03,3
108/04/12,0.53,0.55,0.53,0.55,11000,6010,0.00,2
108/04/15,0.54,0.54,0.50,0.50,244000,122710,-0.05,7
108/04/16,0.52,0.57,0.52,0.55,492000,272770,+0.05,21
108/04/17,0.53,0.55,0.52,0.55,142000,76260,0.00,9
108/04/18,0.55,0.58,0.54,0.55,451000,250580,0.00,15
108/04/19,0.54,0.55,0.52,0.52,56000,30110,-0.03,8
108/04/22,---,---,---,---,0,0,---,0
108/04/23,0.44,0.44,0.39,0.40,93000,37350,-0.12,5
108/04/24,0.41,0.41,0.41,0.41,5000,2050,+0.01,1
108/04/25,0.42,0.43,0.42,0.43,239000,102580,+0.02,3
108/04/26,0.41,0.41,0.39,0.39,249000,99410,-0.04,10
108/04/29,0.38,0.38,0.38,0.38,5000,1900,-0.01,1
108/04/30,0.35,0.37,0.34,0.37,149000,53100,-0.01,7
108/05/02,0.38,0.38,0.38,0.38,34000,12920,+0.01,2
108/05/03,0.38,0.45,0.38,0.41,485000,201880,+0.03,8
108/05/06,0.35,0.35,0.32,0.35,505000,172580,-0.06,25
108/05/07,0.38,0.40,0.37,0.38,249000,96240,+0.03,8
108/05/08,0.35,0.37,0.34,0.37,280000,102800,-0.01,9
108/05/09,0.34,0.35,0.33,0.35,56000,18680,-0.02,4
108/05/10,0.36,0.37,0.32,0.32,183000,62850,-0.03,8
108/05/13,0.31,0.32,0.29,0.29,97000,30700,-0.03,7
108/05/14,0.23,0.26,0.23,0.26,184000,47540,-0.03,4
108/05/15,0.29,0.30,0.28,0.28,288000,81710,+0.02,4
108/05/16,0.27,0.28,0.27,0.27,189000,51280,-0.01,13
108/05/17,0.23,0.23,0.23,0.23,30000,6900,-0.04,2
108/05/20,0.23,0.23,0.23,0.23,10000,2300,0.00,1
108/05/21,0.27,0.30,0.27,0.28,80000,23150,+0.05,6
108/05/22,0.29,0.30,0.29,0.30,45000,13200,+0.02,4
108/05/23,0.26,0.27,0.26,0.27,60000,15950,-0.03,5
108/05/24,0.28,0.32,0.26,0.32,31000,8470,+0.05,4
108/05/27,0.28,0.28,0.23,0.23,54000,13740,-0.09,7
108/05/28,0.22,0.22,0.22,0.22,65000,14300,-0.01,5
108/05/29,0.22,0.26,0.22,0.26,31000,6910,+0.04,4
108/05/30,---,---,---,---,0,0,---,0
108/05/31,0.26,0.29,0.26,0.28,19000,5230,+0.02,3
108/06/03,0.25,0.25,0.25,0.25,13000,3250,-0.03,2
108/06/04,0.24,0.24,0.22,0.24,40000,9400,-0.01,3
108/06/05,---,---,---,---,0,0,---,0
108/06/06,0.22,0.22,0.22,0.22,10000,2200,-0.02,1
108/06/10,---,---,---,---,0,0,---,0
108/06/11,0.21,0.21,0.21,0.21,10000,2100,-0.01,1
108/06/12,0.19,0.23,0.19,0.23,35000,7250,+0.02,4
108/06/13,---,---,---,---,0,0,---,0
108/06/14,---,---,---,---,0,0,---,0
108/06/17,---,---,---,---,0,0,---,0
108/06/18,---,---,---,---,0,0,---,0
108/06/19,---,---,---,---,0,0,---,0
108/06/20,0.22,0.22,0.22,0.22,5000,1100,0.00,1
108/06/21,0.23,0.24,0.23,0.24,25000,5950,+0.02,4
108/06/24,0.25,0.30,0.25,0.29,131000,38200,+0.05,6
108/06/25,0.25,0.25,0.25,0.25,5000,1250,-0.04,1
108/06/26,0.26,0.26,0.26,0.26,5000,1300,+0.01,1
108/06/27,---,---,---,---,0,0,---,0
108/06/28,0.28,0.28,0.28,0.28,3000,840,0.00,1
108/07/01,0.33,0.37,0.33,0.37,170000,59900,+0.09,6
108/07/02,0.34,0.34,0.33,0.33,65000,21900,-0.04,4
108/07/03,0.34,0.34,0.33,0.33,205000,69000,0.00,3
108/07/04,---,---,---,---,0,0,---,0
108/07/05,0.41,0.41,0.41,0.41,10000,4100,+0.08,1
108/07/08,0.39,0.41,0.39,0.40,35000,13950,-0.01,4
108/07/09,0.45,0.50,0.45,0.47,961000,467510,+0.07,21
108/07/10,0.48,0.52,0.47,0.51,913000,452630,+0.04,23
108/07/11,0.60,0.70,0.59,0.65,1786000,1161330,+0.14,66
108/07/12,0.73,0.73,0.58,0.58,1409000,865680,-0.07,48
108/07/15,0.62,0.66,0.59,0.63,989000,619070,+0.05,27
108/07/16,0.60,0.62,0.52,0.53,1033000,587660,-0.10,76
108/07/17,0.49,0.51,0.44,0.51,558000,259680,-0.02,29
108/07/18,0.47,0.49,0.45,0.45,181000,85290,-0.06,10
108/07/19,0.48,0.50,0.47,0.50,170000,81300,+0.05,12
108/07/22,0.47,0.51,0.46,0.49,110000,53600,-0.01,11
108/07/23,0.53,0.64,0.53,0.60,1768000,1030320,+0.11,50
108/07/24,0.55,0.63,0.55,0.56,1890000,1127300,-0.04,53
108/07/25,0.63,0.67,0.61,0.62,1006000,645780,+0.06,55
