108/02/21,1.67,1.71,1.67,1.71,300000,507000,0.00,13
108/02/22,1.83,1.83,1.74,1.80,320000,570750,+0.09,21
108/02/25,---,---,---,---,0,0,---,0
108/02/26,1.77,1.80,1.77,1.80,82000,146700,+0.08,3
108/02/27,1.76,1.76,1.67,1.69,86000,150740,-0.11,3
108/03/04,---,---,---,---,0,0,---,0
108/03/05,1.74,1.74,1.71,1.74,244000,418860,+0.11,7
108/03/06,1.85,2.18,1.79,2.13,876000,1709850,+0.39,46
108/03/07,2.09,2.16,1.98,2.04,580000,1213090,-0.09,30
108/03/08,2.03,2.21,2.00,2.03,476000,1001580,-0.01,25
108/03/11,2.04,2.10,1.96,2.04,435000,878240,+0.01,37
108/03/12,2.14,2.14,2.04,2.06,228000,477990,+0.02,16
108/03/13,2.02,2.16,2.02,2.16,276000,583110,+0.10,18
108/03/14,2.13,2.13,2.04,2.08,216000,447930,-0.08,21
108/03/15,2.07,2.11,2.04,2.09,159000,330310,+0.01,14
108/03/18,2.29,2.36,2.17,2.17,155000,356590,+0.08,22
108/03/19,2.07,2.08,1.57,1.57,98000,197570,-0.60,8
108/03/20,1.49,1.66,1.49,1.61,125000,204880,+0.04,6
108/03/21,1.57,1.63,1.53,1.53,216000,342400,-0.08,11
108/03/22,1.45,1.45,1.28,1.42,321000,444890,-0.11,10
108/03/25,1.29,1.41,1.29,1.41,155000,213300,-0.01,13
108/03/26,1.40,1.46,1.36,1.36,43000,61990,-0.05,9
108/03/27,1.37,1.37,1.15,1.15,24000,28370,-0.21,3
108/03/28,---,---,---,---,0,0,---,0
108/03/29,1.13,1.13,1.12,1.12,175000,197250,+0.04,3
108/04/01,1.13,1.13,1.12,1.12,174000,195220,0.00,3
108/04/02,1.15,1.22,1.15,1.22,365000,431500,+0.10,8
108/04/03,1.19,1.30,1.19,1.28,409000,518390,+0.06,9
108/04/08,1.28,1.29,1.21,1.21,84000,106490,-0.07,5
108/04/09,---,---,---,---,0,0,---,0
108/04/10,---,---,---,---,0,0,---,0
108/04/11,1.00,1.00,1.00,1.00,50000,50000,-0.09,1
108/04/12,0.74,0.74,0.70,0.70,101000,74700,-0.30,2
108/04/15,0.62,0.62,0.61,0.61,220000,134400,-0.09,3
108/04/16,0.79,0.79,0.72,0.78,316000,239790,+0.17,6
108/04/17,0.82,0.82,0.77,0.77,105000,82650,-0.01,5
108/04/18,---,---,---,---,0,0,---,0
108/04/19,0.66,0.66,0.66,0.66,100000,66000,+0.07,1
108/04/22,0.51,0.51,0.40,0.40,130000,63000,-0.26,2
108/04/23,---,---,---,---,0,0,---,0
108/04/24,---,---,---,---,0,0,---,0
108/04/25,---,---,---,---,0,0,---,0
108/04/26,---,---,---,---,0,0,---,0
108/04/29,---,---,---,---,0,0,---,0
108/04/30,---,---,---,---,0,0,---,0
108/05/02,---,---,---,---,0,0,---,0
108/05/03,0.47,0.47,0.47,0.47,100000,47000,+0.05,1
108/05/06,0.51,0.51,0.47,0.49,100000,49000,+0.02,9
108/05/07,0.56,0.56,0.56,0.56,110000,61600,+0.07,2
108/05/08,0.51,0.52,0.51,0.51,135000,70050,-0.05,8
108/05/09,---,---,---,---,0,0,---,0
108/05/10,---,---,---,---,0,0,---,0
108/05/13,---,---,---,---,0,0,---,0
108/05/14,---,---,---,---,0,0,---,0
108/05/15,---,---,---,---,0,0,---,0
