108/04/08,1.25,1.25,1.17,1.17,65000,77550,0.00,7
108/04/09,1.15,1.15,1.15,1.15,10000,11500,-0.02,1
108/04/10,1.15,1.15,1.15,1.15,10000,11500,0.00,1
108/04/11,1.09,1.09,1.06,1.06,58000,62140,-0.09,6
108/04/12,1.02,1.02,1.02,1.02,8000,8160,-0.04,2
108/04/15,---,---,---,---,0,0,---,0
108/04/16,---,---,---,---,0,0,---,0
108/04/17,1.02,1.02,1.02,1.02,5000,5100,0.00,1
108/04/18,---,---,---,---,0,0,---,0
108/04/19,1.03,1.04,1.03,1.04,63000,65470,+0.07,2
108/04/22,1.08,1.13,1.08,1.11,595000,658180,+0.07,16
108/04/23,1.06,1.07,1.05,1.05,494000,522760,-0.06,5
108/04/24,1.12,1.22,1.09,1.15,634000,741840,+0.10,30
108/04/25,1.14,1.20,1.13,1.20,1712000,2005740,+0.05,42
108/04/26,1.16,1.18,1.10,1.10,1228000,1414950,-0.10,27
108/04/29,1.06,1.06,0.97,0.97,257000,262200,-0.13,8
108/04/30,1.00,1.00,1.00,1.00,58000,58000,+0.03,1
108/05/02,0.99,0.99,0.99,0.99,59000,58410,-0.01,2
108/05/03,1.00,1.12,1.00,1.12,621000,662130,+0.13,18
108/05/06,1.00,1.03,1.00,1.03,602000,607890,-0.09,10
108/05/07,1.05,1.19,1.03,1.19,935000,1054620,+0.16,34
108/05/08,1.10,1.14,1.09,1.13,1300000,1463640,-0.06,35
108/05/09,1.13,1.14,1.06,1.12,537000,606080,-0.01,13
108/05/10,1.14,1.17,1.08,1.12,1174000,1343310,0.00,22
108/05/13,1.00,1.02,0.95,0.95,844000,839390,-0.17,17
108/05/14,0.79,0.88,0.79,0.87,65000,54780,-0.08,5
108/05/15,0.90,0.90,0.90,0.90,3000,2700,+0.03,1
108/05/16,0.85,0.86,0.85,0.86,35000,30050,-0.04,2
108/05/17,0.82,0.82,0.69,0.69,12000,9580,-0.17,2
108/05/20,0.67,0.67,0.65,0.65,100000,66800,-0.04,2
108/05/21,0.61,0.61,0.61,0.61,90000,54900,-0.04,1
108/05/22,---,---,---,---,0,0,---,0
108/05/23,---,---,---,---,0,0,---,0
108/05/24,---,---,---,---,0,0,---,0
108/05/27,0.53,0.53,0.53,0.53,5000,2650,-0.04,1
108/05/28,---,---,---,---,0,0,---,0
108/05/29,---,---,---,---,0,0,---,0
108/05/30,---,---,---,---,0,0,---,0
108/05/31,0.58,0.58,0.58,0.58,34000,19720,+0.03,1
108/06/03,0.55,0.55,0.55,0.55,34000,18700,-0.03,1
108/06/04,---,---,---,---,0,0,---,0
108/06/05,---,---,---,---,0,0,---,0
108/06/06,---,---,---,---,0,0,---,0
108/06/10,---,---,---,---,0,0,---,0
108/06/11,---,---,---,---,0,0,---,0
108/06/12,---,---,---,---,0,0,---,0
108/06/13,0.52,0.52,0.52,0.52,108000,56160,0.00,1
108/06/14,0.50,0.50,0.50,0.50,108000,54000,-0.02,1
108/06/17,---,---,---,---,0,0,---,0
108/06/18,---,---,---,---,0,0,---,0
108/06/19,---,---,---,---,0,0,---,0
108/06/20,---,---,---,---,0,0,---,0
108/06/21,---,---,---,---,0,0,---,0
108/06/24,---,---,---,---,0,0,---,0
108/06/25,---,---,---,---,0,0,---,0
108/06/26,---,---,---,---,0,0,---,0
108/06/27,---,---,---,---,0,0,---,0
108/06/28,---,---,---,---,0,0,---,0
108/07/01,---,---,---,---,0,0,---,0
108/07/02,0.49,0.49,0.49,0.49,216000,105840,+0.02,2
108/07/03,0.50,0.50,0.50,0.50,216000,108000,+0.01,2
108/07/04,0.49,0.49,0.49,0.49,20000,9800,-0.01,1
108/07/05,---,---,---,---,0,0,---,0
108/07/08,---,---,---,---,0,0,---,0
108/07/09,---,---,---,---,0,0,---,0
108/07/10,---,---,---,---,0,0,---,0
108/07/11,0.50,0.50,0.50,0.50,108000,54000,+0.03,2
108/07/12,0.51,0.51,0.51,0.51,640000,326400,+0.01,6
108/07/15,0.48,0.50,0.48,0.50,482000,240000,-0.01,2
108/07/16,---,---,---,---,0,0,---,0
108/07/17,---,---,---,---,0,0,---,0
108/07/18,---,---,---,---,0,0,---,0
108/07/19,---,---,---,---,0,0,---,0
108/07/22,---,---,---,---,0,0,---,0
108/07/23,0.42,0.42,0.42,0.42,300000,126000,+0.01,3
108/07/24,0.43,0.43,0.43,0.43,310000,133300,+0.01,2
108/07/25,---,---,---,---,0,0,---,0
108/07/26,---,---,---,---,0,0,---,0
108/07/29,---,---,---,---,0,0,---,0
108/07/30,---,---,---,---,0,0,---,0
108/07/31,---,---,---,---,0,0,---,0
108/08/01,---,---,---,---,0,0,---,0
108/08/02,0.27,0.27,0.27,0.27,50000,13500,-0.06,1
108/08/05,---,---,---,---,0,0,---,0
108/08/06,---,---,---,---,0,0,---,0
108/08/07,---,---,---,---,0,0,---,0
108/08/08,---,---,---,---,0,0,---,0
108/08/12,---,---,---,---,0,0,---,0
108/08/13,---,---,---,---,0,0,---,0
108/08/14,---,---,---,---,0,0,---,0
108/08/15,---,---,---,---,0,0,---,0
108/08/16,---,---,---,---,0,0,---,0
108/08/19,---,---,---,---,0,0,---,0
108/08/20,---,---,---,---,0,0,---,0
108/08/21,---,---,---,---,0,0,---,0
108/08/22,---,---,---,---,0,0,---,0
108/08/23,---,---,---,---,0,0,---,0
108/08/26,---,---,---,---,0,0,---,0
108/08/27,---,---,---,---,0,0,---,0
108/08/28,---,---,---,---,0,0,---,0
108/08/29,---,---,---,---,0,0,---,0
108/08/30,---,---,---,---,0,0,---,0
108/09/02,---,---,---,---,0,0,---,0
108/09/03,---,---,---,---,0,0,---,0
108/09/04,---,---,---,---,0,0,---,0
108/09/05,---,---,---,---,0,0,---,0
108/09/06,---,---,---,---,0,0,---,0
108/09/09,---,---,---,---,0,0,---,0
108/09/10,---,---,---,---,0,0,---,0
108/09/11,---,---,---,---,0,0,---,0
108/09/12,---,---,---,---,0,0,---,0
108/09/16,0.11,0.11,0.11,0.11,2000,220,+0.02,1
108/09/17,---,---,---,---,0,0,---,0
108/09/18,---,---,---,---,0,0,---,0
108/09/19,---,---,---,---,0,0,---,0
108/09/20,---,---,---,---,0,0,---,0
108/09/23,---,---,---,---,0,0,---,0
108/09/24,---,---,---,---,0,0,---,0
108/09/25,---,---,---,---,0,0,---,0
108/09/26,---,---,---,---,0,0,---,0
108/09/27,---,---,---,---,0,0,---,0
108/10/01,---,---,---,---,0,0,---,0
108/10/02,---,---,---,---,0,0,---,0
108/10/03,---,---,---,---,0,0,---,0
