107/11/23,0.89,0.90,0.89,0.90,7000,6280,0.00,2
107/11/26,0.94,1.08,0.94,1.06,616000,641820,+0.16,27
107/11/27,1.04,1.14,1.03,1.10,725000,762610,+0.04,22
107/11/28,1.05,1.13,1.05,1.08,294000,320730,-0.02,13
107/11/29,1.11,1.11,1.08,1.09,242000,264290,+0.01,10
107/11/30,1.04,1.04,1.04,1.04,15000,15600,-0.05,1
107/12/03,1.06,1.06,1.03,1.03,200000,209000,-0.01,2
107/12/04,1.03,1.04,0.93,0.93,448000,438790,-0.10,28
107/12/05,0.97,0.97,0.90,0.91,295000,271450,-0.02,5
107/12/06,0.91,0.91,0.87,0.87,83000,75030,-0.04,3
107/12/07,0.88,1.03,0.88,1.03,452000,437670,+0.16,9
107/12/10,1.00,1.25,0.99,0.99,565000,593450,-0.04,19
107/12/11,0.97,1.03,0.97,1.03,755000,763830,+0.04,14
107/12/12,1.07,1.07,1.01,1.03,589000,625430,0.00,22
107/12/13,0.97,0.97,0.97,0.97,18000,17460,-0.06,2
107/12/14,1.03,1.04,1.02,1.02,184000,190250,+0.05,6
107/12/17,0.99,1.07,0.99,1.06,759000,804710,+0.04,23
107/12/18,1.02,1.12,1.02,1.10,513000,547670,+0.04,22
107/12/19,1.12,1.12,1.04,1.04,532000,568650,-0.06,22
107/12/20,1.04,1.04,1.01,1.03,611000,630390,-0.01,11
107/12/21,1.01,1.10,1.01,1.10,491000,510210,+0.07,11
107/12/22,1.07,1.10,1.07,1.07,405000,438100,-0.03,8
107/12/24,1.06,1.06,1.06,1.06,90000,95400,-0.01,1
107/12/25,1.00,1.10,1.00,1.10,205000,205500,+0.04,2
107/12/26,1.21,1.21,1.21,1.21,99000,119790,+0.11,2
107/12/27,1.18,1.19,1.18,1.18,99000,117560,-0.03,3
107/12/28,1.19,1.30,1.19,1.30,19000,24260,+0.12,5
108/01/02,1.34,1.38,1.34,1.38,125000,168900,+0.08,3
108/01/03,1.39,1.45,1.39,1.45,107000,151050,+0.07,10
108/01/04,1.49,1.55,1.49,1.55,38000,57220,+0.10,2
108/01/07,1.36,1.36,1.36,1.36,10000,13600,-0.19,1
108/01/08,1.42,1.42,1.42,1.42,10000,14200,+0.06,1
108/01/09,1.43,1.48,1.43,1.48,20000,29100,+0.06,2
108/01/10,---,---,---,---,0,0,---,0
108/01/11,---,---,---,---,0,0,---,0
108/01/14,---,---,---,---,0,0,---,0
108/01/15,---,---,---,---,0,0,---,0
108/01/16,1.37,1.37,1.32,1.34,42000,55510,-0.15,3
108/01/17,1.37,1.37,1.37,1.37,1000,1370,+0.03,1
108/01/18,1.38,1.38,1.38,1.38,1000,1380,+0.01,1
108/01/21,1.38,1.38,1.38,1.38,11000,15180,0.00,2
108/01/22,1.36,1.36,1.36,1.36,10000,13600,-0.02,1
108/01/23,1.38,1.41,1.35,1.36,155000,213600,0.00,16
108/01/24,1.35,1.35,1.34,1.34,150000,201100,-0.02,4
108/01/25,---,---,---,---,0,0,---,0
108/01/28,---,---,---,---,0,0,---,0
108/01/29,---,---,---,---,0,0,---,0
108/01/30,---,---,---,---,0,0,---,0
108/02/11,1.37,1.45,1.37,1.45,65000,91900,+0.15,7
108/02/12,1.45,1.47,1.45,1.46,50000,73100,+0.01,5
108/02/13,---,---,---,---,0,0,---,0
108/02/14,---,---,---,---,0,0,---,0
108/02/15,---,---,---,---,0,0,---,0
108/02/18,1.42,1.42,1.42,1.42,16000,22720,0.00,2
108/02/19,1.43,1.43,1.43,1.43,16000,22880,+0.01,1
108/02/20,---,---,---,---,0,0,---,0
108/02/21,---,---,---,---,0,0,---,0
108/02/22,1.32,1.32,1.32,1.32,15000,19800,-0.06,1
108/02/25,---,---,---,---,0,0,---,0
108/02/26,1.27,1.27,1.27,1.27,10000,12700,+0.04,1
108/02/27,1.23,1.23,1.19,1.19,20000,24200,-0.08,2
108/03/04,1.20,1.20,1.18,1.18,10000,11980,-0.01,4
108/03/05,---,---,---,---,0,0,---,0
108/03/06,1.21,1.28,1.21,1.28,50000,62800,+0.12,5
108/03/07,1.30,1.30,1.22,1.22,57000,72940,-0.06,6
108/03/08,1.20,1.20,1.20,1.20,7000,8400,-0.02,1
108/03/11,1.22,1.22,1.22,1.22,10000,12200,+0.02,1
108/03/12,---,---,---,---,0,0,---,0
108/03/13,1.26,1.26,1.26,1.26,20000,25200,+0.04,2
108/03/14,1.18,1.18,1.15,1.15,30000,35100,-0.11,2
108/03/15,1.14,1.17,1.14,1.17,30000,34600,+0.02,3
108/03/18,1.14,1.14,1.12,1.12,40000,45400,-0.05,3
108/03/19,1.05,1.05,1.01,1.01,10000,10300,-0.11,2
108/03/20,0.97,0.97,0.97,0.97,5000,4850,-0.04,1
108/03/21,1.00,1.00,1.00,1.00,10000,10000,+0.03,1
108/03/22,0.98,0.98,0.98,0.98,10000,9800,-0.02,1
108/03/25,---,---,---,---,0,0,---,0
