101/12/21,--,--,--,--,0,0,,0
101/12/22,--,--,--,--,0,0,,0
101/12/24,--,--,--,--,0,0,,0
101/12/25,--,--,--,--,0,0,,0
101/12/26,--,--,--,--,0,0,,0
101/12/27,0.67,0.69,0.66,0.69,1861000,1244190,X,15
101/12/28,0.69,0.69,0.66,0.67,1860000,1251660,-0.02,18
102/01/02,--,--,--,--,0,0,,0
102/01/03,--,--,--,--,0,0,,0
102/01/04,0.60,0.61,0.60,0.61,20000,12100,X,3
102/01/07,--,--,--,--,0,0,,0
102/01/08,--,--,--,--,0,0,,0
102/01/09,0.65,0.65,0.65,0.65,20000,13000,X,1
102/01/10,--,--,--,--,0,0,,0
102/01/11,--,--,--,--,0,0,,0
102/01/14,--,--,--,--,0,0,,0
102/01/15,--,--,--,--,0,0,,0
102/01/16,--,--,--,--,0,0,,0
102/01/17,0.65,0.65,0.65,0.65,199000,129350,X,1
102/01/18,0.60,0.60,0.60,0.60,250000,150000,-0.05,3
102/01/21,--,--,--,--,0,0,,0
102/01/22,0.54,0.54,0.54,0.54,25000,13500,X,1
102/01/23,--,--,--,--,0,0,,0
102/01/24,0.51,0.55,0.51,0.55,65000,34750,X,3
102/01/25,0.57,0.57,0.57,0.57,50000,28500,0.02,1
102/01/28,0.54,0.54,0.54,0.54,40000,21600,-0.03,1
102/01/29,--,--,--,--,0,0,,0
102/01/30,--,--,--,--,0,0,,0
102/01/31,0.51,0.51,0.51,0.51,40000,20400,X,1
102/02/01,--,--,--,--,0,0,,0
102/02/04,--,--,--,--,0,0,,0
102/02/05,--,--,--,--,0,0,,0
102/02/06,--,--,--,--,0,0,,0
102/02/18,--,--,--,--,0,0,,0
102/02/19,--,--,--,--,0,0,,0
102/02/20,--,--,--,--,0,0,,0
102/02/21,--,--,--,--,0,0,,0
102/02/22,--,--,--,--,0,0,,0
102/02/23,--,--,--,--,0,0,,0
102/02/25,--,--,--,--,0,0,,0
102/02/26,--,--,--,--,0,0,,0
102/02/27,--,--,--,--,0,0,,0
102/03/01,--,--,--,--,0,0,,0
102/03/04,--,--,--,--,0,0,,0
102/03/05,--,--,--,--,0,0,,0
102/03/06,0.42,0.42,0.42,0.42,30000,12600,X,1
102/03/07,0.43,0.43,0.42,0.42,30000,12800,,2
102/03/08,--,--,--,--,0,0,,0
102/03/11,--,--,--,--,0,0,,0
102/03/12,--,--,--,--,0,0,,0
102/03/13,--,--,--,--,0,0,,0
102/03/14,--,--,--,--,0,0,,0
102/03/15,--,--,--,--,0,0,,0
102/03/18,--,--,--,--,0,0,,0
102/03/19,--,--,--,--,0,0,,0
102/03/20,--,--,--,--,0,0,,0
102/03/21,--,--,--,--,0,0,,0
102/03/22,--,--,--,--,0,0,,0
102/03/25,--,--,--,--,0,0,,0
102/03/26,0.45,0.48,0.45,0.47,619000,281980,X,11
102/03/27,0.45,0.47,0.42,0.47,620000,266390,,10
102/03/28,0.48,0.52,0.48,0.52,639000,332120,0.05,9
102/03/29,0.50,0.50,0.50,0.50,10000,5000,-0.02,1
102/04/01,0.53,0.53,0.50,0.50,151000,78400,,7
102/04/02,0.52,0.52,0.51,0.51,21000,10910,0.01,2
102/04/03,0.49,0.50,0.49,0.50,130000,64500,-0.01,4
102/04/08,0.66,0.66,0.62,0.64,1563000,1003510,0.14,8
102/04/09,0.56,0.56,0.55,0.55,598000,331890,-0.09,2
102/04/10,0.52,0.54,0.52,0.54,1005000,526780,-0.01,6
102/04/11,--,--,--,--,0,0,,0
102/04/12,--,--,--,--,0,0,,0
102/04/15,0.62,0.62,0.61,0.62,179000,110780,X,9
102/04/16,0.71,0.71,0.61,0.61,250000,156810,-0.01,7
102/04/17,0.58,0.62,0.58,0.62,446000,268980,0.01,6
102/04/18,0.61,0.62,0.61,0.61,140000,85510,-0.01,6
102/04/19,0.51,0.51,0.41,0.41,935000,431690,-0.20,10
102/04/22,--,--,--,--,0,0,,0
102/04/23,0.52,0.52,0.52,0.52,40000,20800,X,1
102/04/24,0.50,0.50,0.41,0.41,1675000,718950,-0.11,16
102/04/25,--,--,--,--,0,0,,0
102/04/26,0.46,0.47,0.46,0.47,297000,138600,X,3
102/04/29,0.48,0.50,0.48,0.50,517000,249520,0.03,7
102/04/30,0.49,0.49,0.49,0.49,15000,7350,-0.01,2
102/05/02,--,--,--,--,0,0,,0
102/05/03,--,--,--,--,0,0,,0
102/05/06,--,--,--,--,0,0,,0
102/05/07,--,--,--,--,0,0,,0
102/05/08,--,--,--,--,0,0,,0
102/05/09,--,--,--,--,0,0,,0
102/05/10,--,--,--,--,0,0,,0
102/05/13,--,--,--,--,0,0,,0
102/05/14,--,--,--,--,0,0,,0
102/05/15,--,--,--,--,0,0,,0
102/05/16,--,--,--,--,0,0,,0
102/05/17,--,--,--,--,0,0,,0
102/05/20,--,--,--,--,0,0,,0
102/05/21,--,--,--,--,0,0,,0
102/05/22,--,--,--,--,0,0,,0
102/05/23,--,--,--,--,0,0,,0
102/05/24,--,--,--,--,0,0,,0
102/05/27,--,--,--,--,0,0,,0
102/05/28,--,--,--,--,0,0,,0
102/05/29,--,--,--,--,0,0,,0
102/05/30,--,--,--,--,0,0,,0
102/05/31,--,--,--,--,0,0,,0
102/06/03,--,--,--,--,0,0,,0
102/06/04,--,--,--,--,0,0,,0
102/06/05,--,--,--,--,0,0,,0
102/06/06,--,--,--,--,0,0,,0
102/06/07,--,--,--,--,0,0,,0
102/06/10,--,--,--,--,0,0,,0
102/06/11,--,--,--,--,0,0,,0
102/06/13,--,--,--,--,0,0,,0
102/06/14,--,--,--,--,0,0,,0
102/06/17,--,--,--,--,0,0,,0
102/06/18,--,--,--,--,0,0,,0
103/09/09,--,--,--,--,0,0,,0
103/09/10,1.24,1.24,1.24,1.24,121000,150040,X,1
103/09/11,1.24,1.24,1.24,1.24,121000,150040,,1
103/09/12,--,--,--,--,0,0,,0
103/09/15,--,--,--,--,0,0,,0
103/09/16,1.21,1.37,1.21,1.37,600000,770980,X,4
103/09/17,1.30,1.30,1.21,1.23,1439000,1787490,-0.14,7
103/09/18,1.19,1.19,1.18,1.18,839000,994700,-0.05,3
103/09/19,--,--,--,--,0,0,,0
103/09/22,--,--,--,--,0,0,,0
103/09/23,1.15,1.15,1.10,1.10,482000,538000,X,3
103/09/24,1.13,1.13,1.08,1.08,643000,717630,-0.02,3
103/09/25,1.09,1.16,1.09,1.16,467000,520300,0.08,3
103/09/26,1.18,1.18,1.18,1.18,306000,361080,0.02,1
103/09/29,1.17,1.18,1.17,1.18,153000,180490,,2
103/09/30,1.18,1.23,1.18,1.18,525000,628700,,4
103/10/01,1.16,1.16,1.16,1.16,372000,431520,-0.02,1
103/10/02,1.24,1.25,1.24,1.25,1379000,1719100,0.09,10
103/10/03,1.18,1.18,1.05,1.12,1555000,1815850,-0.13,8
103/10/06,1.09,1.10,1.09,1.10,1027000,1127940,-0.02,6
103/10/07,1.15,1.15,1.15,1.15,455000,523250,0.05,2
103/10/08,1.14,1.15,1.14,1.15,594000,679140,,2
103/10/09,1.14,1.14,1.14,1.14,198000,225720,-0.01,1
103/10/13,1.20,1.23,1.20,1.23,375000,453660,0.09,3
103/10/14,1.18,1.20,1.18,1.20,375000,446080,-0.03,3
103/10/15,--,--,--,--,0,0,,0
103/10/16,1.22,1.26,1.08,1.08,645000,786830,X,8
103/10/17,1.03,1.07,1.01,1.07,988000,1025150,-0.01,8
103/10/20,1.06,1.07,1.02,1.02,772000,805350,-0.05,9
103/10/21,1.02,1.02,1.01,1.01,607000,613870,-0.01,5
103/10/22,0.96,0.98,0.93,0.98,2047000,1959600,-0.03,13
103/10/23,0.98,1.05,0.98,1.05,2460000,2453160,0.07,21
