107/12/04,1.17,1.17,1.12,1.12,15000,17400,0.00,3
107/12/05,0.95,0.95,0.92,0.92,7000,6530,-0.20,3
107/12/06,0.86,0.86,0.74,0.75,27000,20660,-0.17,4
107/12/07,0.84,0.84,0.80,0.82,35000,28640,+0.07,4
107/12/10,0.74,0.75,0.74,0.75,49000,36720,-0.07,8
107/12/11,0.80,0.82,0.80,0.82,467000,378830,+0.07,11
107/12/12,0.86,0.89,0.85,0.89,711000,627450,+0.07,15
107/12/13,0.89,0.91,0.86,0.86,447000,400460,-0.03,11
107/12/14,0.82,0.82,0.79,0.79,149000,119760,-0.07,7
107/12/17,0.82,0.89,0.81,0.89,612000,531610,+0.10,22
107/12/18,0.85,0.96,0.85,0.91,799000,728560,+0.02,25
107/12/19,0.95,0.97,0.90,0.90,966000,921570,-0.01,17
107/12/20,0.85,0.88,0.76,0.76,181000,147130,-0.14,8
107/12/21,0.71,0.80,0.66,0.79,447000,342330,+0.03,14
107/12/22,0.75,0.75,0.73,0.75,375000,278470,-0.04,8
107/12/24,0.76,0.80,0.76,0.80,95000,75590,+0.05,4
107/12/25,0.70,0.84,0.70,0.82,303000,236490,+0.02,14
107/12/26,0.85,0.85,0.79,0.79,221000,180200,-0.03,9
107/12/27,0.78,0.79,0.78,0.78,156000,122060,-0.01,4
107/12/28,0.79,0.84,0.76,0.76,255000,207260,-0.02,8
108/01/02,0.78,0.79,0.77,0.77,99000,76530,+0.01,7
108/01/03,0.72,0.73,0.68,0.68,352000,249090,-0.09,10
108/01/04,0.60,0.70,0.60,0.70,232000,150040,+0.02,9
108/01/07,0.72,0.74,0.71,0.72,95000,68400,+0.02,8
108/01/08,0.73,0.74,0.71,0.71,230000,166150,-0.01,6
108/01/09,0.72,0.76,0.71,0.75,182000,135950,+0.04,9
108/01/10,0.76,0.80,0.76,0.76,268000,209020,+0.01,10
108/01/11,0.77,0.81,0.77,0.79,311000,245580,+0.03,16
108/01/14,0.82,0.84,0.80,0.80,293000,239180,+0.01,7
108/01/15,0.82,0.83,0.81,0.82,186000,152960,+0.02,8
108/01/16,0.83,0.86,0.76,0.78,224000,186850,-0.04,16
108/01/17,0.76,0.77,0.76,0.77,27000,20750,-0.01,2
108/01/18,0.79,0.83,0.79,0.83,400000,322250,+0.06,5
108/01/21,0.83,1.01,0.83,0.95,574000,509620,+0.12,22
108/01/22,0.91,1.03,0.90,1.00,694000,675760,+0.05,21
108/01/23,0.94,1.00,0.94,1.00,324000,315460,0.00,11
108/01/24,1.05,1.08,1.02,1.06,381000,399650,+0.06,20
108/01/25,1.10,1.32,1.09,1.29,654000,766790,+0.23,34
108/01/28,1.29,1.29,1.21,1.25,335000,416100,-0.04,16
108/01/29,1.16,1.16,1.10,1.15,243000,273000,-0.10,10
108/01/30,1.20,1.23,1.20,1.22,73000,88500,+0.07,8
108/02/11,1.29,1.44,1.29,1.44,153000,206890,+0.22,9
108/02/12,1.43,1.72,1.40,1.71,101000,164100,+0.27,15
108/02/13,1.76,1.76,1.67,1.67,89000,155750,-0.04,4
108/02/14,1.55,1.55,1.35,1.35,15000,22250,-0.32,2
108/02/15,---,---,---,---,0,0,---,0
108/02/18,1.47,1.47,1.40,1.42,15000,21530,+0.01,3
