108/04/26,1.02,1.02,1.00,1.00,7000,7080,-0.48,2
108/04/29,---,---,---,---,0,0,---,0
108/04/30,---,---,---,---,0,0,---,0
108/05/02,1.07,1.07,1.07,1.07,7000,7490,-0.02,1
108/05/03,---,---,---,---,0,0,---,0
108/05/06,---,---,---,---,0,0,---,0
108/05/07,---,---,---,---,0,0,---,0
108/05/08,0.95,0.98,0.93,0.98,532000,511360,-0.02,8
108/05/09,0.97,1.03,0.96,1.03,684000,675950,+0.05,21
108/05/10,0.97,1.01,0.96,1.01,142000,138510,-0.02,10
108/05/13,1.00,1.06,1.00,1.06,1394000,1435410,+0.05,24
108/05/14,1.06,1.07,1.06,1.06,1429000,1522540,0.00,24
108/05/15,1.02,1.04,1.02,1.04,393000,404470,-0.02,12
108/05/16,1.04,1.14,1.03,1.14,84000,89780,+0.10,7
108/05/17,1.10,1.11,1.09,1.10,57000,62830,-0.04,4
108/05/20,1.19,1.25,1.18,1.25,225000,269350,+0.15,5
108/05/21,1.26,1.26,1.21,1.21,217000,263320,-0.04,4
108/05/22,1.11,1.18,1.11,1.18,35000,39200,-0.03,3
108/05/23,1.20,1.21,1.19,1.21,31000,37210,+0.03,4
108/05/24,---,---,---,---,0,0,---,0
108/05/27,1.20,1.27,1.20,1.23,141000,177400,+0.01,6
108/05/28,1.23,1.25,1.23,1.25,172000,212280,+0.02,5
108/05/29,1.28,1.29,1.28,1.29,50000,64250,+0.04,6
108/05/30,1.23,1.26,1.23,1.26,15000,18750,-0.03,2
108/05/31,1.18,1.18,1.18,1.18,10000,11800,-0.08,1
108/06/03,1.18,1.21,1.16,1.21,45000,53000,+0.03,5
108/06/04,---,---,---,---,0,0,---,0
108/06/05,---,---,---,---,0,0,---,0
108/06/06,1.25,1.27,1.25,1.27,64000,80250,+0.06,5
108/06/10,1.22,1.22,1.22,1.22,24000,29280,-0.05,2
108/06/11,---,---,---,---,0,0,---,0
108/06/12,1.08,1.08,1.08,1.08,93000,100440,-0.04,1
108/06/13,1.09,1.09,1.08,1.09,108000,117350,+0.01,14
108/06/14,---,---,---,---,0,0,---,0
108/06/17,1.07,1.07,1.07,1.07,10000,10700,-0.03,2
108/06/18,1.07,1.07,1.07,1.07,15000,16050,0.00,2
108/06/19,1.07,1.08,1.06,1.07,40000,42800,0.00,4
108/06/20,---,---,---,---,0,0,---,0
108/06/21,---,---,---,---,0,0,---,0
108/06/24,1.01,1.01,1.01,1.01,30000,30300,-0.02,1
108/06/25,1.03,1.10,1.03,1.09,354000,375940,+0.08,6
108/06/26,1.09,1.11,1.05,1.05,234000,258050,-0.04,14
108/06/27,1.04,1.04,1.01,1.01,130000,134600,-0.04,3
108/06/28,1.01,1.01,1.00,1.00,310000,313000,-0.01,2
108/07/01,0.91,0.91,0.90,0.90,310000,279100,-0.10,2
108/07/02,---,---,---,---,0,0,---,0
108/07/03,0.87,0.87,0.84,0.85,30000,25600,-0.02,3
108/07/04,0.84,0.84,0.81,0.81,30000,24600,-0.04,2
108/07/05,---,---,---,---,0,0,---,0
108/07/08,0.77,0.79,0.77,0.78,210000,163200,-0.03,4
108/07/09,0.77,0.81,0.77,0.81,120000,96500,+0.03,4
108/07/10,0.81,0.81,0.79,0.79,120000,96200,-0.02,4
108/07/11,0.75,0.75,0.72,0.72,61000,45520,-0.07,3
108/07/12,0.69,0.69,0.69,0.69,10000,6900,-0.03,1
108/07/15,0.69,0.69,0.69,0.69,253000,174570,0.00,3
108/07/16,0.65,0.65,0.65,0.65,11000,7150,-0.04,2
108/07/17,0.63,0.64,0.63,0.63,58000,36610,-0.02,7
108/07/18,---,---,---,---,0,0,---,0
108/07/19,0.65,0.65,0.65,0.65,30000,19500,-0.04,1
108/07/22,0.62,0.62,0.62,0.62,60000,37200,-0.03,3
108/07/23,---,---,---,---,0,0,---,0
108/07/24,---,---,---,---,0,0,---,0
108/07/25,0.55,0.55,0.52,0.52,60000,32100,-0.07,4
108/07/26,0.55,0.55,0.55,0.55,41000,22550,+0.03,2
108/07/29,0.59,0.59,0.58,0.58,159000,92800,+0.03,5
108/07/30,0.55,0.64,0.55,0.64,88000,55870,+0.06,3
108/07/31,0.58,0.60,0.58,0.58,55000,32500,-0.06,6
