108/05/08,1.21,1.21,1.21,1.21,5000,6050,0.00,1
108/05/09,1.01,1.01,1.01,1.01,5000,5050,-0.20,1
108/05/10,---,---,---,---,0,0,---,0
108/05/13,---,---,---,---,0,0,---,0
108/05/14,---,---,---,---,0,0,---,0
108/05/15,0.91,0.92,0.90,0.90,205000,187500,+0.05,3
108/05/16,0.90,0.97,0.87,0.97,400000,366590,+0.07,12
108/05/17,1.00,1.02,0.96,0.96,100000,97500,-0.01,8
108/05/20,0.60,0.60,0.60,0.60,100000,60000,-0.36,1
108/05/21,0.55,0.65,0.55,0.65,19000,10850,+0.05,3
108/05/22,---,---,---,---,0,0,---,0
108/05/23,0.64,0.64,0.64,0.64,3000,1920,0.00,1
108/05/24,---,---,---,---,0,0,---,0
108/05/27,---,---,---,---,0,0,---,0
108/05/28,---,---,---,---,0,0,---,0
108/05/29,---,---,---,---,0,0,---,0
108/05/30,---,---,---,---,0,0,---,0
108/05/31,0.70,0.70,0.70,0.70,10000,7000,+0.07,1
108/06/03,0.70,0.70,0.70,0.70,120000,84000,0.00,4
108/06/04,0.71,0.76,0.71,0.76,210000,158100,+0.06,4
108/06/05,0.80,0.83,0.79,0.81,221000,179100,+0.05,14
108/06/06,0.77,0.86,0.77,0.83,302000,252640,+0.02,9
108/06/10,0.84,0.88,0.84,0.88,182000,157170,+0.05,9
108/06/11,---,---,---,---,0,0,---,0
108/06/12,---,---,---,---,0,0,---,0
108/06/13,---,---,---,---,0,0,---,0
108/06/14,---,---,---,---,0,0,---,0
108/06/17,0.73,0.73,0.73,0.73,1000,730,-0.01,1
108/06/18,---,---,---,---,0,0,---,0
108/06/19,0.82,0.82,0.82,0.82,100000,82000,+0.09,1
108/06/20,0.76,0.79,0.76,0.79,320000,250100,-0.03,12
108/06/21,0.81,0.83,0.80,0.80,220000,179300,+0.01,6
108/06/24,0.69,0.70,0.69,0.70,100000,69800,-0.10,3
108/06/25,0.74,0.78,0.74,0.78,104000,80960,+0.08,2
108/06/26,0.79,0.83,0.79,0.83,176000,141920,+0.05,3
108/06/27,0.87,0.87,0.86,0.86,78000,67800,+0.03,2
108/06/28,0.78,0.78,0.77,0.77,50000,38700,-0.09,4
108/07/01,0.85,0.85,0.82,0.82,170000,142900,+0.05,3
108/07/02,0.82,0.87,0.82,0.87,470000,401400,+0.05,11
108/07/03,0.82,0.84,0.82,0.84,416000,345700,-0.03,16
108/07/04,0.88,0.93,0.86,0.88,377000,336380,+0.04,18
108/07/05,0.87,0.97,0.86,0.97,630000,572030,+0.09,19
108/07/08,0.93,0.96,0.91,0.94,533000,498540,-0.03,21
108/07/09,0.95,1.01,0.95,1.01,284000,280040,+0.07,7
108/07/10,0.98,1.04,0.98,1.04,535000,543550,+0.03,15
108/07/11,1.04,1.05,0.88,0.88,859000,836150,-0.16,27
108/07/12,0.89,0.89,0.89,0.89,30000,26700,+0.01,1
108/07/15,---,---,---,---,0,0,---,0
108/07/16,0.91,0.92,0.89,0.92,50000,45300,+0.03,3
108/07/17,0.91,0.93,0.91,0.93,100000,91700,+0.01,8
108/07/18,0.96,1.01,0.96,0.99,362000,353100,+0.06,8
