108/01/15,1.12,1.12,1.10,1.10,25000,27900,-0.15,3
108/01/16,1.11,1.11,1.11,1.11,20000,22200,+0.01,2
108/01/17,1.12,1.14,1.12,1.14,33000,37270,+0.03,5
108/01/18,1.10,1.11,1.07,1.08,39000,42290,-0.06,5
108/01/21,1.06,1.06,1.04,1.05,23000,24170,-0.03,3
108/01/22,1.00,1.03,1.00,1.03,16000,16250,-0.02,3
108/01/23,1.03,1.03,1.03,1.03,15000,15450,0.00,1
108/01/24,1.01,1.01,1.01,1.01,40000,40400,-0.02,1
108/01/25,0.99,1.02,0.99,1.02,60000,60000,+0.01,2
108/01/28,---,---,---,---,0,0,---,0
108/01/29,1.02,1.02,1.00,1.00,108000,109860,-0.01,5
108/01/30,0.97,0.97,0.97,0.97,28000,27160,-0.03,1
108/02/11,1.09,1.09,1.04,1.04,136000,144020,+0.07,13
108/02/12,1.01,1.01,0.96,1.00,112000,109860,-0.04,6
108/02/13,0.92,0.92,0.86,0.90,130000,117240,-0.10,10
108/02/14,0.83,0.84,0.80,0.81,84000,67940,-0.09,6
108/02/15,0.87,0.87,0.85,0.85,12000,10400,+0.04,2
108/02/18,0.83,0.86,0.83,0.86,88000,74940,+0.01,5
108/02/19,0.86,0.86,0.86,0.86,10000,8600,0.00,1
108/02/20,0.65,0.69,0.65,0.69,49000,32210,-0.17,6
108/02/21,0.71,0.71,0.71,0.71,5000,3550,+0.02,1
108/02/22,---,---,---,---,0,0,---,0
108/02/25,0.68,0.68,0.68,0.68,5000,3400,-0.04,1
108/02/26,0.66,0.66,0.61,0.62,44000,27970,-0.06,7
108/02/27,0.62,0.62,0.56,0.57,52000,30290,-0.05,7
108/03/04,---,---,---,---,0,0,---,0
108/03/05,0.65,0.65,0.65,0.65,30000,19500,+0.06,2
108/03/06,---,---,---,---,0,0,---,0
108/03/07,0.70,0.70,0.70,0.70,10000,7000,+0.05,1
108/03/08,0.71,0.71,0.70,0.70,51000,35800,0.00,4
108/03/11,0.68,0.68,0.68,0.68,5000,3400,-0.02,1
108/03/12,---,---,---,---,0,0,---,0
108/03/13,0.70,0.70,0.70,0.70,3000,2100,+0.02,1
108/03/14,0.70,0.70,0.70,0.70,35000,24500,0.00,1
108/03/15,0.67,0.67,0.67,0.67,30000,20100,-0.03,1
108/03/18,0.66,0.66,0.63,0.63,106000,68150,-0.04,4
108/03/19,0.65,0.65,0.65,0.65,40000,26000,+0.02,4
108/03/20,0.66,0.72,0.66,0.71,119000,81680,+0.06,7
108/03/21,0.70,0.70,0.70,0.70,35000,24500,-0.01,3
108/03/22,0.67,0.67,0.65,0.65,76000,49700,-0.05,8
108/03/25,0.66,0.67,0.66,0.67,34000,22740,+0.02,4
108/03/26,0.65,0.70,0.65,0.69,355000,238750,+0.02,8
108/03/27,0.67,0.68,0.67,0.68,112000,76140,-0.01,5
108/03/28,0.68,0.73,0.68,0.72,362000,262840,+0.04,9
108/03/29,0.72,0.72,0.64,0.64,184000,121210,-0.08,16
108/04/01,0.64,0.64,0.62,0.62,207000,130560,-0.02,15
