107/08/27,0.94,0.94,0.92,0.92,20000,18600,0.00,2
107/08/28,0.94,0.94,0.87,0.87,25000,22100,-0.05,3
107/08/29,0.93,1.00,0.93,0.99,670000,641080,+0.12,15
107/08/30,1.07,1.08,1.02,1.02,606000,647770,+0.03,20
107/08/31,0.96,0.99,0.95,0.99,58000,56320,-0.03,9
107/09/03,0.98,0.98,0.90,0.90,47000,44720,-0.09,4
107/09/04,0.88,0.88,0.88,0.88,8000,7040,-0.02,1
107/09/05,0.95,0.95,0.94,0.94,315000,299100,+0.06,2
107/09/06,0.89,0.95,0.87,0.91,655000,595630,-0.03,9
107/09/07,0.92,0.92,0.81,0.81,370000,334900,-0.10,6
107/09/10,0.75,0.75,0.63,0.63,90000,61100,-0.18,9
107/09/11,0.65,0.67,0.63,0.65,375000,247130,+0.02,4
107/09/12,0.63,0.63,0.63,0.63,365000,229950,-0.02,8
107/09/13,0.64,0.64,0.64,0.64,310000,198400,+0.01,2
107/09/14,0.69,0.75,0.69,0.74,819000,587690,+0.10,20
107/09/17,0.69,0.74,0.69,0.74,1440000,1029820,0.00,20
107/09/18,0.75,0.88,0.75,0.75,1070000,870480,+0.01,41
107/09/19,0.73,0.73,0.71,0.71,331000,236520,-0.04,14
107/09/20,0.69,0.69,0.63,0.64,40000,26100,-0.07,5
107/09/21,0.61,0.61,0.61,0.61,5000,3050,-0.03,1
107/09/25,0.67,0.70,0.67,0.70,82000,56440,+0.09,3
107/09/26,0.70,0.70,0.69,0.69,82000,57140,-0.01,11
107/09/27,0.69,0.69,0.66,0.66,40000,27000,-0.03,4
107/09/28,0.64,0.64,0.61,0.61,30000,18800,-0.05,3
107/10/01,0.65,0.65,0.65,0.65,10000,6500,+0.04,1
107/10/02,0.72,0.72,0.69,0.69,31000,21720,+0.04,5
107/10/03,0.65,0.65,0.61,0.61,330000,201900,-0.08,8
107/10/04,0.64,0.67,0.63,0.67,300000,199180,+0.06,7
107/10/05,0.57,0.57,0.49,0.50,55000,29000,-0.17,6
107/10/08,---,---,---,---,0,0,---,0
107/10/09,0.41,0.41,0.35,0.35,34000,12640,-0.11,3
107/10/11,---,---,---,---,0,0,---,0
107/10/12,---,---,---,---,0,0,---,0
107/10/15,---,---,---,---,0,0,---,0
107/10/16,---,---,---,---,0,0,---,0
107/10/17,---,---,---,---,0,0,---,0
107/10/18,0.34,0.34,0.30,0.30,81000,26200,+0.02,5
107/10/19,0.25,0.26,0.24,0.26,102000,25320,-0.04,6
107/10/22,---,---,---,---,0,0,---,0
107/10/23,0.23,0.23,0.23,0.23,25000,5750,-0.03,2
107/10/24,---,---,---,---,0,0,---,0
107/10/25,---,---,---,---,0,0,---,0
107/10/26,0.14,0.14,0.14,0.14,8000,1120,-0.02,2
107/10/29,---,---,---,---,0,0,---,0
107/10/30,---,---,---,---,0,0,---,0
107/10/31,0.19,0.19,0.19,0.19,10000,1900,+0.05,1
107/11/01,---,---,---,---,0,0,---,0
107/11/02,---,---,---,---,0,0,---,0
107/11/05,---,---,---,---,0,0,---,0
107/11/06,---,---,---,---,0,0,---,0
107/11/07,0.19,0.19,0.19,0.19,2000,380,+0.02,2
107/11/08,---,---,---,---,0,0,---,0
107/11/09,0.08,0.08,0.08,0.08,10000,800,-0.04,1
107/11/12,---,---,---,---,0,0,---,0
107/11/13,---,---,---,---,0,0,---,0
107/11/14,---,---,---,---,0,0,---,0
107/11/15,---,---,---,---,0,0,---,0
107/11/16,---,---,---,---,0,0,---,0
107/11/19,---,---,---,---,0,0,---,0
107/11/20,---,---,---,---,0,0,---,0
107/11/21,---,---,---,---,0,0,---,0
107/11/22,---,---,---,---,0,0,---,0
107/11/23,0.14,0.14,0.14,0.14,31000,4340,+0.01,2
107/11/26,0.16,0.16,0.14,0.14,105000,14800,0.00,2
107/11/27,---,---,---,---,0,0,---,0
107/11/28,---,---,---,---,0,0,---,0
107/11/29,---,---,---,---,0,0,---,0
107/11/30,0.15,0.15,0.15,0.15,15000,2250,+0.01,1
107/12/03,---,---,---,---,0,0,---,0
107/12/04,0.23,0.23,0.23,0.23,1000,230,+0.06,1
107/12/05,0.15,0.15,0.15,0.15,121000,18150,-0.08,2
107/12/06,---,---,---,---,0,0,---,0
107/12/07,---,---,---,---,0,0,---,0
107/12/10,0.09,0.09,0.09,0.09,1000,90,-0.03,1
107/12/11,---,---,---,---,0,0,---,0
107/12/12,---,---,---,---,0,0,---,0
107/12/13,---,---,---,---,0,0,---,0
107/12/14,---,---,---,---,0,0,---,0
107/12/17,---,---,---,---,0,0,---,0
107/12/18,---,---,---,---,0,0,---,0
107/12/19,---,---,---,---,0,0,---,0
107/12/20,---,---,---,---,0,0,---,0
107/12/21,---,---,---,---,0,0,---,0
107/12/22,---,---,---,---,0,0,---,0
107/12/24,---,---,---,---,0,0,---,0
107/12/25,0.05,0.05,0.05,0.05,1000,50,-0.05,1
107/12/26,---,---,---,---,0,0,---,0
107/12/27,---,---,---,---,0,0,---,0
