107/08/16,0.63,0.65,0.63,0.65,20000,12800,-0.03,2
107/08/17,0.67,0.67,0.63,0.63,373000,241950,-0.02,11
107/08/20,0.66,0.66,0.51,0.52,383000,223660,-0.11,13
107/08/21,0.51,0.54,0.51,0.53,240000,128300,+0.01,8
107/08/22,0.54,0.54,0.51,0.51,210000,111100,-0.02,7
107/08/23,0.53,0.53,0.52,0.52,200000,105000,+0.01,6
107/08/24,0.50,0.50,0.50,0.50,100000,50000,-0.02,1
107/08/27,0.47,0.51,0.47,0.51,60000,28600,+0.01,2
107/08/28,0.54,0.54,0.51,0.51,375000,193150,0.00,4
107/08/29,0.51,0.53,0.50,0.52,268000,137240,+0.01,4
107/08/30,0.55,0.55,0.55,0.55,155000,85250,+0.03,2
107/08/31,0.49,0.50,0.49,0.50,491000,245490,-0.05,2
107/09/03,0.40,0.40,0.40,0.40,5000,2000,-0.10,1
107/09/04,0.40,0.41,0.40,0.41,5000,2030,+0.01,3
107/09/05,0.44,0.44,0.42,0.42,13000,5580,+0.01,3
107/09/06,0.44,0.44,0.44,0.44,1000,440,+0.02,1
107/09/07,---,---,---,---,0,0,---,0
107/09/10,0.30,0.30,0.30,0.30,100000,30000,-0.06,1
107/09/11,0.30,0.32,0.30,0.31,580000,179800,+0.01,5
107/09/12,0.27,0.28,0.27,0.28,580000,156620,-0.03,4
107/09/13,---,---,---,---,0,0,---,0
107/09/14,0.32,0.44,0.32,0.44,500000,166100,+0.17,4
107/09/17,0.36,0.36,0.35,0.35,646000,228580,-0.09,4
107/09/18,0.33,0.34,0.33,0.33,658000,218140,-0.02,5
107/09/19,0.35,0.36,0.32,0.32,6000,2010,-0.01,4
107/09/20,0.33,0.35,0.33,0.35,131000,43640,+0.03,3
107/09/21,0.36,0.40,0.36,0.40,123000,47430,+0.05,10
107/09/25,0.40,0.46,0.39,0.39,586000,243360,-0.01,13
107/09/26,0.39,0.40,0.38,0.40,177000,68360,+0.01,23
107/09/27,0.37,0.37,0.37,0.37,2000,740,-0.03,1
107/09/28,0.37,0.38,0.37,0.38,18000,6810,+0.01,3
107/10/01,---,---,---,---,0,0,---,0
107/10/02,---,---,---,---,0,0,---,0
107/10/03,0.31,0.31,0.28,0.28,9000,2580,-0.07,2
107/10/04,0.31,0.31,0.30,0.30,2000,610,+0.02,2
107/10/05,0.24,0.24,0.22,0.23,10000,2310,-0.07,3
107/10/08,0.21,0.21,0.18,0.19,18000,3380,-0.04,3
107/10/09,0.20,0.20,0.20,0.20,1000,200,+0.01,1
107/10/11,---,---,---,---,0,0,---,0
107/10/12,0.13,0.13,0.13,0.13,100000,13000,0.00,1
107/10/15,---,---,---,---,0,0,---,0
107/10/16,0.15,0.16,0.14,0.14,553000,78370,+0.01,9
107/10/17,0.15,0.15,0.15,0.15,33000,4950,+0.01,2
107/10/18,0.14,0.14,0.14,0.14,100000,14000,-0.01,1
107/10/19,0.12,0.12,0.12,0.12,100000,12000,-0.02,1
107/10/22,0.13,0.13,0.13,0.13,100000,13000,+0.01,1
107/10/23,---,---,---,---,0,0,---,0
107/10/24,0.10,0.10,0.10,0.10,150000,15000,-0.01,1
107/10/25,---,---,---,---,0,0,---,0
107/10/26,0.05,0.05,0.05,0.05,3000,150,-0.05,1
107/10/29,---,---,---,---,0,0,---,0
107/10/30,---,---,---,---,0,0,---,0
107/10/31,0.10,0.21,0.10,0.21,25000,3050,+0.14,2
107/11/01,0.12,0.14,0.12,0.13,492000,65840,-0.08,7
107/11/02,0.12,0.13,0.12,0.13,60000,7700,0.00,2
107/11/05,---,---,---,---,0,0,---,0
107/11/06,0.13,0.13,0.11,0.11,558000,65460,-0.02,5
107/11/07,---,---,---,---,0,0,---,0
107/11/08,0.20,0.20,0.17,0.17,165000,28500,+0.01,3
107/11/09,0.17,0.17,0.17,0.17,15000,2550,0.00,1
