107/10/24,0.86,0.86,0.84,0.84,6000,5100,0.00,2
107/10/25,0.90,0.90,0.86,0.88,548000,488420,+0.04,22
107/10/26,0.84,0.95,0.84,0.94,854000,737090,+0.06,28
107/10/29,0.98,1.09,0.94,1.03,1984000,2018990,+0.09,90
107/10/30,1.03,1.03,0.88,0.91,1612000,1521520,-0.12,88
107/10/31,0.82,0.85,0.70,0.79,1488000,1193070,-0.12,96
107/11/01,0.79,0.79,0.68,0.78,2469000,1785890,-0.01,98
107/11/02,0.74,0.77,0.67,0.77,401000,287000,-0.01,38
107/11/05,0.75,0.75,0.67,0.69,678000,461610,-0.08,24
107/11/06,0.62,0.74,0.62,0.73,634000,419500,+0.04,32
107/11/07,0.66,0.72,0.65,0.67,341000,226350,-0.06,38
107/11/08,0.62,0.67,0.58,0.65,230000,142190,-0.02,35
107/11/09,0.63,0.65,0.60,0.64,300000,184730,-0.01,32
107/11/12,0.63,0.66,0.59,0.65,391000,234080,+0.01,31
107/11/13,0.84,0.84,0.62,0.65,679000,425870,0.00,32
107/11/14,0.58,0.58,0.54,0.56,331000,185000,-0.09,28
107/11/15,0.56,0.57,0.54,0.54,143000,78950,-0.02,14
107/11/16,0.54,0.54,0.52,0.53,366000,194770,-0.01,21
107/11/19,0.50,0.54,0.49,0.54,674000,351560,+0.01,40
107/11/20,0.55,0.57,0.54,0.57,385000,211580,+0.03,36
107/11/21,0.60,0.60,0.51,0.51,779000,415930,-0.06,37
107/11/22,0.50,0.55,0.50,0.54,140000,74440,+0.03,12
107/11/23,0.54,0.57,0.54,0.56,762000,415240,+0.02,18
107/11/26,0.52,0.55,0.52,0.52,68000,35750,-0.04,8
107/11/27,0.51,0.53,0.49,0.49,578000,286880,-0.03,21
107/11/28,0.48,0.49,0.47,0.48,382000,180490,-0.01,17
107/11/29,0.44,0.47,0.44,0.47,103000,46020,-0.01,10
107/11/30,0.45,0.48,0.45,0.46,207000,95640,-0.01,10
107/12/03,0.43,0.44,0.41,0.44,381000,162960,-0.02,22
107/12/04,0.43,0.43,0.42,0.42,73000,31080,-0.02,7
107/12/05,0.46,0.48,0.46,0.48,342000,160040,+0.06,18
107/12/06,0.45,0.51,0.45,0.48,357000,171740,0.00,16
107/12/07,0.45,0.46,0.45,0.46,278000,126620,-0.02,7
107/12/10,0.48,0.52,0.48,0.50,283000,143570,+0.04,15
107/12/11,0.48,0.49,0.48,0.49,143000,70050,-0.01,5
107/12/12,0.47,0.47,0.46,0.46,50000,23050,-0.03,3
107/12/13,0.44,0.45,0.44,0.45,44000,19760,-0.01,2
107/12/14,0.47,0.47,0.47,0.47,10000,4700,+0.02,1
107/12/17,0.46,0.46,0.44,0.45,205000,92730,-0.02,7
107/12/18,0.44,0.44,0.44,0.44,108000,47520,-0.01,1
107/12/19,0.44,0.44,0.44,0.44,20000,8800,0.00,1
107/12/20,0.46,0.52,0.46,0.52,263000,126450,+0.08,15
107/12/21,0.49,0.54,0.49,0.53,205000,104110,+0.01,12
107/12/22,0.49,0.54,0.49,0.54,12000,5980,+0.01,2
107/12/24,0.48,0.53,0.47,0.53,27000,12970,-0.01,5
107/12/25,0.54,0.54,0.54,0.54,67000,36180,+0.01,3
107/12/26,---,---,---,---,0,0,---,0
107/12/27,---,---,---,---,0,0,---,0
107/12/28,---,---,---,---,0,0,---,0
108/01/02,0.45,0.55,0.45,0.55,4000,2000,+0.01,2
108/01/03,---,---,---,---,0,0,---,0
108/01/04,0.53,0.53,0.53,0.53,5000,2650,0.00,1
108/01/07,0.40,0.40,0.39,0.39,141000,55790,-0.14,5
108/01/08,0.36,0.36,0.36,0.36,6000,2160,-0.03,1
108/01/09,---,---,---,---,0,0,---,0
108/01/10,0.38,0.38,0.37,0.38,54000,20510,0.00,3
108/01/11,0.37,0.38,0.37,0.38,25000,9400,0.00,2
108/01/14,0.42,0.42,0.42,0.42,1000,420,+0.04,1
108/01/15,---,---,---,---,0,0,---,0
108/01/16,0.34,0.38,0.34,0.38,46000,15680,-0.01,2
