108/01/11,0.98,0.98,0.98,0.98,10000,9800,0.00,1
108/01/14,---,---,---,---,0,0,---,0
108/01/15,0.99,1.03,0.99,1.02,222000,227250,+0.09,7
108/01/16,1.06,1.08,1.00,1.00,419000,445180,-0.02,8
108/01/17,1.01,1.01,0.96,0.96,118000,118140,-0.04,10
108/01/18,1.00,1.02,0.98,1.02,339000,340240,+0.06,7
108/01/21,1.03,1.06,1.01,1.05,637000,656320,+0.03,10
108/01/22,1.06,1.09,1.05,1.05,366000,390310,0.00,20
108/01/23,1.04,1.04,1.03,1.03,181000,187420,-0.02,2
108/01/24,1.02,1.05,1.02,1.05,279000,289980,+0.02,4
108/01/25,1.08,1.08,1.05,1.05,289000,306200,0.00,8
108/01/28,1.06,1.06,1.04,1.04,126000,132520,-0.01,6
108/01/29,1.00,1.05,1.00,1.05,217000,218100,+0.01,7
108/01/30,1.03,1.06,1.03,1.05,14000,14670,0.00,3
108/02/11,1.02,1.02,0.97,0.97,21000,20870,-0.08,4
108/02/12,1.01,1.02,0.99,0.99,139000,138210,+0.02,9
108/02/13,1.06,1.12,1.06,1.10,305000,335900,+0.11,14
108/02/14,1.17,1.22,1.13,1.19,953000,1121570,+0.09,38
108/02/15,1.17,1.17,1.13,1.13,516000,591360,-0.06,22
108/02/18,1.14,1.14,1.10,1.10,85000,94880,-0.03,20
108/02/19,1.13,1.16,1.10,1.16,360000,411610,+0.06,17
108/02/20,1.24,1.39,1.24,1.26,352000,454270,+0.10,37
108/02/21,1.29,1.30,1.25,1.26,112000,141820,0.00,16
108/02/22,1.24,1.24,1.22,1.24,77000,94230,-0.02,7
108/02/25,1.31,1.33,1.29,1.30,67000,87030,+0.06,7
108/02/26,1.31,1.39,1.31,1.39,767000,1035870,+0.09,16
108/02/27,1.35,1.45,1.30,1.45,972000,1302630,+0.06,32
108/03/04,1.41,1.46,1.38,1.43,276000,390360,-0.02,18
108/03/05,1.35,1.35,1.29,1.29,94000,122960,-0.14,5
108/03/06,1.34,1.34,1.28,1.28,21000,27880,-0.01,3
108/03/07,1.19,1.19,1.19,1.19,5000,5950,-0.09,2
108/03/08,1.14,1.17,1.14,1.17,8000,9150,-0.02,2
108/03/11,1.19,1.19,1.17,1.18,173000,205450,+0.01,8
108/03/12,1.22,1.22,1.19,1.21,139000,167170,+0.03,12
108/03/13,1.15,1.15,1.15,1.15,5000,5750,-0.06,1
108/03/14,1.11,1.11,1.11,1.11,10000,11100,-0.04,1
108/03/15,1.14,1.22,1.14,1.22,306000,365140,+0.11,5
108/03/18,1.22,1.22,1.15,1.17,362000,423830,-0.05,18
108/03/19,1.19,1.19,1.13,1.13,23000,26050,-0.04,4
108/03/20,1.11,1.11,1.05,1.07,63000,66900,-0.06,9
108/03/21,1.09,1.09,1.06,1.08,50000,54040,+0.01,8
108/03/22,1.11,1.12,1.11,1.12,156000,173220,+0.04,3
108/03/25,1.09,1.09,1.07,1.08,190000,204700,-0.04,13
108/03/26,1.04,1.04,1.03,1.03,27000,27980,-0.05,4
108/03/27,1.05,1.08,1.03,1.03,74000,76680,0.00,5
108/03/28,1.03,1.03,0.98,0.98,62000,60860,-0.05,4
108/03/29,1.03,1.10,1.02,1.08,766000,806960,+0.10,20
108/04/01,1.09,1.09,1.01,1.08,810000,855040,0.00,34
108/04/02,1.13,1.13,1.09,1.11,175000,192250,+0.03,4
108/04/03,1.09,1.13,1.08,1.08,190000,209700,-0.03,7
108/04/08,1.03,1.03,1.03,1.03,10000,10300,-0.05,1
108/04/09,1.01,1.03,1.01,1.02,98000,99280,-0.01,3
108/04/10,1.05,1.05,1.05,1.05,100000,105000,+0.03,1
108/04/11,1.05,1.07,1.05,1.05,110000,116000,0.00,10
108/04/12,1.04,1.04,0.97,0.97,20000,20100,-0.08,2
