107/08/23,---,---,---,---,0,0,---,0
107/08/24,1.33,1.41,1.33,1.41,11000,14810,+0.13,5
107/08/27,1.36,1.36,1.36,1.36,11000,14960,-0.05,4
107/08/28,1.29,1.30,1.29,1.30,124000,160580,-0.06,2
107/08/29,1.30,1.30,1.30,1.30,124000,161200,0.00,1
107/08/30,---,---,---,---,0,0,---,0
107/08/31,1.21,1.21,1.21,1.21,8000,9680,+0.09,1
107/09/03,1.27,1.30,1.27,1.30,20000,25760,+0.09,2
107/09/04,1.43,1.52,1.43,1.49,75000,112260,+0.19,7
107/09/05,1.45,1.51,1.45,1.51,160000,236460,+0.02,7
107/09/06,1.49,1.50,1.47,1.47,147000,217180,-0.04,3
107/09/07,1.31,1.58,1.31,1.58,267000,380600,+0.11,9
107/09/10,1.72,1.94,1.72,1.94,571000,1044500,+0.36,11
107/09/11,1.82,1.92,1.71,1.72,424000,794180,-0.22,21
107/09/12,1.85,2.02,1.85,2.00,253000,482280,+0.28,18
107/09/13,1.91,2.05,1.88,2.05,196000,376780,+0.05,9
107/09/14,1.98,2.03,1.76,1.76,39000,76410,-0.29,6
107/09/17,1.79,1.80,1.73,1.80,40000,70950,+0.04,4
107/09/18,1.91,1.99,1.91,1.99,251000,489510,+0.19,17
107/09/19,1.85,1.98,1.84,1.98,172000,324580,-0.01,11
107/09/20,1.90,1.90,1.89,1.89,15000,28430,-0.09,5
107/09/21,1.61,1.61,1.54,1.54,30000,47840,-0.35,3
107/09/25,1.45,1.45,1.29,1.44,57000,79920,-0.10,7
107/09/26,1.46,1.46,1.40,1.44,118000,170620,0.00,6
107/09/27,1.45,1.60,1.45,1.60,163000,251210,+0.16,4
107/09/28,1.51,1.57,1.39,1.48,115000,175170,-0.12,5
107/10/01,1.44,1.44,1.44,1.44,37000,53280,-0.04,2
107/10/02,1.44,1.46,1.44,1.44,406000,585070,0.00,6
107/10/03,1.44,1.63,1.44,1.63,452000,665340,+0.19,8
107/10/04,1.66,1.73,1.66,1.73,599000,1029550,+0.10,8
107/10/05,1.85,2.07,1.85,2.07,737000,1391540,+0.34,12
107/10/08,2.15,2.39,2.10,2.39,405000,893990,+0.32,7
107/10/09,2.37,2.48,2.12,2.18,609000,1452960,-0.21,9
107/10/11,2.49,2.51,2.39,2.51,362000,884310,+0.33,8
107/10/12,2.35,2.35,2.21,2.21,122000,285850,-0.30,7
107/10/15,2.32,2.32,2.23,2.23,2000,4550,+0.02,2
107/10/16,2.09,2.26,2.09,2.26,9000,20170,+0.03,2
107/10/17,2.09,2.16,2.08,2.08,10000,20960,-0.18,3
107/10/18,2.11,2.12,2.11,2.12,16000,33840,+0.04,2
107/10/19,2.33,2.41,2.33,2.41,40000,95000,+0.29,4
107/10/22,2.51,2.51,2.27,2.27,25000,62510,-0.14,2
107/10/23,2.35,2.39,2.35,2.39,265000,627650,+0.12,7
107/10/24,2.41,2.51,2.41,2.50,841000,2086970,+0.11,18
107/10/25,2.83,2.95,2.80,2.95,753000,2187320,+0.45,10
107/10/26,2.87,3.20,2.87,3.20,261000,793960,+0.25,6
107/10/29,3.10,3.16,2.83,2.83,121000,377980,-0.37,10
107/10/30,2.82,2.92,2.73,2.92,109000,308650,+0.09,13
107/10/31,2.36,2.36,2.36,2.36,4000,9440,-0.56,2
107/11/01,2.01,2.04,1.98,1.98,62000,124620,-0.38,3
107/11/02,1.67,1.84,1.67,1.74,72000,126010,-0.24,40
107/11/05,1.80,1.80,1.64,1.73,61000,101270,-0.01,16
107/11/06,1.60,1.75,1.60,1.75,119000,201520,+0.02,9
107/11/07,1.65,1.69,1.51,1.51,128000,213010,-0.24,12
107/11/08,1.40,1.64,1.40,1.64,102000,144210,+0.13,6
107/11/09,1.54,1.64,1.54,1.57,124000,193630,-0.07,7
107/11/12,1.62,1.66,1.54,1.54,45000,73060,-0.03,8
107/11/13,1.68,1.68,1.62,1.62,51000,84170,+0.08,7
107/11/14,1.52,1.54,1.50,1.50,133000,203100,-0.12,32
107/11/15,1.51,1.54,1.49,1.49,166000,251450,-0.01,8
107/11/16,1.43,1.50,1.40,1.50,395000,571620,+0.01,29
107/11/19,1.49,1.56,1.49,1.51,428000,653520,+0.01,14
107/11/20,1.50,1.50,1.45,1.47,134000,198640,-0.04,11
