108/04/02,1.54,1.56,1.54,1.56,460000,712600,+0.03,8
108/04/03,1.57,1.70,1.57,1.70,474000,746000,+0.14,2
108/04/08,1.77,1.77,1.68,1.69,55000,94020,-0.01,10
108/04/09,1.64,1.65,1.62,1.62,441000,724420,-0.07,9
108/04/10,1.58,1.60,1.58,1.60,450000,711200,-0.02,2
108/04/11,1.59,1.60,1.55,1.55,422000,668500,-0.05,10
108/04/12,1.52,1.52,1.49,1.49,570000,863930,-0.06,5
108/04/15,1.53,1.53,1.49,1.49,200000,304120,0.00,3
108/04/16,1.52,1.52,1.52,1.52,70000,106400,+0.03,2
108/04/17,1.65,1.67,1.59,1.59,167000,276250,+0.07,8
108/04/18,1.58,1.66,1.55,1.66,295000,472390,+0.07,12
108/04/19,1.66,1.93,1.66,1.77,916000,1597070,+0.11,30
108/04/22,1.71,1.72,1.64,1.64,686000,1166210,-0.13,15
108/04/23,1.75,1.75,1.72,1.72,60000,103900,+0.08,5
108/04/24,1.69,1.75,1.69,1.75,257000,442650,+0.03,8
108/04/25,1.71,1.84,1.69,1.71,397000,704850,-0.04,14
108/04/26,1.68,1.68,1.59,1.61,270000,434100,-0.10,7
108/04/29,1.60,1.61,1.47,1.47,472000,751900,-0.14,9
108/04/30,1.36,1.41,1.36,1.37,400000,553700,-0.10,5
108/05/02,1.39,1.47,1.37,1.37,420000,597900,0.00,9
108/05/03,1.42,1.42,1.41,1.42,350000,495500,+0.05,3
108/05/06,1.35,1.39,1.34,1.34,450000,609500,-0.08,7
108/05/07,1.32,1.37,1.32,1.36,1350000,1811500,+0.02,21
108/05/08,1.27,1.33,1.26,1.26,1357000,1755570,-0.10,15
108/05/09,1.21,1.25,1.14,1.14,265000,316950,-0.12,4
108/05/10,1.16,1.16,1.15,1.16,290000,333800,+0.02,8
108/05/13,1.13,1.16,1.10,1.16,742000,844320,0.00,11
108/05/14,0.97,1.10,0.96,1.10,1085000,1142090,-0.06,17
108/05/15,1.18,1.24,1.17,1.22,1407000,1701810,+0.12,30
108/05/16,1.18,1.22,1.15,1.15,1114000,1331710,-0.07,12
108/05/17,1.16,1.17,1.14,1.15,680000,786500,0.00,12
108/05/20,1.05,1.09,1.04,1.05,780000,831700,-0.10,10
108/05/21,1.03,1.03,1.03,1.03,350000,360500,-0.02,1
108/05/22,1.04,1.06,1.04,1.06,612000,642380,+0.03,13
108/05/23,0.99,1.05,0.99,0.99,1012000,1032540,-0.07,11
108/05/24,0.96,1.02,0.96,1.02,520000,524400,+0.03,3
108/05/27,1.04,1.04,1.00,1.02,578000,593720,0.00,11
108/05/28,1.11,1.22,1.11,1.22,983000,1146320,+0.20,14
108/05/29,1.16,1.21,1.16,1.20,758000,903300,-0.02,13
108/05/30,1.19,1.23,1.19,1.20,459000,553200,0.00,7
108/05/31,1.20,1.21,1.20,1.21,210000,253100,+0.01,2
108/06/03,1.15,1.18,1.15,1.18,150000,175500,-0.03,2
108/06/04,1.16,1.18,1.16,1.17,356000,418020,-0.01,8
108/06/05,1.20,1.20,1.20,1.20,330000,396000,+0.03,1
108/06/06,---,---,---,---,0,0,---,0
108/06/10,---,---,---,---,0,0,---,0
108/06/11,---,---,---,---,0,0,---,0
108/06/12,1.08,1.11,1.08,1.10,210000,230100,+0.01,4
108/06/13,1.12,1.21,1.12,1.20,392000,455840,+0.10,17
108/06/14,1.20,1.21,1.17,1.21,175000,206960,+0.01,5
108/06/17,1.13,1.13,1.12,1.12,102000,114740,-0.09,3
108/06/18,1.13,1.16,1.12,1.15,201000,231220,+0.03,8
108/06/19,1.10,1.10,1.10,1.10,4000,4400,-0.05,1
108/06/20,1.08,1.08,1.08,1.08,100000,108000,-0.02,1
108/06/21,1.13,1.18,1.13,1.18,991000,1149050,+0.10,18
108/06/24,1.15,1.18,1.13,1.17,1299000,1508010,-0.01,29
108/06/25,1.14,1.16,1.14,1.16,364000,418770,-0.01,8
108/06/26,1.07,1.07,1.07,1.07,67000,71690,-0.09,2
108/06/27,1.05,1.10,1.05,1.10,436000,461710,+0.03,15
108/06/28,1.08,1.24,1.08,1.19,981000,1151070,+0.09,28
108/07/01,1.14,1.16,1.13,1.15,584000,669180,-0.04,14
108/07/02,1.13,1.22,1.12,1.22,893000,1059480,+0.07,15
108/07/03,1.17,1.17,1.16,1.16,718000,837060,-0.06,4
108/07/04,---,---,---,---,0,0,---,0
108/07/05,1.14,1.15,1.14,1.15,161000,184540,0.00,3
108/07/08,1.13,1.13,1.12,1.12,161000,181630,-0.03,3
108/07/09,---,---,---,---,0,0,---,0
108/07/10,1.05,1.06,1.05,1.06,110000,116000,+0.03,3
108/07/11,1.02,1.04,1.02,1.04,210000,216400,-0.02,3
108/07/12,1.00,1.00,1.00,1.00,100000,100000,-0.04,1
108/07/15,---,---,---,---,0,0,---,0
108/07/16,---,---,---,---,0,0,---,0
108/07/17,---,---,---,---,0,0,---,0
108/07/18,0.96,0.96,0.96,0.96,2000,1920,-0.01,1
108/07/19,---,---,---,---,0,0,---,0
108/07/22,0.98,1.01,0.98,1.01,246000,246000,+0.06,5
108/07/23,0.99,1.00,0.98,0.98,310000,309300,-0.03,4
108/07/24,0.96,0.97,0.95,0.95,104000,100700,-0.03,5
108/07/25,0.96,0.99,0.96,0.98,132000,130160,+0.03,4
108/07/26,0.98,0.99,0.98,0.99,110000,107900,+0.01,2
108/07/29,0.99,1.03,0.98,1.03,762000,767800,+0.04,15
108/07/30,1.01,1.04,0.94,0.94,712000,721520,-0.09,34
108/07/31,0.92,0.92,0.90,0.90,84000,76420,-0.04,5
108/08/01,---,---,---,---,0,0,---,0
108/08/02,---,---,---,---,0,0,---,0
108/08/05,0.72,0.72,0.72,0.72,10000,7200,-0.13,1
108/08/06,---,---,---,---,0,0,---,0
108/08/07,0.71,0.71,0.71,0.71,40000,28400,+0.01,1
108/08/08,---,---,---,---,0,0,---,0
108/08/12,0.69,0.69,0.69,0.69,3000,2070,-0.02,1
108/08/13,0.65,0.67,0.65,0.67,300000,198000,-0.02,4
108/08/14,0.65,0.67,0.64,0.64,410000,270810,-0.03,14
108/08/15,0.58,0.59,0.58,0.59,60000,35300,-0.05,2
108/08/16,0.59,0.64,0.59,0.64,228000,140420,+0.05,3
108/08/19,0.64,0.66,0.63,0.65,635000,408730,+0.01,13
108/08/20,0.65,0.65,0.59,0.64,407000,254680,-0.01,12
108/08/21,0.64,0.64,0.63,0.63,70000,44600,-0.01,3
108/08/22,0.63,0.64,0.62,0.64,290000,180650,+0.01,9
108/08/23,0.63,0.63,0.61,0.62,400000,248470,-0.02,11
108/08/26,0.56,0.58,0.56,0.58,874000,498150,-0.04,12
108/08/27,0.58,0.58,0.57,0.57,31000,17780,-0.01,4
108/08/28,0.55,0.55,0.55,0.55,175000,96250,-0.02,3
108/08/29,0.55,0.55,0.54,0.55,21000,11500,0.00,4
108/08/30,0.55,0.56,0.55,0.55,122000,67170,0.00,6
108/09/02,0.54,0.57,0.54,0.57,191000,104200,+0.02,15
108/09/03,0.56,0.59,0.56,0.56,294000,168100,-0.01,5
108/09/04,0.55,0.56,0.55,0.56,138000,75910,0.00,3
108/09/05,0.55,0.55,0.54,0.55,1137000,619340,-0.01,8
108/09/06,0.54,0.56,0.54,0.56,555000,304800,+0.01,11
108/09/09,0.55,0.55,0.55,0.55,70000,38500,-0.01,2
108/09/10,---,---,---,---,0,0,---,0
108/09/11,---,---,---,---,0,0,---,0
108/09/12,0.50,0.50,0.50,0.50,2000,1000,+0.01,1
108/09/16,---,---,---,---,0,0,---,0
108/09/17,---,---,---,---,0,0,---,0
108/09/18,---,---,---,---,0,0,---,0
108/09/19,0.45,0.45,0.45,0.45,50000,22500,-0.01,1
108/09/20,0.44,0.45,0.44,0.45,86000,37850,0.00,3
108/09/23,---,---,---,---,0,0,---,0
108/09/24,0.44,0.44,0.44,0.44,1000,440,+0.01,1
108/09/25,0.37,0.37,0.37,0.37,87000,32190,-0.07,1
108/09/26,---,---,---,---,0,0,---,0
108/09/27,0.30,0.30,0.30,0.30,190000,57000,-0.06,1
108/10/01,---,---,---,---,0,0,---,0
108/10/02,0.26,0.26,0.26,0.26,5000,1300,-0.03,1
108/10/03,---,---,---,---,0,0,---,0
108/10/04,0.25,0.25,0.24,0.24,12000,2960,-0.01,3
108/10/07,---,---,---,---,0,0,---,0
108/10/08,---,---,---,---,0,0,---,0
108/10/09,0.20,0.20,0.20,0.20,13000,2600,-0.03,2
108/10/14,---,---,---,---,0,0,---,0
108/10/15,---,---,---,---,0,0,---,0
108/10/16,---,---,---,---,0,0,---,0
108/10/17,---,---,---,---,0,0,---,0
108/10/18,---,---,---,---,0,0,---,0
108/10/21,---,---,---,---,0,0,---,0
108/10/22,---,---,---,---,0,0,---,0
108/10/23,---,---,---,---,0,0,---,0
108/10/24,0.20,0.20,0.20,0.20,3000,600,+0.01,1
108/10/25,---,---,---,---,0,0,---,0
108/10/28,---,---,---,---,0,0,---,0
108/10/29,---,---,---,---,0,0,---,0
108/10/30,0.12,0.12,0.12,0.12,5000,600,-0.02,1
108/10/31,---,---,---,---,0,0,---,0
108/11/01,---,---,---,---,0,0,---,0
108/11/04,---,---,---,---,0,0,---,0
108/11/05,---,---,---,---,0,0,---,0
108/11/06,---,---,---,---,0,0,---,0
108/11/07,---,---,---,---,0,0,---,0
108/11/08,---,---,---,---,0,0,---,0
108/11/11,---,---,---,---,0,0,---,0
108/11/12,---,---,---,---,0,0,---,0
108/11/13,---,---,---,---,0,0,---,0
108/11/14,---,---,---,---,0,0,---,0
108/11/15,---,---,---,---,0,0,---,0
108/11/18,---,---,---,---,0,0,---,0
108/11/19,---,---,---,---,0,0,---,0
108/11/20,---,---,---,---,0,0,---,0
108/11/21,---,---,---,---,0,0,---,0
108/11/22,---,---,---,---,0,0,---,0
108/11/25,---,---,---,---,0,0,---,0
108/11/26,---,---,---,---,0,0,---,0
108/11/27,---,---,---,---,0,0,---,0
108/11/28,---,---,---,---,0,0,---,0
