108/05/09,1.75,1.75,1.75,1.75,20000,35000,0.00,1
108/05/10,1.80,1.89,1.72,1.72,50000,90700,-0.03,6
108/05/13,1.68,1.68,1.61,1.62,30000,49750,-0.10,3
108/05/14,1.57,1.57,1.57,1.57,1000,1570,-0.05,1
108/05/15,1.63,1.63,1.63,1.63,85000,138550,+0.06,1
108/05/16,1.60,1.60,1.37,1.37,95000,150020,-0.26,6
108/05/17,1.43,1.43,1.26,1.26,6000,7730,-0.11,2
108/05/20,---,---,---,---,0,0,---,0
108/05/21,1.26,1.26,1.26,1.26,10000,12600,+0.14,1
108/05/22,1.28,1.32,1.20,1.20,35000,44500,-0.06,5
108/05/23,1.11,1.11,1.11,1.11,5000,5550,-0.09,1
108/05/24,---,---,---,---,0,0,---,0
108/05/27,---,---,---,---,0,0,---,0
108/05/28,---,---,---,---,0,0,---,0
108/05/29,0.93,0.93,0.93,0.93,5000,4650,-0.09,1
108/05/30,---,---,---,---,0,0,---,0
108/05/31,0.97,1.12,0.97,1.07,37000,39440,+0.14,5
108/06/03,1.05,1.06,1.05,1.06,5000,5290,-0.01,2
108/06/04,1.01,1.01,0.98,0.98,15000,15000,-0.08,2
108/06/05,1.09,1.09,0.96,0.96,40000,41550,-0.02,4
108/06/06,0.89,0.89,0.89,0.89,5000,4450,-0.07,1
108/06/10,0.94,0.94,0.94,0.94,10000,9400,+0.05,1
108/06/11,---,---,---,---,0,0,---,0
108/06/12,1.16,1.16,1.11,1.11,105000,121550,+0.03,2
108/06/13,1.07,1.08,1.06,1.08,100000,106900,-0.03,10
108/06/14,---,---,---,---,0,0,---,0
108/06/17,1.06,1.06,1.06,1.06,50000,53000,+0.03,1
108/06/18,1.06,1.06,1.06,1.06,50000,53000,0.00,1
108/06/19,---,---,---,---,0,0,---,0
108/06/20,1.10,1.10,1.10,1.10,5000,5500,+0.04,1
108/06/21,---,---,---,---,0,0,---,0
108/06/24,---,---,---,---,0,0,---,0
108/06/25,---,---,---,---,0,0,---,0
108/06/26,---,---,---,---,0,0,---,0
108/06/27,1.00,1.00,1.00,1.00,100000,100000,+0.04,1
108/06/28,1.05,1.05,1.03,1.03,100000,103400,+0.03,7
108/07/01,---,---,---,---,0,0,---,0
108/07/02,---,---,---,---,0,0,---,0
108/07/03,---,---,---,---,0,0,---,0
108/07/04,---,---,---,---,0,0,---,0
108/07/05,---,---,---,---,0,0,---,0
108/07/08,---,---,---,---,0,0,---,0
108/07/09,---,---,---,---,0,0,---,0
108/07/10,---,---,---,---,0,0,---,0
108/07/11,1.35,1.39,1.35,1.39,130000,177200,+0.14,4
108/07/12,1.46,1.46,1.40,1.42,120000,170700,+0.03,9
