108/01/18,1.85,1.86,1.83,1.83,30000,55300,+0.08,4
108/01/21,1.77,1.77,1.75,1.75,15000,26450,-0.08,2
108/01/22,1.79,1.82,1.78,1.79,512000,920500,+0.04,11
108/01/23,1.75,1.82,1.75,1.78,473000,845060,-0.01,10
108/01/24,1.77,1.77,1.74,1.75,148000,260530,-0.03,6
108/01/25,1.65,1.67,1.63,1.63,107000,176480,-0.12,5
108/01/28,1.47,1.51,1.45,1.51,207000,306980,-0.12,9
108/01/29,1.61,1.62,1.58,1.60,185000,296600,+0.09,9
108/01/30,1.55,1.55,1.49,1.49,33000,50190,-0.11,4
108/02/11,1.46,1.46,1.46,1.46,10000,14600,-0.03,1
108/02/12,1.35,1.35,1.35,1.35,10000,13500,-0.11,1
108/02/13,1.21,1.23,1.09,1.09,72000,82920,-0.26,8
108/02/14,1.06,1.07,0.98,0.98,300000,312860,-0.11,14
108/02/15,1.03,1.05,1.02,1.02,205000,211130,+0.04,7
108/02/18,0.94,0.98,0.94,0.95,76000,72510,-0.07,7
108/02/19,0.99,1.01,0.99,1.00,127000,127110,+0.05,6
108/02/20,0.96,0.97,0.93,0.97,126000,120400,-0.03,9
108/02/21,1.00,1.04,1.00,1.03,388000,398580,+0.06,11
108/02/22,1.04,1.04,0.98,1.02,204000,209880,-0.01,7
108/02/25,1.08,1.09,1.05,1.08,158000,170560,+0.06,11
108/02/26,1.05,1.05,0.96,1.02,86000,88140,-0.06,6
108/02/27,1.08,1.12,1.06,1.07,205000,220480,+0.05,6
108/03/04,1.00,1.10,1.00,1.10,231000,247470,+0.03,6
108/03/05,1.16,1.16,1.11,1.11,206000,237700,+0.01,6
108/03/06,1.08,1.08,1.08,1.08,50000,54000,-0.03,1
108/03/07,1.13,1.20,1.12,1.20,335000,385910,+0.12,7
108/03/08,1.25,1.27,1.25,1.27,295000,369150,+0.07,4
108/03/11,---,---,---,---,0,0,---,0
108/03/12,1.12,1.22,1.12,1.22,111000,130600,+0.04,6
108/03/13,1.21,1.24,1.21,1.24,59000,72230,+0.02,3
108/03/14,1.22,1.29,1.22,1.28,361000,460260,+0.04,7
108/03/15,1.28,1.28,1.28,1.28,293000,375040,0.00,3
108/03/18,---,---,---,---,0,0,---,0
108/03/19,---,---,---,---,0,0,---,0
108/03/20,---,---,---,---,0,0,---,0
108/03/21,1.13,1.13,1.13,1.13,31000,35030,+0.03,1
108/03/22,1.10,1.14,1.10,1.14,51000,56900,+0.01,2
108/03/25,1.23,1.23,1.23,1.23,50000,61500,+0.09,2
108/03/26,---,---,---,---,0,0,---,0
108/03/27,1.20,1.22,1.20,1.21,317000,385660,0.00,4
108/03/28,1.14,1.16,1.13,1.16,307000,349510,-0.05,8
108/03/29,1.17,1.17,1.17,1.17,20000,23400,+0.01,3
108/04/01,1.03,1.03,0.95,0.95,30000,29300,-0.22,3
108/04/02,0.94,0.94,0.94,0.94,9000,8460,-0.01,1
108/04/03,0.90,0.91,0.90,0.91,29000,26150,-0.03,3
108/04/08,0.84,0.84,0.84,0.84,40000,33600,-0.07,1
108/04/09,---,---,---,---,0,0,---,0
108/04/10,0.77,0.77,0.77,0.77,20000,15400,+0.01,1
108/04/11,0.82,0.82,0.82,0.82,21000,17220,+0.05,1
108/04/12,0.87,0.90,0.87,0.90,161000,143870,+0.08,4
108/04/15,---,---,---,---,0,0,---,0
108/04/16,0.78,0.79,0.78,0.79,40000,31400,-0.05,2
108/04/17,0.74,0.74,0.74,0.74,10000,7400,-0.05,1
108/04/18,0.66,0.66,0.66,0.66,20000,13200,-0.08,1
108/04/19,---,---,---,---,0,0,---,0
108/04/22,0.57,0.57,0.57,0.57,100000,57000,-0.09,1
108/04/23,0.70,0.70,0.70,0.70,20000,14000,+0.13,1
108/04/24,0.62,0.66,0.62,0.66,35000,22860,-0.04,3
108/04/25,0.70,0.70,0.62,0.62,55000,35410,-0.04,4
108/04/26,---,---,---,---,0,0,---,0
108/04/29,0.67,0.74,0.67,0.74,160000,115830,+0.10,8
108/04/30,0.74,0.74,0.73,0.73,100000,73950,-0.01,3
108/05/02,0.69,0.69,0.69,0.69,30000,20700,-0.04,1
108/05/03,0.63,0.63,0.60,0.61,78000,48090,-0.08,4
108/05/06,0.65,0.65,0.65,0.65,3000,1950,+0.04,1
108/05/07,0.62,0.62,0.62,0.62,60000,37200,-0.03,1
108/05/08,0.58,0.58,0.58,0.58,20000,11600,-0.04,1
108/05/09,0.65,0.65,0.65,0.65,10000,6500,+0.07,1
108/05/10,---,---,---,---,0,0,---,0
108/05/13,---,---,---,---,0,0,---,0
108/05/14,---,---,---,---,0,0,---,0
108/05/15,---,---,---,---,0,0,---,0
108/05/16,0.73,0.76,0.73,0.76,40000,29800,+0.11,2
108/05/17,0.72,0.80,0.72,0.80,77000,60000,+0.04,2
108/05/20,0.77,0.86,0.77,0.86,124000,99230,+0.06,4
108/05/21,0.88,0.88,0.86,0.86,102000,89060,0.00,3
108/05/22,0.71,0.76,0.71,0.76,62000,44410,-0.10,5
108/05/23,0.80,0.84,0.80,0.82,89000,74080,+0.06,3
108/05/24,0.78,0.78,0.76,0.76,72000,55860,-0.06,2
108/05/27,0.81,0.83,0.81,0.83,82000,66820,+0.07,3
108/05/28,0.79,0.84,0.79,0.84,142000,114680,+0.01,4
