106/09/25,1.75,1.75,1.75,1.75,10000,17500,+0.03,1
106/09/26,2.11,2.11,1.78,1.78,19000,34150,+0.03,3
106/09/27,---,---,---,---,0,0,---,0
106/09/28,---,---,---,---,0,0,---,0
106/09/29,---,---,---,---,0,0,---,0
106/09/30,---,---,---,---,0,0,---,0
106/10/02,1.73,1.73,1.73,1.73,10000,17300,+0.07,1
106/10/03,1.73,1.73,1.73,1.73,30000,51900,0.00,3
106/10/05,1.70,1.84,1.70,1.84,50000,86800,+0.11,5
106/10/06,1.81,1.81,1.79,1.79,20000,36020,-0.05,3
106/10/11,---,---,---,---,0,0,---,0
106/10/12,---,---,---,---,0,0,---,0
106/10/13,---,---,---,---,0,0,---,0
106/10/16,1.56,1.56,1.54,1.54,40000,62000,-0.08,4
106/10/17,1.54,1.59,1.48,1.59,40000,61500,+0.05,3
106/10/18,1.62,1.62,1.59,1.59,30000,48200,0.00,3
106/10/19,1.54,1.54,1.54,1.54,10000,15400,-0.05,1
106/10/20,---,---,---,---,0,0,---,0
106/10/23,1.55,1.55,1.55,1.55,50000,77500,+0.01,5
106/10/24,1.64,1.72,1.64,1.72,20000,33600,+0.17,2
106/10/25,1.77,1.79,1.73,1.79,110000,195500,+0.07,7
106/10/26,1.77,1.81,1.75,1.81,50000,88720,+0.02,6
106/10/27,1.74,1.74,1.64,1.64,209000,347720,-0.17,12
106/10/30,1.75,2.28,1.74,2.15,403000,822680,+0.51,23
106/10/31,2.06,2.34,2.06,2.14,210000,462320,-0.01,16
106/11/01,2.08,2.21,2.05,2.21,44000,93300,+0.07,6
106/11/02,2.16,2.97,2.16,2.86,113000,275010,+0.65,14
106/11/03,2.76,2.88,2.68,2.88,124000,347940,+0.02,18
106/11/06,2.99,3.27,2.99,3.26,141000,437710,+0.38,16
106/11/07,3.12,3.14,3.01,3.01,109000,338570,-0.25,15
106/11/08,3.07,3.40,3.07,3.40,101000,325530,+0.39,11
106/11/09,3.21,3.21,3.05,3.05,101000,318940,-0.35,11
106/11/10,---,---,---,---,0,0,---,0
106/11/13,---,---,---,---,0,0,---,0
106/11/14,---,---,---,---,0,0,---,0
106/11/15,---,---,---,---,0,0,---,0
106/11/16,---,---,---,---,0,0,---,0
106/11/17,---,---,---,---,0,0,---,0
106/11/20,---,---,---,---,0,0,---,0
106/11/21,---,---,---,---,0,0,---,0
106/11/22,---,---,---,---,0,0,---,0
106/11/23,---,---,---,---,0,0,---,0
106/11/24,---,---,---,---,0,0,---,0
106/11/27,---,---,---,---,0,0,---,0
106/11/28,---,---,---,---,0,0,---,0
106/11/29,---,---,---,---,0,0,---,0
106/11/30,---,---,---,---,0,0,---,0
106/12/01,---,---,---,---,0,0,---,0
106/12/04,---,---,---,---,0,0,---,0
106/12/05,---,---,---,---,0,0,---,0
106/12/06,---,---,---,---,0,0,---,0
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,---,---,---,---,0,0,---,0
106/12/14,---,---,---,---,0,0,---,0
