106/09/25,2.01,2.01,2.01,2.01,1000,2010,-0.08,1
106/09/26,2.07,2.07,1.67,1.67,29000,56250,-0.34,5
106/09/27,1.72,1.74,1.72,1.74,25000,43300,+0.07,3
106/09/28,1.82,1.82,1.82,1.82,27000,49140,+0.08,3
106/09/29,1.83,1.83,1.83,1.83,1000,1830,+0.01,1
106/09/30,---,---,---,---,0,0,---,0
106/10/02,2.04,2.04,2.04,2.04,8000,16320,+0.20,2
106/10/03,2.31,2.31,2.27,2.27,15000,34450,+0.23,2
106/10/05,2.20,2.22,2.20,2.20,57000,125580,-0.07,7
106/10/06,1.85,1.85,1.66,1.72,71000,127090,-0.48,7
106/10/11,1.75,1.82,1.67,1.82,48000,84460,+0.10,4
106/10/12,1.83,1.83,1.83,1.83,10000,18300,+0.01,1
106/10/13,1.79,1.94,1.79,1.93,60000,113600,+0.10,6
106/10/16,1.84,1.84,1.72,1.72,51000,93480,-0.21,3
106/10/17,1.55,1.55,1.48,1.48,70000,106500,-0.24,8
106/10/18,1.33,1.39,1.32,1.32,28000,37620,-0.16,3
106/10/19,1.42,1.62,1.42,1.62,40000,61600,+0.30,4
106/10/20,1.52,1.52,1.47,1.50,80000,120900,-0.12,4
106/10/23,1.52,1.52,1.52,1.52,50000,76000,+0.02,2
106/10/24,---,---,---,---,0,0,---,0
106/10/25,1.87,2.01,1.85,1.87,186000,360390,+0.35,26
106/10/26,1.74,1.82,1.63,1.80,246000,438630,-0.07,12
106/10/27,1.82,1.91,1.82,1.88,53000,99100,+0.08,8
106/10/30,---,---,---,---,0,0,---,0
106/10/31,1.82,1.87,1.79,1.87,127000,233150,+0.12,19
106/11/01,1.98,2.32,1.98,2.32,146000,299520,+0.45,9
106/11/02,1.98,2.14,1.97,2.09,76000,155110,-0.23,9
106/11/03,2.12,2.58,2.12,2.58,164000,402530,+0.49,16
106/11/06,2.67,2.87,2.67,2.80,123000,344770,+0.22,6
106/11/07,2.96,2.96,2.96,2.96,10000,29600,+0.16,1
106/11/08,---,---,---,---,0,0,---,0
106/11/09,---,---,---,---,0,0,---,0
106/11/10,---,---,---,---,0,0,---,0
106/11/13,---,---,---,---,0,0,---,0
106/11/14,---,---,---,---,0,0,---,0
106/11/15,---,---,---,---,0,0,---,0
106/11/16,---,---,---,---,0,0,---,0
106/11/17,---,---,---,---,0,0,---,0
106/11/20,---,---,---,---,0,0,---,0
106/11/21,---,---,---,---,0,0,---,0
106/11/22,---,---,---,---,0,0,---,0
106/11/23,---,---,---,---,0,0,---,0
106/11/24,---,---,---,---,0,0,---,0
106/11/27,---,---,---,---,0,0,---,0
106/11/28,---,---,---,---,0,0,---,0
106/11/29,---,---,---,---,0,0,---,0
106/11/30,---,---,---,---,0,0,---,0
106/12/01,---,---,---,---,0,0,---,0
106/12/04,---,---,---,---,0,0,---,0
106/12/05,---,---,---,---,0,0,---,0
106/12/06,---,---,---,---,0,0,---,0
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,---,---,---,---,0,0,---,0
106/12/14,---,---,---,---,0,0,---,0
106/12/15,---,---,---,---,0,0,---,0
106/12/18,---,---,---,---,0,0,---,0
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
106/12/21,---,---,---,---,0,0,---,0
106/12/22,---,---,---,---,0,0,---,0
106/12/25,---,---,---,---,0,0,---,0
106/12/26,---,---,---,---,0,0,---,0
106/12/27,---,---,---,---,0,0,---,0
106/12/28,---,---,---,---,0,0,---,0
